ProductionRequestId,Uptime,Totaltime,Quantity,Start,End,Product,Type,Releasedate,Duedate,TargetProductionRate,UnitPrice,Power,Weight
51746,11.252216666666667,17.09332777777778,2700.0,2016-02-16 02:26:15.330000,2016-02-16 19:31:51.117000,CARREFOUR DISCOUNT COQUILLETTE,Other,2016-02-07 19:31:51.117000,2016-02-24 19:31:51.117000,244.0,0.9691010216125541,1.1337613769994364,7
51748,2.0689019444444448,2.813346388888889,246.0,2016-02-16 19:31:51.117000,2016-02-16 22:20:39.800000,HORENTJES AMBRA SUPERIORE 20x5,LARGE,2016-02-08 22:20:39.800000,2016-02-25 22:20:39.800000,244.0,1.1409341665572192,0.8996641164043324,8
77320,2.799741666666667,3.484186111111111,702.0,2016-02-16 22:20:39.800000,2016-02-17 01:49:43.063000,AH BASIC PENNE RIGATE 16X500 G,LARGE,2016-02-10 01:49:43.063000,2016-02-27 01:49:43.063000,305.0,0.8280754584323001,0.5247154775195617,4
77321,10.664170555555556,12.910559444444445,2453.0,2016-02-17 01:49:43.063000,2016-02-17 14:44:21.397000,HORENTJES AMBRA SUPERIORE 20x5,LARGE,2016-02-10 14:44:21.397000,2016-02-27 14:44:21.397000,244.0,0.8744779834144859,0.5503273050445865,9
51744,11.655876944444444,13.320876944444445,2700.0,2016-02-17 14:44:21.397000,2016-02-18 04:03:36.807000,AH BASIC ELLEBOOGMACARONI 20x5,LARGE,2016-02-11 04:03:36.807000,2016-02-26 04:03:36.807000,244.0,0.6438648522426778,1.469354855526563,8
51747,1.1375666666666666,4.836177777777778,189.0,2016-02-18 04:03:36.807000,2016-02-18 08:53:46.690000,TOSCA VERMICELLES 10x1KG IN DI,SMALL,2016-02-11 08:53:46.690000,2016-02-26 08:53:46.690000,244.0,0.9052434343143894,1.1034750195903387,4
77322,1.0530825,1.404471388888889,128.0,2016-02-18 08:53:46.690000,2016-02-18 10:18:02.847000,TOSCA VERMICELLES 10x1KG IN DI,SMALL,2016-02-11 10:18:02.847000,2016-02-28 10:18:02.847000,244.0,1.084866572961182,0.6187729738918155,7
77778,1.1611111111111112,1.3858333333333333,253.0,2016-02-18 10:18:02.847000,2016-02-18 11:41:11.073000,TOSCA VERMICELLES 10x1KG IN DI,SMALL,2016-02-10 11:41:11.073000,2016-02-27 11:41:11.073000,244.0,0.7514264647737142,0.6275839153696248,1
-59,6.401686111111111,6.401686111111111,6.401686111111111,2016-02-18 11:41:11.073000,2016-02-18 18:05:17.143000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
77940,1.045,1.366111111111111,228.0,2016-02-18 18:05:17.143000,2016-02-18 19:27:15.363000,TOSCA VERMICELLES 10x1KG IN DI,SMALL,2016-02-09 19:27:15.363000,2016-02-27 19:27:15.363000,244.0,1.380282416467229,1.2806684128388381,3
-60,4.1721361111111115,4.1721361111111115,4.1721361111111115,2016-02-18 19:27:15.363000,2016-02-18 23:37:35.053000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
78004,0.8242027777777778,1.1367027777777778,3.0,2016-02-18 23:37:35.053000,2016-02-19 00:45:47.227000,TOSCA VERMICELLES 10x1KG IN DI,SMALL,2016-02-11 00:45:47.227000,2016-02-29 00:45:47.227000,244.0,1.4008376191250274,0.6619552912963418,6
78028,15.846111111111112,20.561666666666667,3484.0,2016-02-19 00:45:47.227000,2016-02-19 21:19:29.863000,TOSCA VERMICELLES 10x1KG IN DI,SMALL,2016-02-12 21:19:29.863000,2016-02-27 21:19:29.863000,244.0,1.474216992612336,1.4671375475841488,6
-62,1.7842408333333333,1.7842408333333333,1.7842408333333333,2016-02-19 21:19:29.863000,2016-02-19 23:06:33.130000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51917,7.498046388888889,13.848324166666666,1800.0,2016-02-19 23:06:33.130000,2016-02-20 12:57:27.217000,NOUILLES PPX 10x1KG,SMALL,2016-02-11 12:57:27.217000,2016-02-28 12:57:27.217000,244.0,0.9712391958739728,0.5880290211594598,5
51916,9.236422222222222,12.204755555555556,2700.0,2016-02-20 12:57:27.217000,2016-02-21 01:09:44.967000,MACARONI COUPS PPX 10X1KG,SMALL,2016-02-13 01:09:44.967000,2016-03-02 01:09:44.967000,244.0,0.5567910355949307,0.8483146443172146,1
51935,0.0,0.19055555555555556,0.0,2016-02-21 01:09:44.967000,2016-02-21 01:21:10.870000,DLL 365 MACARONI COUPES 10X1KG,SMALL,2016-02-11 01:21:10.870000,2016-03-01 01:21:10.870000,244.0,1.00862036893967,1.2762931852113586,4
-65,13.57408611111111,13.57408611111111,13.57408611111111,2016-02-21 01:21:10.870000,2016-02-21 14:55:37.580000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
77327,8.634446111111112,14.518057222222222,2699.0,2016-02-21 14:55:37.580000,2016-02-22 05:26:42.063000,DLL 365 MACARONI COUPES 10X1KG,SMALL,2016-02-13 05:26:42.063000,2016-03-02 05:26:42.063000,244.0,1.1283431864219124,0.7883210142215974,3
51183,12.010277777777778,17.004166666666666,3372.0,2016-02-22 05:26:42.063000,2016-02-22 22:26:57.290000,COQUILLETTES PPX 12x1KG,SMALL,2016-02-14 22:26:57.290000,2016-03-03 22:26:57.290000,203.0,0.9865634306979957,1.4577030413437628,3
-67,1.9419666666666666,1.9419666666666666,1.9419666666666666,2016-02-22 22:26:57.290000,2016-02-23 00:23:28.370000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
77328,4.014722222222222,5.0125,1127.0,2016-02-23 00:23:28.370000,2016-02-23 05:24:13.887000,COQUILLETTES PPX 12x1KG,SMALL,2016-02-13 05:24:13.887000,2016-03-01 05:24:13.887000,203.0,0.8339474658234447,0.752995599807934,9
-68,8.519943333333332,8.519943333333332,8.519943333333332,2016-02-23 05:24:13.887000,2016-02-23 13:55:25.683000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
51934,0.0,0.004722222222222222,0.0,2016-02-23 13:55:25.683000,2016-02-23 13:55:42.680000,DLL 365 SPIRELLI 12X1KG,SMALL,2016-02-16 13:55:42.680000,2016-03-02 13:55:42.680000,203.0,0.8679354553085886,1.2518430923572148,1
-69,2.5411083333333333,2.5411083333333333,2.5411083333333333,2016-02-23 13:55:42.680000,2016-02-23 16:28:10.670000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
77329,6.9916905555555555,10.987801666666668,1585.0,2016-02-23 16:28:10.670000,2016-02-24 03:27:26.933000,DLL 365 SPIRELLI 12X1KG,SMALL,2016-02-15 03:27:26.933000,2016-03-03 03:27:26.933000,203.0,1.3736396038014915,0.9217357800141707,7
77782,2.933896388888889,3.9850075,713.0,2016-02-24 03:27:26.933000,2016-02-24 07:26:32.737000,DLL 365 SPIRELLI 12X1KG,SMALL,2016-02-17 07:26:32.737000,2016-03-02 07:26:32.737000,203.0,1.32137576525621,0.6110094724093524,5
52073,10.699444444444444,20.520833333333332,3518.0,2016-02-24 07:26:32.737000,2016-02-25 03:57:47.233000,ALDI BELGIE SPIRALE 16x500G,LARGE,2016-02-17 03:57:47.233000,2016-03-03 03:57:47.233000,305.0,1.1159863455281598,1.107318867184804,3
-72,18.583784444444444,18.583784444444444,18.583784444444444,2016-02-25 03:57:47.233000,2016-02-25 22:32:48.857000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
77331,10.981388888888889,11.998611111111112,3612.0,2016-02-25 22:32:48.857000,2016-02-26 10:32:43.480000,ALDI BELGIE SPIRALE 16x500G,LARGE,2016-02-18 10:32:43.480000,2016-03-06 10:32:43.480000,305.0,0.5749371503410242,1.1100388272502675,6
-73,1.2077852777777778,1.2077852777777778,1.2077852777777778,2016-02-26 10:32:43.480000,2016-02-26 11:45:11.507000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775,1.0,0.0,0.0,0
