ID,StartDateUTC,EndDateUTC
884,2016-06-27 19:48:07.177,2016-06-27 19:53:25.210
885,2016-06-27 21:32:28.523,2016-06-27 21:51:26.717
886,2016-06-28 04:14:38.737,2016-06-28 04:16:44.770
887,2016-06-28 18:36:19.427,2016-06-28 18:38:25.467
888,2016-06-29 00:40:25.560,2016-06-29 00:48:34.513
889,2016-06-29 00:48:39.537,2016-06-29 01:04:29.900
890,2016-06-29 07:39:43.773,2016-06-29 07:41:49.810
891,2016-06-29 13:51:11.797,2016-06-29 13:53:44.903
892,2016-06-29 20:25:19.390,2016-06-29 20:29:09.160
893,2016-06-29 20:29:12.207,2016-06-29 20:30:58.183
894,2016-06-29 20:31:47.190,2016-06-29 20:45:34.380
895,2016-06-30 02:55:40.407,2016-06-30 03:01:16.427
896,2016-06-30 03:20:01.477,2016-06-30 03:22:07.507
897,2016-06-30 03:26:15.723,2016-06-30 03:36:56.550
898,2016-06-30 06:52:27.113,2016-06-30 06:55:16.263
899,2016-06-30 09:53:40.613,2016-06-30 09:55:46.650
900,2016-06-30 16:05:21.190,2016-06-30 16:07:26.247
901,2016-06-30 21:41:00.013,2016-06-30 21:45:08.050
902,2016-06-30 21:47:14.083,2016-06-30 21:54:25.983
903,2016-06-30 21:58:50.963,2016-06-30 22:10:56.927
904,2016-07-01 07:15:51.433,2016-07-01 07:26:20.447
905,2016-07-01 12:56:00.367,2016-07-01 12:58:40.520
906,2016-07-01 20:14:31.647,2016-07-01 20:17:31.640
907,2016-07-01 22:07:59.270,2016-07-01 22:10:50.243
908,2016-07-01 23:48:08.913,2016-07-02 00:04:55.840
909,2016-07-02 00:24:44.033,2016-07-02 00:26:53.837
910,2016-07-02 01:56:08.293,2016-07-02 01:59:20.480
911,2016-07-03 01:30:30.440,2016-07-03 01:35:43.607
912,2016-07-03 01:35:50.363,2016-07-03 01:48:27.340
913,2016-07-03 22:08:41.360,2016-07-03 22:29:25.387
914,2016-07-04 08:03:52.093,2016-07-04 08:05:57.180
915,2016-07-04 08:20:23.097,2016-07-04 08:25:29.510
916,2016-07-04 08:43:59.320,2016-07-04 08:48:32.347
917,2016-07-04 10:26:09.710,2016-07-04 10:30:22.750
918,2016-07-04 14:57:02.490,2016-07-04 14:57:56.667
919,2016-07-04 15:29:20.580,2016-07-04 15:31:58.607
920,2016-07-04 21:51:54.683,2016-07-04 21:52:34.673
921,2016-07-04 22:09:54.743,2016-07-04 22:13:46.797
922,2016-07-04 22:22:08.800,2016-07-04 22:28:46.840
923,2016-07-04 22:29:15.827,2016-07-04 22:33:43.013
924,2016-07-05 03:31:52.527,2016-07-05 03:43:29.500
925,2016-07-05 03:45:36.500,2016-07-05 03:54:52.443
926,2016-07-05 15:16:09.847,2016-07-05 15:18:15.883
927,2016-07-05 16:05:28.000,2016-07-05 16:30:42.140
928,2016-07-05 22:43:51.117,2016-07-05 22:48:03.110
929,2016-07-05 23:10:26.177,2016-07-05 23:12:32.357
930,2016-07-06 05:11:19.340,2016-07-06 05:11:45.327
931,2016-07-06 05:21:28.423,2016-07-06 05:24:52.450
932,2016-07-06 12:04:47.633,2016-07-06 12:07:28.857
933,2016-07-06 17:15:37.843,2016-07-06 17:39:35.813
934,2016-07-06 18:35:05.933,2016-07-06 18:46:29.227
935,2016-07-06 19:08:35.030,2016-07-06 19:10:40.043
936,2016-07-07 01:47:14.093,2016-07-07 02:08:26.320
937,2016-07-07 02:08:26.320,2016-07-07 02:10:16.190
938,2016-07-07 05:12:06.727,2016-07-07 05:19:15.733
939,2016-07-07 05:58:24.883,2016-07-07 06:02:52.900
940,2016-07-07 07:08:07.020,2016-07-07 07:10:27.877
941,2016-07-07 07:59:10.420,2016-07-07 08:05:32.270
942,2016-07-07 08:14:21.240,2016-07-07 08:17:05.363
943,2016-07-07 13:58:43.427,2016-07-07 14:00:58.390
944,2016-07-08 13:39:40.710,2016-07-08 13:42:18.050
945,2016-07-08 15:42:40.717,2016-07-08 15:52:56.617
946,2016-07-10 13:16:25.707,2016-07-10 13:16:42.880
947,2016-07-11 13:59:42.160,2016-07-11 14:01:47.173
948,2016-07-11 14:05:25.193,2016-07-11 14:07:57.367
949,2016-07-11 18:00:45.977,2016-07-11 18:06:05.980
950,2016-07-11 20:06:29.493,2016-07-11 20:06:48.350
951,2016-07-11 20:25:08.097,2016-07-11 20:27:25.990
952,2016-07-11 20:51:21.840,2016-07-11 20:58:09.833
953,2016-07-11 20:59:53.843,2016-07-11 21:05:11.850
954,2016-07-11 21:19:49.927,2016-07-11 21:26:40.080
955,2016-07-11 22:20:11.200,2016-07-11 22:27:09.247
956,2016-07-12 00:44:45.533,2016-07-12 00:51:33.570
957,2016-07-12 05:03:24.430,2016-07-12 05:06:08.693
958,2016-07-13 06:26:13.277,2016-07-13 06:28:18.227
959,2016-07-13 10:11:25.227,2016-07-13 10:17:34.250
960,2016-07-13 10:19:08.243,2016-07-13 10:38:55.353
961,2016-07-13 12:15:19.617,2016-07-13 12:15:40.613
962,2016-07-14 01:47:02.357,2016-07-14 01:49:09.387
963,2016-07-14 05:19:52.693,2016-07-14 05:28:54.840
964,2016-07-14 07:27:49.240,2016-07-14 07:32:39.253
965,2016-07-14 07:40:57.280,2016-07-14 07:51:19.300
966,2016-07-14 08:00:52.333,2016-07-14 08:03:35.360
967,2016-07-14 15:03:29.973,2016-07-14 15:10:58.013
968,2016-07-14 15:16:26.040,2016-07-14 15:18:41.077
969,2016-07-14 21:45:59.540,2016-07-14 21:46:42.633
970,2016-07-25 10:49:24.303,2016-07-25 10:51:30.410
971,2016-07-25 14:20:23.307,2016-07-25 14:33:34.187
972,2016-07-25 16:33:02.467,2016-07-25 16:35:55.483
973,2016-07-25 17:17:24.640,2016-07-25 17:19:29.830
974,2016-07-25 23:43:58.913,2016-07-25 23:46:12.930
975,2016-07-26 00:10:54.977,2016-07-26 00:14:12.100
976,2016-07-26 06:39:41.450,2016-07-26 06:41:48.477
977,2016-07-26 12:39:03.543,2016-07-26 12:43:31.620
978,2016-07-26 12:45:20.627,2016-07-26 12:47:55.620
979,2016-07-26 18:50:10.907,2016-07-26 18:50:31.890
980,2016-07-26 19:05:45.960,2016-07-26 19:09:40.997
981,2016-07-27 00:43:15.247,2016-07-27 00:50:27.213
982,2016-07-27 00:59:54.280,2016-07-27 01:02:15.307
983,2016-07-27 07:25:08.490,2016-07-27 07:27:15.523
984,2016-07-27 13:48:08.117,2016-07-27 14:03:32.157
985,2016-07-27 14:10:47.183,2016-07-27 14:12:52.200
986,2016-07-27 20:06:40.390,2016-07-27 20:09:14.520
987,2016-07-27 20:18:14.513,2016-07-27 20:28:21.500
988,2016-07-27 20:43:05.527,2016-07-27 21:36:33.657
989,2016-07-28 16:14:40.607,2016-07-28 16:16:47.737
990,2016-07-28 16:20:30.680,2016-07-28 16:29:17.673
991,2016-07-28 16:36:26.767,2016-07-28 16:40:57.823
992,2016-07-28 23:28:13.180,2016-07-28 23:30:56.283
993,2016-07-29 02:08:53.637,2016-07-29 02:28:27.693
994,2016-07-29 02:42:49.723,2016-07-29 02:48:15.757
995,2016-07-29 07:18:24.907,2016-07-29 07:22:45.887
996,2016-07-29 12:17:55.777,2016-07-29 12:20:00.793
997,2016-07-30 03:32:30.997,2016-07-30 03:34:28.837
998,2016-07-30 03:57:06.107,2016-07-30 03:59:11.923
999,2016-07-30 04:08:12.933,2016-07-30 04:15:33.983
1000,2016-07-30 23:04:25.383,2016-07-30 23:06:30.503
1001,2016-07-31 03:05:49.033,2016-07-31 03:31:56.113
1002,2016-07-31 13:49:28.423,2016-07-31 13:49:53.520
1003,2016-07-31 23:40:31.853,2016-07-31 23:43:06.137
1004,2016-07-31 23:54:28.083,2016-08-01 00:05:04.130
1005,2016-08-01 13:01:12.897,2016-08-01 13:15:48.947
1006,2016-08-01 14:00:21.110,2016-08-01 14:02:27.297
1007,2016-08-01 21:34:38.860,2016-08-01 21:38:51.803
1008,2016-08-03 01:02:09.813,2016-08-03 01:04:43.913
1009,2016-08-03 08:59:44.847,2016-08-03 09:01:29.760
1010,2016-08-03 09:13:42.813,2016-08-03 09:17:06.850
1011,2016-08-03 15:13:53.187,2016-08-03 15:28:08.440
1012,2016-08-03 15:28:55.260,2016-08-03 15:32:56.260
1013,2016-08-03 15:33:01.433,2016-08-03 15:34:08.287
1014,2016-08-03 21:52:28.533,2016-08-03 22:06:43.537
1015,2016-08-03 22:06:43.537,2016-08-03 22:08:47.567
1016,2016-08-04 04:13:44.867,2016-08-04 04:16:29.897
1017,2016-08-04 10:00:22.353,2016-08-04 10:01:31.337
1018,2016-08-04 22:18:50.063,2016-08-04 22:21:01.057
1019,2016-08-05 02:55:39.837,2016-08-05 02:57:48.853
1020,2016-08-05 03:00:06.327,2016-08-05 03:06:49.110
1021,2016-08-05 10:32:27.863,2016-08-05 10:37:45.980
1022,2016-08-05 15:14:44.087,2016-08-05 15:24:59.470
1023,2016-08-05 15:24:59.470,2016-08-06 06:57:28.397
1024,2016-08-06 07:11:08.443,2016-08-06 07:54:48.560
1025,2016-08-06 23:56:49.377,2016-08-06 23:57:45.250
1026,2016-08-07 00:17:53.313,2016-08-07 00:22:42.527
1027,2016-08-07 00:34:02.800,2016-08-07 00:41:06.683
1028,2016-08-07 18:52:25.037,2016-08-07 18:54:02.997
1029,2016-08-08 06:23:25.570,2016-08-08 06:25:33.590
1030,2016-08-08 06:28:31.443,2016-08-08 06:30:46.653
1031,2016-08-08 10:41:20.320,2016-08-08 10:52:53.350
1032,2016-08-08 11:14:04.487,2016-08-08 11:18:14.427
1033,2016-08-08 12:52:37.567,2016-08-08 12:58:49.163
1034,2016-08-08 12:59:37.190,2016-08-08 13:05:45.040
1035,2016-08-08 13:05:51.047,2016-08-08 13:07:46.150
1036,2016-08-08 14:19:40.377,2016-08-08 14:28:41.297
1037,2016-08-08 15:10:34.420,2016-08-08 15:28:43.520
1038,2016-08-08 19:10:33.293,2016-08-08 19:16:47.743
1039,2016-08-09 04:08:08.077,2016-08-09 04:10:15.110
1040,2016-08-09 16:39:43.107,2016-08-09 16:45:02.823
1041,2016-08-09 17:00:06.047,2016-08-09 17:02:11.250
1042,2016-08-09 23:03:42.160,2016-08-09 23:06:27.197
1043,2016-08-09 23:14:42.203,2016-08-09 23:18:18.330
1044,2016-08-10 06:10:14.943,2016-08-10 06:12:29.960
1045,2016-08-10 11:00:10.193,2016-08-10 11:54:21.470
1046,2016-08-10 13:04:49.650,2016-08-10 13:08:32.207
1047,2016-08-10 13:15:14.673,2016-08-10 13:17:50.717
1048,2016-08-10 19:41:07.213,2016-08-10 19:43:22.267
1049,2016-08-10 19:43:31.227,2016-08-10 20:00:29.263
1050,2016-08-11 02:08:42.283,2016-08-11 02:19:41.267
1051,2016-08-11 02:20:25.357,2016-08-11 02:34:34.313
1052,2016-08-11 09:32:00.247,2016-08-11 09:34:07.330
1053,2016-08-11 18:24:03.253,2016-08-11 18:26:27.277
1054,2016-08-11 19:54:16.560,2016-08-11 19:58:34.573
1055,2016-08-11 20:03:36.573,2016-08-11 20:08:30.630
1056,2016-08-12 00:56:12.723,2016-08-12 01:00:31.550
1057,2016-08-12 05:30:59.637,2016-08-12 05:33:05.693
1058,2016-08-12 11:54:31.127,2016-08-12 12:24:05.217
1059,2016-08-12 13:05:49.343,2016-08-12 13:26:39.450
1060,2016-08-13 04:18:04.440,2016-08-13 04:18:46.413
1061,2016-08-13 05:06:07.593,2016-08-13 05:09:08.583
1062,2016-08-13 05:20:51.603,2016-08-13 05:26:20.630
1063,2016-08-13 05:26:41.633,2016-08-13 05:28:55.773
1064,2016-08-14 04:22:59.687,2016-08-14 04:23:29.670
1065,2016-08-17 06:23:45.457,2016-08-17 06:25:52.523
1066,2016-08-17 12:52:04.520,2016-08-17 12:56:56.530
1067,2016-08-17 12:59:52.520,2016-08-17 13:05:57.550
1068,2016-08-17 13:15:29.723,2016-08-17 13:22:47.590
1069,2016-08-17 13:23:42.597,2016-08-17 13:27:06.597
1070,2016-08-17 13:30:29.660,2016-08-17 13:32:35.647
1071,2016-08-17 19:38:59.040,2016-08-17 19:41:41.960
1072,2016-08-17 20:26:01.090,2016-08-17 20:28:06.107
1073,2016-08-18 03:37:34.777,2016-08-18 03:39:39.950
1074,2016-08-18 04:29:53.947,2016-08-18 06:13:22.643
1075,2016-08-18 23:01:09.220,2016-08-18 23:05:56.453
1076,2016-08-18 23:27:15.313,2016-08-18 23:32:07.463
1077,2016-08-19 04:31:24.517,2016-08-19 04:33:45.600
1078,2016-08-19 06:52:24.977,2016-08-19 06:57:22.050
1079,2016-08-19 11:46:15.650,2016-08-19 11:48:26.047
1080,2016-08-19 18:02:10.330,2016-08-19 18:02:32.233
1081,2016-08-19 21:26:39.790,2016-08-19 21:28:45.823
1082,2016-08-19 22:06:07.283,2016-08-19 22:17:37.237
1083,2016-08-20 05:47:40.610,2016-08-20 05:49:46.643
1084,2016-08-20 19:55:02.333,2016-08-20 19:55:33.513
1085,2016-08-20 20:14:21.367,2016-08-20 20:18:58.617
1086,2016-08-20 20:29:50.437,2016-08-20 20:35:58.450
1087,2016-08-21 13:56:02.680,2016-08-21 13:56:24.593
1088,2016-08-22 10:53:35.910,2016-08-22 10:55:45.943
1089,2016-08-22 19:11:42.797,2016-08-22 19:16:16.847
1090,2016-08-23 07:32:20.767,2016-08-23 07:34:27.977
1091,2016-08-23 08:03:27.163,2016-08-23 08:05:33.310
1092,2016-08-23 13:32:46.240,2016-08-23 13:37:03.243
1093,2016-08-23 15:01:09.487,2016-08-23 15:03:30.523
1094,2016-08-23 15:49:06.650,2016-08-23 15:51:31.730
1095,2016-08-23 22:41:22.220,2016-08-23 22:44:48.110
1096,2016-08-24 05:24:25.167,2016-08-24 05:26:30.377
1097,2016-08-24 11:36:43.020,2016-08-24 12:05:02.827
1098,2016-08-25 09:35:53.640,2016-08-25 09:37:58.650
1099,2016-08-25 16:45:04.317,2016-08-25 16:50:29.243
1100,2016-08-25 16:51:26.233,2016-08-25 16:59:18.397
1101,2016-08-25 17:00:56.360,2016-08-25 17:03:43.340
1102,2016-08-25 17:11:59.370,2016-08-25 17:24:45.607
1103,2016-08-25 23:56:51.703,2016-08-26 00:08:37.730
1104,2016-08-26 00:08:45.740,2016-08-26 00:18:04.787
1105,2016-08-26 06:45:22.897,2016-08-26 06:50:04.230
1106,2016-08-26 09:24:11.907,2016-08-26 09:32:56.110
1107,2016-08-26 09:48:31.007,2016-08-26 09:51:39.120
1108,2016-08-26 09:55:46.030,2016-08-26 09:58:57.053
1109,2016-08-26 10:00:33.060,2016-08-26 10:09:01.093
1110,2016-08-26 10:09:51.120,2016-08-26 10:13:56.127
1111,2016-08-27 07:30:32.450,2016-08-27 07:31:28.327
1112,2016-08-27 08:33:11.480,2016-08-27 08:40:35.520
1113,2016-08-27 08:41:12.577,2016-08-27 08:47:19.690
1114,2016-08-27 08:54:00.563,2016-08-27 08:57:35.687
1115,2016-08-27 08:58:58.677,2016-08-27 09:03:54.600
1116,2016-08-27 10:04:41.867,2016-08-27 10:09:35.840
1117,2016-08-27 10:26:47.810,2016-08-27 10:42:45.857
1118,2016-08-27 10:43:03.860,2016-08-27 10:56:10.883
1119,2016-08-27 11:33:07.983,2016-08-27 11:37:28.007
1120,2016-08-27 12:35:23.340,2016-08-27 12:39:58.350
1121,2016-08-27 12:42:15.360,2016-08-27 12:45:27.373
1122,2016-08-27 22:55:05.277,2016-08-27 23:18:37.273
1123,2016-08-28 22:00:35.230,2016-08-28 22:03:16.253
1124,2016-08-29 20:18:20.267,2016-08-29 20:30:39.477
1125,2016-08-30 02:43:10.427,2016-08-30 02:56:25.473
1126,2016-08-30 03:10:38.540,2016-08-30 03:14:06.563
1127,2016-08-30 03:24:38.740,2016-08-30 03:28:15.670
1128,2016-08-30 03:51:58.097,2016-08-30 03:57:51.057
1129,2016-08-30 03:58:52.070,2016-08-30 04:01:35.060
1130,2016-08-30 04:03:22.037,2016-08-30 04:10:41.057
1131,2016-08-30 04:12:49.050,2016-08-30 04:18:07.097
1132,2016-08-30 13:18:50.193,2016-08-30 13:29:14.217
1133,2016-08-30 13:43:41.267,2016-08-30 13:45:48.330
1134,2016-08-30 19:36:41.300,2016-08-30 19:45:10.300
1135,2016-08-30 21:33:09.620,2016-08-30 21:37:38.787
1136,2016-08-30 21:48:45.713,2016-08-30 21:59:23.240
1137,2016-08-30 22:08:50.063,2016-08-30 22:12:54.267
1138,2016-08-31 03:43:30.090,2016-08-31 03:48:12.297
1139,2016-08-31 04:09:39.200,2016-08-31 04:12:09.350
1140,2016-08-31 10:53:08.793,2016-08-31 11:00:42.783
1141,2016-08-31 11:26:39.893,2016-08-31 11:29:03.940
1142,2016-08-31 17:08:51.310,2016-08-31 17:11:40.310
1143,2016-08-31 18:10:40.637,2016-08-31 18:13:57.570
1144,2016-09-01 00:08:43.633,2016-09-01 00:09:29.807
1145,2016-09-01 12:57:22.480,2016-09-01 12:59:27.587
1146,2016-09-01 19:15:40.767,2016-09-01 19:17:03.767
1147,2016-09-02 04:55:44.030,2016-09-02 04:58:12.143
1148,2016-09-02 18:00:27.920,2016-09-02 18:03:14.940
1149,2016-09-03 07:57:12.003,2016-09-03 07:59:46.160
1150,2016-09-03 19:33:27.967,2016-09-03 19:38:25.970
1151,2016-09-04 05:23:44.930,2016-09-04 05:26:15.753
1152,2016-09-04 05:50:55.540,2016-09-04 05:53:29.853
1153,2016-09-05 01:02:31.360,2016-09-05 01:03:15.490
1154,2016-09-05 16:27:14.797,2016-09-05 16:29:19.820
1155,2016-09-05 17:21:14.990,2016-09-05 17:24:36.053
1156,2016-09-05 22:23:11.943,2016-09-05 22:26:23.937
1157,2016-09-05 22:35:15.967,2016-09-05 22:46:10.980
1158,2016-09-05 22:46:10.980,2016-09-05 22:57:43.027
1159,2016-09-05 22:58:41.023,2016-09-05 23:02:01.113
1160,2016-09-06 03:55:42.223,2016-09-06 04:05:02.247
1161,2016-09-06 05:12:50.467,2016-09-06 05:17:04.550
1162,2016-09-06 09:07:06.657,2016-09-06 09:10:07.223
1163,2016-09-06 09:10:07.223,2016-09-06 09:12:16.180
1164,2016-09-06 09:12:16.180,2016-09-06 09:13:48.687
1165,2016-09-06 09:32:11.773,2016-09-06 09:32:30.337
1166,2016-09-06 09:32:30.337,2016-09-06 09:33:10.900
1167,2016-09-06 09:33:10.900,2016-09-06 09:33:36.993
1168,2016-09-06 18:43:24.803,2016-09-06 18:45:29.830
1169,2016-09-06 19:19:37.990,2016-09-06 19:23:18.990
1170,2016-09-07 01:17:09.007,2016-09-07 01:26:46.000
1171,2016-09-07 01:26:52.997,2016-09-07 01:29:20.087
1172,2016-09-07 01:30:44.027,2016-09-07 01:41:57.053
1173,2016-09-07 01:42:50.110,2016-09-07 01:52:51.100
1174,2016-09-07 08:52:11.120,2016-09-07 08:54:29.057
1175,2016-09-07 13:02:59.030,2016-09-07 13:07:40.080
1176,2016-09-07 17:22:05.797,2016-09-07 17:43:05.850
1177,2016-09-07 19:36:53.153,2016-09-07 20:12:43.257
1178,2016-09-07 20:18:44.270,2016-09-07 20:21:52.360
1179,2016-09-07 21:01:33.440,2016-09-07 21:10:43.900
1180,2016-09-07 23:39:03.073,2016-09-07 23:49:47.240
1181,2016-09-07 23:49:53.090,2016-09-07 23:59:45.130
1182,2016-09-08 02:39:02.633,2016-09-08 02:49:52.637
1183,2016-09-08 08:21:21.950,2016-09-08 08:23:49.320
1184,2016-09-08 12:00:35.730,2016-09-08 12:31:45.823
1185,2016-09-08 18:47:05.253,2016-09-08 18:49:05.243
1186,2016-09-09 11:43:03.960,2016-09-09 11:46:21.097
1187,2016-09-10 03:04:35.020,2016-09-10 03:11:34.040
1188,2016-09-10 03:11:47.030,2016-09-10 03:17:23.120
1189,2016-09-10 03:18:34.167,2016-09-10 03:30:06.143
1190,2016-09-11 07:32:47.507,2016-09-11 07:33:27.190
1191,2016-09-11 08:02:39.583,2016-09-11 08:05:53.490
1192,2016-09-11 08:16:20.520,2016-09-11 08:24:29.620
1193,2016-09-11 08:30:55.567,2016-09-11 08:38:15.690
1194,2016-09-11 20:07:49.717,2016-09-11 20:10:23.767
1195,2016-09-12 06:58:03.917,2016-09-12 07:00:43.870
1196,2016-09-15 05:48:02.410,2016-09-15 05:50:23.437
1197,2016-09-15 09:34:07.097,2016-09-15 09:37:19.160
1198,2016-09-15 12:16:45.930,2016-09-15 12:20:53.880
1199,2016-09-15 12:22:04.880,2016-09-15 12:30:18.910
1200,2016-09-15 12:30:18.910,2016-09-15 12:46:40.007
1201,2016-09-15 12:49:30.010,2016-09-15 13:02:28.233
1202,2016-09-15 13:02:49.047,2016-09-15 13:06:31.123
1203,2016-09-15 16:01:15.683,2016-09-15 18:20:58.197
1204,2016-09-15 18:22:53.207,2016-09-15 21:46:41.963
1205,2016-09-16 09:31:27.323,2016-09-16 09:33:32.337
1206,2016-09-16 16:53:11.953,2016-09-16 17:03:06.993
1207,2016-09-16 17:03:41.987,2016-09-16 17:08:23.963
1208,2016-09-16 17:08:23.963,2016-09-16 17:14:01.067
1209,2016-09-16 22:08:37.923,2016-09-16 22:15:32.010
1210,2016-09-16 22:56:39.040,2016-09-16 23:12:31.197
1211,2016-09-17 02:57:11.197,2016-09-17 02:59:34.040
1212,2016-09-17 11:34:18.520,2016-09-17 11:41:12.550
1213,2016-09-17 18:12:55.810,2016-09-17 18:13:37.747
1214,2016-09-17 18:31:12.793,2016-09-17 18:36:42.823
1215,2016-09-17 18:47:27.037,2016-09-17 18:54:49.063
1216,2016-09-18 12:27:05.110,2016-09-18 12:27:22.117
1217,2016-09-19 13:05:23.910,2016-09-19 13:09:39.990
1218,2016-09-19 17:27:41.900,2016-09-19 17:30:17.907
1219,2016-09-19 19:13:58.240,2016-09-19 19:15:03.313
1220,2016-09-19 19:46:14.297,2016-09-19 19:48:41.447
1221,2016-09-19 19:54:57.360,2016-09-19 21:06:54.573
1222,2016-09-20 03:38:07.027,2016-09-20 03:42:12.020
1223,2016-09-20 03:42:15.953,2016-09-20 04:11:57.147
1224,2016-09-20 04:25:11.197,2016-09-20 04:34:47.220
1225,2016-09-20 10:59:10.680,2016-09-20 11:02:57.660
1226,2016-09-20 11:05:40.687,2016-09-20 11:07:47.740
1227,2016-09-20 11:15:19.873,2016-09-20 11:21:56.780
1228,2016-09-20 11:22:53.830,2016-09-20 11:29:01.900
1229,2016-09-20 17:37:06.307,2016-09-20 17:43:18.987
1230,2016-09-20 17:53:12.210,2016-09-20 17:55:18.230
1231,2016-09-20 18:15:16.300,2016-09-20 18:17:30.427
1232,2016-09-20 18:22:35.433,2016-09-20 18:26:39.403
1233,2016-09-20 18:42:31.707,2016-09-20 18:44:31.680
1234,2016-09-20 18:45:22.703,2016-09-20 18:47:24.697
1235,2016-09-20 20:33:37.933,2016-09-20 20:36:43.990
1236,2016-09-20 20:40:01.980,2016-09-20 20:43:00.910
1237,2016-09-20 23:37:23.537,2016-09-20 23:45:48.553
1238,2016-09-20 23:50:43.523,2016-09-20 23:59:16.550
1239,2016-09-20 23:59:58.540,2016-09-21 00:06:07.617
1240,2016-09-21 00:07:05.560,2016-09-21 00:21:05.603
1241,2016-09-21 00:21:24.600,2016-09-21 00:37:43.647
1242,2016-09-21 00:37:57.637,2016-09-21 00:48:49.673
1243,2016-09-21 00:48:59.710,2016-09-21 00:53:59.797
1244,2016-09-21 00:54:37.677,2016-09-21 01:18:17.747
1245,2016-09-21 04:42:40.887,2016-09-21 04:59:48.887
1246,2016-09-21 05:00:46.903,2016-09-21 05:10:24.357
1247,2016-09-21 12:02:05.000,2016-09-21 12:07:41.000
1248,2016-09-21 12:17:20.037,2016-09-21 12:19:38.073
1249,2016-09-21 16:14:19.050,2016-09-21 16:19:58.953
1250,2016-09-21 16:27:26.973,2016-09-21 16:30:47.990
1251,2016-09-21 17:07:02.103,2016-09-21 17:09:39.117
1252,2016-09-21 17:10:20.107,2016-09-21 17:13:44.110
1253,2016-09-21 18:31:22.367,2016-09-21 18:39:16.420
1254,2016-09-21 18:45:17.343,2016-09-21 18:47:43.587
1255,2016-09-21 18:56:38.603,2016-09-21 18:59:56.490
1256,2016-09-22 01:34:06.880,2016-09-22 01:38:45.907
1257,2016-09-22 03:25:59.293,2016-09-22 03:31:12.293
1258,2016-09-22 06:00:12.553,2016-09-22 06:02:16.590
1259,2016-09-22 11:56:00.890,2016-09-22 12:05:38.070
1260,2016-09-22 12:08:00.967,2016-09-22 12:10:26.910
1261,2016-09-22 12:24:13.983,2016-09-22 12:29:19.203
1262,2016-09-22 12:58:28.163,2016-09-22 13:01:15.150
1263,2016-09-22 13:07:07.153,2016-09-22 13:09:53.177
1264,2016-09-22 13:14:01.183,2016-09-22 13:18:56.313
1265,2016-09-22 13:24:41.207,2016-09-22 13:33:54.253
1266,2016-09-22 14:14:48.347,2016-09-22 14:30:54.380
1267,2016-09-22 15:53:59.620,2016-09-22 16:09:44.080
1268,2016-09-22 16:38:56.990,2016-09-22 16:50:24.017
1269,2016-09-23 15:19:55.100,2016-09-23 15:22:02.470
1270,2016-09-24 04:47:17.297,2016-09-24 04:47:45.127
1271,2016-09-24 05:09:03.230,2016-09-24 05:12:56.167
1272,2016-09-24 05:23:58.190,2016-09-24 05:33:11.230
1273,2016-09-24 05:48:25.257,2016-09-24 06:01:58.290
1274,2016-09-24 07:18:16.610,2016-09-24 07:22:40.520
1275,2016-09-24 07:25:39.510,2016-09-24 07:32:43.520
1276,2016-09-24 21:21:05.960,2016-09-24 21:21:23.957
1277,2016-09-24 22:13:55.323,2016-09-24 22:16:16.117
1278,2016-09-25 12:57:24.970,2016-09-25 12:58:13.893
1279,2016-09-25 21:50:29.630,2016-09-25 21:53:15.740
1280,2016-09-25 22:06:13.693,2016-09-25 22:15:23.910
1281,2016-09-26 04:32:18.333,2016-09-26 04:37:24.173
1282,2016-09-26 04:38:14.157,2016-09-26 04:48:53.280
1283,2016-09-26 11:30:32.950,2016-09-26 11:37:09.753
1284,2016-09-26 11:37:09.753,2016-09-26 11:42:49.803
1285,2016-09-26 11:43:44.817,2016-09-26 11:53:58.983
1286,2016-09-26 18:13:14.090,2016-09-26 18:13:58.073
1287,2016-09-27 00:41:15.390,2016-09-27 00:48:24.847
1288,2016-09-27 00:48:24.847,2016-09-27 01:54:52.687
1289,2016-09-27 01:55:51.660,2016-09-27 05:24:03.913
1290,2016-09-27 05:24:28.827,2016-09-27 05:54:16.823
1291,2016-09-27 07:18:53.040,2016-09-27 07:21:51.093
1292,2016-09-27 11:42:34.993,2016-09-27 11:53:10.027
1293,2016-09-27 11:58:49.220,2016-09-27 12:01:45.060
1294,2016-09-27 12:10:57.103,2016-09-27 12:13:10.183
1295,2016-09-27 12:21:57.207,2016-09-27 12:24:15.100
1296,2016-09-27 12:24:15.100,2016-09-27 12:28:21.257
1297,2016-09-27 12:29:09.393,2016-09-27 12:42:46.297
1298,2016-09-27 15:10:59.203,2016-09-27 15:27:21.110
1299,2016-09-27 18:57:14.707,2016-09-27 18:58:06.777
1300,2016-09-27 18:58:10.630,2016-09-27 19:08:54.913
1301,2016-09-27 19:10:00.873,2016-09-27 19:29:49.830
1302,2016-09-28 01:38:09.210,2016-09-28 01:49:14.410
1303,2016-09-28 01:50:30.287,2016-09-28 02:07:04.290
1304,2016-09-28 08:00:23.437,2016-09-28 08:07:20.477
1305,2016-09-28 08:11:14.507,2016-09-28 08:25:43.550
1306,2016-09-28 09:13:15.890,2016-09-28 09:22:42.197
1307,2016-09-28 10:10:20.060,2016-09-28 10:19:39.077
1308,2016-09-28 10:19:39.077,2016-09-28 10:21:30.143
1309,2016-09-28 10:22:28.120,2016-09-28 10:30:15.137
1310,2016-09-28 17:08:57.520,2016-09-28 17:30:22.477
