986.73,1562.38 
1394.68,2278.49 
2383.76,4847.55 
1249.41,1455.27 
1335.95,1099.56 
1348.91,3168.75 
1568.85,2392.51 
1258.76,1318.69 
1011.85,1043.20 
1165.82,1819.84 
838.45,960.78 
1343.22,1697.12 
971.16,1036.97 
1308.36,1532.66 
1575.68,1490.06 
2758.50,4146.07 
1237.77,1640.31 
1263.52,2281.61 
1078.59,1153.49 
1197.75,1273.81 
800.82,981.58 
1100.93,1429.43 
1038.23,1275.31 
891.83,1087.24 
1674.14,3126.58 
1165.09,1511.30 
1032.45,1778.63 
1456.67,2178.68 
1008.07,1506.70 
1483.42,2134.52 
1437.56,1631.48 
1164.63,1543.95 
1130.06,1648.95 
1793.60,2465.37 
1154.50,1311.13 
1212.82,2016.61 
838.68,925.55 
1109.16,1363.01 
1417.48,2259.79 
944.26,1591.35 
1795.90,1756.93 
55421.73,204935.64 
1313.58,1980.00 
1165.70,1689.95 
1146.87,1841.58 
1172.90,1841.23 
1098.74,1206.73 
952.91,1092.38 
1231.85,1215.42 
1261.07,1741.08 
1472.48,1925.01 
1332.54,1991.76 
1393.71,1999.66 
1397.71,1836.12 
773.16,884.33 
1407.20,1497.68 
1536.25,3208.58 
683.15,958.27 
2410.07,3893.74 
1686.75,2053.07 
1076.81,1396.93 
1761.33,4164.74 
989.06,1371.71 
2230.44,3007.68 
1395.19,2182.12 
1334.05,2476.85 
889.73,1869.88 
1136.36,3238.96 
1436.88,2610.52 
939.91,1202.47 
1176.19,1352.11 
2055.74,6313.40 
1177.33,1288.50 
1186.57,787.88 
1591.04,3007.89 
1022.32,1511.93 
792.62,947.57 
1549.91,1779.61 
1271.16,1413.04 
1636.36,3076.41 
1291.76,1771.34 
1187.14,1770.60 
1632.16,2325.60 
1106.30,1364.31 
959.87,1563.87 
2665.86,4094.22 
748.00,967.53 
2203.53,4177.29 
553.30,718.11 
1095.50,1162.55 
3328.25,6090.55 
1257.56,2451.45 
1185.33,1586.36 
833.67,996.12 
1430.21,1521.10 
1943.39,2270.02 
1447.33,1494.89 
1369.57,3566.62 
2475.71,3652.91 
1304.59,1650.49 
1480.77,2402.68 
2327.81,4493.28 
1224.61,1147.54 
1549.37,2350.58 
1234.19,1784.10 
2068.96,5106.89 
1114.50,1645.63 
1347.43,1575.69 
1896.31,2656.48 
915.43,1211.69 
1271.39,2259.62 
1915.20,3348.60 
1081.89,1573.34 
1281.19,1287.07 
1469.57,1664.00 
1928.16,2796.13 
1530.29,2249.23 
386.00,509.95 
2345.88,3376.27 
902.06,1750.93 
637.87,890.70 
1118.62,1787.71 
1066.59,2147.46 
911.41,1347.54 
1201.52,1723.17 
1057.79,1538.16 
1475.91,2715.31 
1059.31,2271.97 
2859.23,3739.49 
2771.44,5554.23 
1212.71,1516.04 
1013.14,955.18 
1976.75,3290.94 
1238.17,1505.90 
2971.08,3938.38 
1810.00,2126.43 
472.95,663.18 
2744.69,2868.47 
997.29,926.17 
15637.67,19624.93 
613.59,851.49 
1061.32,1953.23 
628.17,684.20 
642.92,957.34 
1596.50,3728.38 
2001.88,2954.58 
1927.74,2064.85 
1086.11,1303.49 
1141.16,1399.48 
906.41,1069.24 
1739.86,3311.76 
854.14,1105.13 
959.28,1109.56 
1099.17,1681.46 
855.34,1196.87 
1567.05,3122.11 
898.71,1071.32 
2539.05,3565.78 
967.59,1149.19 
1205.73,1602.30 
1186.33,1325.96 
1562.61,1731.46 
1962.00,2517.24 
1260.61,1341.85 
782.44,948.44 
895.70,1637.44 
1630.10,2108.38 
1024.78,1268.43 
1417.04,1862.97 
1444.74,1825.03 
1053.11,1270.44 
1472.42,2279.95 
1224.77,1331.88 
1599.86,1859.81 
2429.33,3306.27 
1619.09,2693.08 
1307.31,1214.81 
1392.21,2425.16 
1370.17,1543.10 
1592.91,2164.55 
992.76,1497.84 
1533.64,1694.47 
1004.78,1717.35 
809.26,1142.54 
937.00,943.83 
1461.39,2231.03 
1085.93,1341.68 
1247.09,2152.51 
1521.33,2534.28 
1187.25,1789.04 
1974.63,3631.24 
1680.41,3060.39 
1513.35,2929.85 
1240.00,1460.53 
1184.20,1437.90 
895.83,1338.31 
773.93,822.97 
914.23,1261.03 
1288.09,1270.04 
891.30,1115.35 
1491.22,1700.76 
934.10,1175.02 
1060.03,1563.04 
1164.38,1692.74 
1736.09,2164.19 
1347.73,2100.05 
1995.63,2604.97 
1368.90,3054.50 
2231.62,3874.05 
1502.90,1940.48 
821.09,932.73 
963.10,1147.04 
1218.78,1287.21 
1533.20,2420.87 
986.43,1510.30 
2219.88,2661.49 
675.29,838.65 
609.83,659.17 
1362.24,1616.78 
2050.24,4372.47 
1390.35,1643.78 
1045.69,1266.12 
1254.21,1731.74 
970.36,1849.03 
1576.00,2526.59 
2345.86,6643.65 
936.29,1032.52 
3460.62,6775.80 
2118.26,4280.65 
880.72,1143.66 
1996.67,2575.34 
994.76,1229.17 
4598.92,9631.14 
1215.83,1951.26 
1476.50,3330.50 
866.12,813.98 
943.06,1519.42 
1165.79,1849.78 
1249.23,1063.35 
1653.75,1352.86 
1708.13,2018.97 
1201.57,1590.51 
997.30,1058.70 
1269.42,1545.47 
1288.96,1621.04 
1650.14,2288.33 
1408.84,1953.07 
1029.67,1813.90 
3913.85,7385.62 
1064.23,1405.70 
762.88,850.45 
918.67,1554.98 
2374.67,3928.30 
1435.81,2299.52 
789.26,874.11 
1890.05,3334.82 
1773.88,1658.05 
1053.84,1678.05 
1207.77,2053.53 
859.38,1272.35 
912.80,1540.15 
1088.66,1568.07 
1968.79,3144.49 
1559.00,2933.75 
996.48,1549.15 
1316.72,1373.95 
1750.27,3474.27 
581.82,750.81 
3285.67,4683.24 
1069.14,1487.13 
1266.46,1521.04 
1009.90,1295.07 
1348.96,3463.12 
706.49,985.77 
1020.89,1581.96 
1856.44,2239.73 
1404.82,1931.53 
2081.00,3786.06 
1005.66,1261.61 
1297.16,2422.50 
1367.33,2286.47 
1678.42,2264.51 
1933.48,3351.10 
1043.00,1206.77 
1377.57,1151.93 
2354.71,3252.76 
1346.21,2055.24 
2143.62,3345.95 
1122.19,1367.53 
1118.62,1825.59 
1268.19,1839.77 
1800.41,2755.98 
716.32,1098.35 
932.24,1770.76 
955.40,1598.56 
734.94,841.54 
911.19,1265.92 
1617.68,1983.47 
1757.04,3310.50 
1946.71,2207.92 
1925.20,3717.07 
1721.55,2424.97 
2190.87,1933.62 
1161.72,2699.08 
1107.32,2383.64 
1285.96,1265.98 
1429.96,1240.04 
1524.82,3240.92 
1703.53,2075.72 
1481.70,2066.75 
1501.00,2318.98 
1921.00,3112.03 
877.48,919.70 
1216.84,1417.96 
776.47,1788.32 
996.80,937.14 
1621.32,1747.23 
1364.48,1691.10 
1821.33,1483.50 
1623.70,3053.21 
872.21,1133.60 
1481.57,2136.53 
1177.90,1495.85 
802.55,1127.29 
1072.25,1324.00 
1709.68,1779.07 
1190.67,1239.14 
1383.69,2284.79 
671.94,1315.44 
2152.56,5416.08 
1199.08,1444.39 
1741.24,2014.39 
1413.83,1567.40 
2683.92,4019.26 
931.73,991.16 
2393.00,3979.84 
1181.96,1340.63 
1564.45,1519.02 
644.83,990.02 
1734.06,3364.60 
922.00,865.00 
1827.50,2744.56 
1924.38,2077.67 
2175.89,3168.11 
2119.39,3147.50 
3080.17,6401.54 
833.60,1374.25 
1723.05,3531.12 
1078.09,1532.66 
1487.72,1896.37 
1015.30,1163.44 
1565.96,2084.33 
1682.94,3316.69 
1388.36,2031.19 
1514.96,2922.46 
1489.83,4191.60 
1571.05,3220.44 
2218.73,6888.06 
1645.45,2512.26 
1587.35,2248.76 
859.79,1572.54 
1209.32,1934.36 
1313.14,1748.59 
939.85,1487.11 
1084.82,1307.09 
769.25,923.16 
961.72,1466.19 
973.59,1453.34 
1667.24,1438.56 
1213.54,1801.19 
1213.00,1408.29 
994.91,1623.86 
1219.32,1627.12 
1117.68,1489.56 
977.18,994.06 
1023.24,1370.64 
1855.80,2589.80 
694.94,944.36 
1160.38,1150.92 
1171.24,2121.24 
1912.45,2212.18 
1019.25,1241.32 
2196.89,3950.35 
764.60,661.50 
5850.86,12470.49 
1101.25,1181.29 
2122.47,2574.05 
