ID,StartDateUTC,EndDateUTC
50,2016-01-28 00:08:13.763,2016-01-28 00:19:20.817
51,2016-01-28 05:57:25.807,2016-01-28 05:59:30.740
52,2016-01-28 11:40:33.677,2016-01-28 11:42:40.753
53,2016-01-28 17:34:52.643,2016-01-28 17:35:45.783
54,2016-01-28 23:44:12.273,2016-01-28 23:46:17.350
55,2016-01-29 04:44:21.037,2016-01-29 04:48:35.253
56,2016-01-29 19:26:00.497,2016-01-29 19:28:05.523
57,2016-01-30 10:22:29.907,2016-01-30 10:23:56.030
58,2016-01-30 10:51:47.963,2016-01-30 16:04:18.883
59,2016-01-30 18:05:03.810,2016-01-30 18:07:10.710
60,2016-01-30 19:04:12.487,2016-01-30 19:06:50.463
61,2016-01-30 19:08:11.450,2016-01-30 19:18:03.507
62,2016-01-31 09:40:56.417,2016-01-31 09:41:18.020
63,2016-02-01 05:03:35.463,2016-02-01 05:05:43.430
64,2016-02-01 07:07:00.557,2016-02-01 07:15:43.570
65,2016-02-01 07:19:41.597,2016-02-01 07:23:08.757
66,2016-02-01 10:42:03.710,2016-02-01 10:42:37.607
67,2016-02-01 10:42:43.697,2016-02-01 10:59:01.767
68,2016-02-01 11:06:25.840,2016-02-01 11:09:49.910
69,2016-02-01 17:36:44.287,2016-02-01 17:37:42.413
70,2016-02-01 18:06:02.363,2016-02-01 18:08:07.380
71,2016-02-01 19:03:38.573,2016-02-01 19:20:28.053
72,2016-02-01 23:27:09.703,2016-02-01 23:27:33.673
73,2016-02-01 23:27:37.850,2016-02-01 23:29:34.700
74,2016-02-01 23:40:24.680,2016-02-01 23:57:18.320
75,2016-02-02 00:17:26.310,2016-02-02 00:31:34.347
76,2016-02-02 07:07:35.033,2016-02-02 07:09:56.057
77,2016-02-02 17:26:32.747,2016-02-02 17:28:37.763
78,2016-02-02 22:17:50.053,2016-02-02 22:34:03.237
79,2016-02-02 22:34:10.083,2016-02-02 22:41:05.117
80,2016-02-03 03:40:04.037,2016-02-03 03:58:32.777
81,2016-02-03 06:20:17.373,2016-02-03 06:24:32.620
82,2016-02-03 06:26:32.360,2016-02-03 06:36:45.277
83,2016-02-03 08:27:47.137,2016-02-03 08:30:40.037
84,2016-02-03 11:45:32.417,2016-02-03 11:59:06.397
85,2016-02-03 13:49:56.787,2016-02-03 13:51:45.780
86,2016-02-03 14:11:54.830,2016-02-03 14:14:01.970
87,2016-02-03 19:33:10.740,2016-02-03 19:41:59.800
88,2016-02-03 19:50:44.777,2016-02-03 19:52:53.810
89,2016-02-04 01:19:27.630,2016-02-04 01:24:00.637
90,2016-02-04 01:24:00.637,2016-02-04 01:26:03.750
91,2016-02-04 01:27:54.787,2016-02-04 01:37:45.697
92,2016-02-04 01:41:05.693,2016-02-04 01:43:24.863
93,2016-02-04 07:04:12.563,2016-02-04 07:06:42.607
94,2016-02-04 07:16:16.657,2016-02-04 07:19:21.567
95,2016-02-04 07:20:25.537,2016-02-04 07:26:47.113
96,2016-02-04 07:39:01.307,2016-02-04 07:41:06.517
97,2016-02-04 15:53:07.370,2016-02-04 16:10:00.457
98,2016-02-04 16:11:18.610,2016-02-04 16:14:51.443
99,2016-02-04 21:01:47.193,2016-02-04 21:05:35.210
100,2016-02-04 21:16:16.233,2016-02-04 21:38:23.390
101,2016-02-04 21:41:58.307,2016-02-04 22:16:56.397
102,2016-02-04 22:17:12.470,2016-02-04 22:25:37.420
103,2016-02-05 01:05:50.787,2016-02-05 01:08:04.920
104,2016-02-05 05:56:20.680,2016-02-05 05:58:27.710
105,2016-02-05 06:11:31.783,2016-02-05 06:18:30.920
106,2016-02-06 12:52:28.590,2016-02-06 12:53:16.397
107,2016-02-06 13:33:14.527,2016-02-06 13:35:20.860
108,2016-02-06 23:27:24.357,2016-02-06 23:27:47.423
109,2016-02-08 05:15:38.897,2016-02-08 05:17:46.920
110,2016-02-08 08:05:47.403,2016-02-08 08:11:14.427
111,2016-02-08 08:19:06.453,2016-02-08 08:24:19.503
112,2016-02-08 10:51:56.810,2016-02-08 10:54:00.763
113,2016-02-08 11:10:34.830,2016-02-08 11:13:18.850
114,2016-02-08 16:20:50.763,2016-02-08 16:29:19.883
115,2016-02-08 16:32:21.840,2016-02-08 16:34:31.873
116,2016-02-08 16:34:34.917,2016-02-08 16:36:33.800
117,2016-02-08 18:22:37.070,2016-02-08 18:26:22.077
118,2016-02-08 20:07:24.237,2016-02-08 20:10:53.240
119,2016-02-08 20:36:28.173,2016-02-08 20:40:13.140
120,2016-02-08 22:00:23.877,2016-02-08 22:12:30.930
121,2016-02-08 23:07:14.813,2016-02-08 23:14:47.637
122,2016-02-08 23:15:44.630,2016-02-08 23:19:17.610
123,2016-02-09 02:04:01.080,2016-02-09 02:07:19.080
124,2016-02-09 06:09:28.903,2016-02-09 06:11:45.993
125,2016-02-09 07:48:56.303,2016-02-09 07:52:17.197
126,2016-02-09 12:37:36.130,2016-02-09 12:40:15.077
127,2016-02-09 16:48:11.650,2016-02-09 16:58:46.737
128,2016-02-09 18:59:20.003,2016-02-09 19:09:03.113
129,2016-02-09 19:09:25.083,2016-02-09 19:15:36.127
130,2016-02-09 19:15:36.127,2016-02-09 19:17:01.063
131,2016-02-10 01:05:43.283,2016-02-10 01:11:26.263
132,2016-02-10 01:12:19.253,2016-02-10 01:17:25.237
133,2016-02-10 01:20:59.227,2016-02-10 01:23:05.233
134,2016-02-10 01:26:08.227,2016-02-10 01:29:44.247
135,2016-02-10 02:11:27.333,2016-02-10 02:15:27.057
136,2016-02-10 02:19:43.047,2016-02-10 02:21:50.083
137,2016-02-10 03:04:42.890,2016-02-10 03:14:35.890
138,2016-02-10 03:52:26.723,2016-02-10 04:00:43.963
139,2016-02-10 04:09:01.717,2016-02-10 04:21:16.683
140,2016-02-10 09:32:17.440,2016-02-10 09:41:50.527
141,2016-02-10 09:42:25.470,2016-02-10 09:49:43.650
142,2016-02-10 10:04:09.507,2016-02-10 10:06:14.557
143,2016-02-10 15:14:53.467,2016-02-10 15:24:24.723
144,2016-02-10 15:29:03.503,2016-02-10 15:37:35.830
145,2016-02-10 15:37:35.830,2016-02-10 15:39:33.527
146,2016-02-10 20:43:11.333,2016-02-10 20:44:29.627
147,2016-02-11 19:57:27.273,2016-02-11 20:16:54.310
148,2016-02-11 20:24:42.480,2016-02-11 21:00:33.273
149,2016-02-11 21:02:35.287,2016-02-11 21:05:06.327
150,2016-02-12 02:06:33.113,2016-02-12 02:13:37.090
151,2016-02-12 02:13:43.147,2016-02-12 02:22:35.137
152,2016-02-12 07:41:39.647,2016-02-12 07:43:44.490
153,2016-02-12 14:19:58.207,2016-02-12 14:28:12.350
154,2016-02-12 14:36:16.760,2016-02-12 14:46:36.587
155,2016-02-12 14:48:31.283,2016-02-12 14:58:35.293
156,2016-02-12 14:58:41.457,2016-02-12 15:00:29.340
157,2016-02-12 19:59:27.230,2016-02-12 20:17:57.417
158,2016-02-12 20:17:57.417,2016-02-12 20:25:06.367
159,2016-02-13 01:50:19.053,2016-02-13 01:51:10.040
160,2016-02-13 04:27:09.447,2016-02-13 04:32:14.550
161,2016-02-13 04:39:58.497,2016-02-13 04:47:07.690
162,2016-02-13 20:53:05.990,2016-02-13 21:01:50.997
163,2016-02-13 22:56:28.297,2016-02-13 22:58:35.380
164,2016-02-13 23:04:48.400,2016-02-13 23:08:50.340
165,2016-02-14 09:00:30.813,2016-02-14 09:05:40.793
166,2016-02-14 09:23:07.843,2016-02-14 09:23:07.820
167,2016-02-14 09:24:08.030,2016-02-14 09:26:47.943
168,2016-02-14 09:33:52.893,2016-02-14 09:37:47.030
169,2016-02-14 09:39:15.913,2016-02-14 09:45:44.010
170,2016-02-14 19:13:28.933,2016-02-14 19:36:37.830
171,2016-02-15 15:07:08.563,2016-02-15 15:09:15.610
172,2016-02-15 20:13:37.810,2016-02-15 20:14:23.917
173,2016-02-15 20:14:29.930,2016-02-15 20:28:46.873
174,2016-02-15 20:31:12.757,2016-02-15 20:44:36.707
175,2016-02-16 02:26:17.397,2016-02-16 02:31:11.483
176,2016-02-16 02:41:05.580,2016-02-16 02:44:35.397
177,2016-02-16 02:50:08.410,2016-02-16 02:56:00.467
178,2016-02-16 08:05:02.720,2016-02-16 08:08:02.477
179,2016-02-16 08:24:31.647,2016-02-16 08:26:56.510
180,2016-02-16 14:07:59.450,2016-02-17 04:06:37.700
181,2016-02-17 14:47:59.553,2016-02-17 14:50:06.587
182,2016-02-17 18:31:40.030,2016-02-17 18:37:08.043
183,2016-02-17 19:42:31.283,2016-02-17 19:45:08.377
184,2016-02-17 20:26:01.440,2016-02-17 21:06:51.610
185,2016-02-18 01:51:29.080,2016-02-18 02:10:22.017
186,2016-02-18 02:22:05.990,2016-02-18 02:26:23.973
187,2016-02-18 09:14:11.657,2016-02-18 09:16:48.667
188,2016-02-18 09:25:31.690,2016-02-18 09:31:32.683
189,2016-02-18 09:31:39.287,2016-02-18 09:43:37.760
190,2016-02-18 21:47:54.833,2016-02-18 22:42:55.903
191,2016-02-18 22:43:52.910,2016-02-18 22:54:46.983
192,2016-02-19 04:29:19.833,2016-02-19 04:31:03.860
193,2016-02-19 05:03:36.840,2016-02-19 05:05:43.653
194,2016-02-19 07:21:48.340,2016-02-19 07:31:27.320
195,2016-02-19 10:05:16.910,2016-02-19 10:07:37.087
196,2016-02-19 10:16:29.943,2016-02-19 10:23:09.807
197,2016-02-19 10:24:00.030,2016-02-19 10:26:54.440
198,2016-02-19 10:29:38.860,2016-02-19 10:31:58.820
199,2016-02-19 15:45:13.970,2016-02-19 15:48:21.890
200,2016-02-21 22:30:39.037,2016-02-21 22:33:50.057
201,2016-02-21 22:40:08.107,2016-02-21 22:43:44.100
202,2016-02-21 22:52:26.107,2016-02-21 23:12:37.160
203,2016-02-21 23:14:55.307,2016-02-21 23:23:07.183
204,2016-02-22 01:53:04.573,2016-02-22 01:58:34.617
205,2016-02-22 02:23:41.703,2016-02-22 03:39:29.740
206,2016-02-22 03:45:07.740,2016-02-22 03:47:45.903
207,2016-02-22 05:51:34.150,2016-02-22 05:52:26.347
208,2016-02-22 06:16:05.377,2016-02-22 06:18:11.327
209,2016-02-22 12:14:23.113,2016-02-22 12:17:25.053
210,2016-02-22 12:39:21.017,2016-02-22 12:41:36.227
211,2016-02-22 22:56:19.063,2016-02-22 22:59:37.057
212,2016-02-22 22:59:42.067,2016-02-22 23:01:07.173
213,2016-02-22 23:02:24.107,2016-02-22 23:16:32.207
214,2016-02-23 05:37:34.353,2016-02-23 05:39:41.367
215,2016-02-23 05:51:09.450,2016-02-23 05:54:05.330
216,2016-02-23 12:14:24.413,2016-02-23 12:23:34.423
217,2016-02-24 17:57:39.773,2016-02-24 17:59:46.580
218,2016-02-24 19:31:29.277,2016-02-24 19:40:35.230
219,2016-02-24 19:42:28.233,2016-02-24 19:45:33.410
220,2016-02-24 23:08:15.663,2016-02-24 23:13:10.230
221,2016-02-24 23:13:15.533,2016-02-24 23:29:58.507
222,2016-02-24 23:38:30.460,2016-02-24 23:46:24.520
223,2016-02-25 06:24:52.177,2016-02-25 06:26:58.613
224,2016-02-25 11:44:16.517,2016-02-25 11:51:18.477
225,2016-02-25 11:51:49.553,2016-02-25 11:54:20.507
226,2016-02-25 11:56:21.527,2016-02-25 11:58:31.663
227,2016-02-25 17:36:36.443,2016-02-25 17:38:41.510
228,2016-02-26 06:55:52.630,2016-02-26 06:57:56.707
229,2016-02-26 15:20:37.820,2016-02-26 15:29:16.203
230,2016-02-26 18:09:52.497,2016-02-26 18:11:59.537
231,2016-02-27 07:23:15.200,2016-02-27 07:53:18.090
232,2016-02-27 11:32:09.163,2016-02-27 11:32:33.143
233,2016-02-27 11:50:51.420,2016-02-27 11:53:53.347
234,2016-02-27 12:05:03.300,2016-02-27 12:14:23.513
235,2016-02-27 22:03:17.733,2016-02-27 22:05:23.770
236,2016-02-28 13:30:17.097,2016-02-28 13:30:43.033
237,2016-02-29 11:27:55.103,2016-02-29 11:30:01.130
238,2016-02-29 17:23:41.640,2016-02-29 17:35:25.553
239,2016-02-29 17:47:44.607,2016-02-29 17:49:50.673
240,2016-03-01 02:26:25.010,2016-03-01 02:41:25.040
241,2016-03-01 02:41:31.033,2016-03-01 02:43:15.057
242,2016-03-01 07:39:44.000,2016-03-01 07:43:01.007
243,2016-03-01 07:50:33.030,2016-03-01 07:50:43.160
244,2016-03-01 08:07:31.083,2016-03-01 08:10:08.233
245,2016-03-01 18:21:23.463,2016-03-01 18:26:37.520
246,2016-03-01 18:37:05.497,2016-03-01 18:39:10.500
247,2016-03-01 21:22:13.600,2016-03-01 21:30:42.630
248,2016-03-02 01:48:41.387,2016-03-02 01:54:47.537
249,2016-03-02 02:20:46.460,2016-03-02 02:23:45.530
250,2016-03-02 09:26:21.867,2016-03-02 09:26:50.830
251,2016-03-02 09:36:38.870,2016-03-02 09:38:44.970
252,2016-03-02 15:08:57.557,2016-03-02 15:17:10.603
253,2016-03-02 15:30:10.460,2016-03-02 15:32:48.460
254,2016-03-02 21:17:11.487,2016-03-02 21:26:51.373
255,2016-03-02 21:26:56.387,2016-03-02 21:28:19.397
256,2016-03-02 21:29:25.507,2016-03-02 21:37:34.367
257,2016-03-03 02:56:12.060,2016-03-03 03:16:36.080
258,2016-03-03 08:52:33.967,2016-03-03 08:56:01.900
259,2016-03-03 09:14:41.053,2016-03-03 09:16:46.070
260,2016-03-03 15:38:52.430,2016-03-03 15:42:37.650
261,2016-03-03 16:29:45.697,2016-03-03 16:44:04.650
262,2016-03-03 17:11:20.730,2016-03-03 17:21:57.697
263,2016-03-03 18:09:36.553,2016-03-03 18:11:40.613
264,2016-03-03 23:12:34.740,2016-03-03 23:14:35.587
265,2016-03-03 23:23:28.630,2016-03-03 23:33:06.650
266,2016-03-03 23:34:10.487,2016-03-03 23:39:27.427
267,2016-03-03 23:39:27.427,2016-03-03 23:41:31.463
268,2016-03-04 01:01:35.187,2016-03-04 01:04:30.190
269,2016-03-04 05:32:00.080,2016-03-04 05:32:32.693
270,2016-03-04 05:42:13.820,2016-03-04 05:44:20.857
271,2016-03-04 11:16:49.183,2016-03-04 11:19:22.077
272,2016-03-04 14:33:21.517,2016-03-04 14:35:45.540
273,2016-03-05 03:52:24.103,2016-03-05 04:16:57.013
274,2016-03-05 22:08:15.390,2016-03-05 22:08:36.433
275,2016-03-07 07:15:21.063,2016-03-07 07:17:28.183
276,2016-03-07 12:50:49.653,2016-03-07 12:51:21.620
277,2016-03-07 13:01:39.650,2016-03-07 13:03:47.677
278,2016-03-08 01:58:56.907,2016-03-08 02:18:08.953
279,2016-03-08 05:24:22.457,2016-03-08 05:48:41.520
280,2016-03-08 07:53:44.430,2016-03-08 07:56:11.423
281,2016-03-08 14:42:39.210,2016-03-08 14:44:45.247
282,2016-03-08 14:47:22.483,2016-03-08 14:55:26.243
283,2016-03-08 20:04:32.147,2016-03-08 20:13:27.113
284,2016-03-08 20:17:08.247,2016-03-08 20:19:37.210
285,2016-03-08 20:19:43.200,2016-03-08 20:24:03.200
286,2016-03-09 01:44:51.030,2016-03-09 01:52:44.980
287,2016-03-09 01:52:50.150,2016-03-09 02:07:03.047
288,2016-03-09 02:15:30.063,2016-03-09 02:23:17.100
289,2016-03-09 07:45:59.167,2016-03-09 07:53:42.267
290,2016-03-09 07:55:48.210,2016-03-09 08:50:08.493
291,2016-03-09 08:59:18.427,2016-03-09 09:18:31.463
292,2016-03-09 09:36:46.910,2016-03-09 09:39:51.680
293,2016-03-09 17:05:00.537,2016-03-09 17:08:02.340
294,2016-03-09 17:16:29.200,2016-03-09 17:18:57.367
295,2016-03-09 20:08:52.360,2016-03-09 20:14:48.330
296,2016-03-09 22:36:02.720,2016-03-09 22:49:33.813
297,2016-03-10 00:38:17.060,2016-03-10 00:44:37.090
298,2016-03-10 02:45:19.423,2016-03-10 02:49:01.650
299,2016-03-10 02:49:01.650,2016-03-10 02:50:25.653
300,2016-03-10 04:48:07.670,2016-03-10 04:53:20.730
301,2016-03-10 14:01:53.570,2016-03-10 14:03:59.317
302,2016-03-10 15:13:45.183,2016-03-10 15:18:53.057
303,2016-03-10 15:31:45.250,2016-03-10 15:33:52.293
304,2016-03-11 02:21:15.733,2016-03-11 02:21:42.847
305,2016-03-11 02:21:42.847,2016-03-11 02:36:10.733
306,2016-03-11 07:56:48.723,2016-03-11 08:09:53.763
307,2016-03-11 08:23:32.800,2016-03-11 08:25:39.837
308,2016-03-11 12:22:28.567,2016-03-11 12:30:08.580
309,2016-03-11 13:54:56.830,2016-03-11 13:55:24.807
310,2016-03-11 17:29:34.923,2016-03-11 17:31:41.987
311,2016-03-12 03:36:43.490,2016-03-12 03:45:28.540
312,2016-03-12 03:45:34.457,2016-03-12 03:58:13.610
313,2016-03-12 16:26:38.173,2016-03-12 16:27:07.150
314,2016-03-12 16:47:15.160,2016-03-12 16:50:25.200
315,2016-03-12 16:57:38.200,2016-03-12 16:59:40.297
316,2016-03-12 17:00:59.217,2016-03-12 17:08:24.237
317,2016-03-13 09:26:18.857,2016-03-13 09:31:18.463
318,2016-03-14 07:05:37.510,2016-03-14 07:07:42.613
319,2016-03-14 07:57:16.407,2016-03-14 08:49:42.233
320,2016-03-14 16:26:33.440,2016-03-14 16:28:45.333
321,2016-03-14 18:20:13.627,2016-03-14 18:22:49.637
322,2016-03-14 18:48:05.677,2016-03-14 18:50:10.720
323,2016-03-15 01:11:18.837,2016-03-15 01:20:53.747
324,2016-03-15 14:22:20.427,2016-03-15 14:24:27.460
325,2016-03-15 17:02:23.097,2016-03-15 17:07:18.940
326,2016-03-15 20:02:15.033,2016-03-15 20:03:01.223
327,2016-03-15 20:37:00.123,2016-03-15 20:40:41.157
328,2016-03-15 20:47:56.167,2016-03-15 20:51:10.187
329,2016-03-15 20:51:42.173,2016-03-15 20:59:30.200
330,2016-03-15 21:01:11.193,2016-03-15 21:09:04.247
331,2016-03-16 02:02:31.040,2016-03-16 02:21:45.330
332,2016-03-16 02:43:28.163,2016-03-16 02:43:57.133
333,2016-03-16 02:57:47.200,2016-03-16 02:59:52.243
334,2016-03-16 06:32:56.803,2016-03-16 06:43:16.880
335,2016-03-16 07:13:26.043,2016-03-16 07:15:40.973
336,2016-03-16 14:14:50.790,2016-03-16 14:16:56.867
337,2016-03-16 19:32:49.813,2016-03-16 19:40:43.943
338,2016-03-16 19:47:59.753,2016-03-16 19:51:23.770
339,2016-03-17 01:21:02.160,2016-03-17 01:33:41.177
340,2016-03-17 01:33:41.177,2016-03-17 01:37:51.260
341,2016-03-17 01:52:54.250,2016-03-17 01:56:28.267
342,2016-03-17 02:23:29.343,2016-03-17 02:32:46.367
343,2016-03-17 02:32:53.380,2016-03-17 02:38:21.377
344,2016-03-17 02:39:02.533,2016-03-17 03:06:46.507
345,2016-03-17 03:43:06.587,2016-03-17 03:46:43.673
346,2016-03-17 03:51:38.650,2016-03-17 03:53:44.697
347,2016-03-17 03:55:39.607,2016-03-17 04:02:42.673
348,2016-03-17 06:20:51.063,2016-03-17 06:29:06.080
349,2016-03-17 09:08:39.583,2016-03-17 09:13:06.563
350,2016-03-17 09:29:51.617,2016-03-17 09:31:57.663
351,2016-03-17 15:28:09.800,2016-03-17 15:51:53.900
352,2016-03-17 15:52:42.903,2016-03-17 16:00:57.003
353,2016-03-17 16:07:16.543,2016-03-17 16:13:03.340
354,2016-03-17 18:31:27.730,2016-03-17 19:55:49.457
355,2016-03-17 20:01:43.437,2016-03-17 20:03:52.333
356,2016-03-17 21:34:37.027,2016-03-17 21:40:18.137
357,2016-03-17 21:46:19.993,2016-03-17 22:14:08.890
358,2016-03-18 03:04:12.757,2016-03-18 04:20:19.137
359,2016-03-18 09:37:08.050,2016-03-18 09:39:15.133
360,2016-03-18 11:39:26.320,2016-03-18 11:41:32.623
361,2016-03-18 16:45:57.277,2016-03-18 16:50:41.727
362,2016-03-18 16:51:39.460,2016-03-18 17:05:15.340
363,2016-03-18 22:15:53.270,2016-03-18 22:16:28.310
364,2016-03-18 22:16:28.310,2016-03-18 22:28:34.233
365,2016-03-19 05:15:20.527,2016-03-19 05:16:10.250
366,2016-03-19 07:44:02.630,2016-03-19 07:46:07.790
367,2016-03-19 19:51:59.467,2016-03-19 19:53:53.437
368,2016-03-20 20:48:20.227,2016-03-20 20:52:08.370
369,2016-03-20 21:02:50.273,2016-03-21 07:19:56.353
370,2016-03-22 13:45:47.540,2016-03-22 13:47:52.830
371,2016-03-22 19:19:44.330,2016-03-22 19:24:38.413
372,2016-03-22 19:32:57.357,2016-03-22 19:35:01.510
373,2016-03-23 01:04:44.250,2016-03-23 01:13:47.433
374,2016-03-23 01:13:53.423,2016-03-23 01:22:45.360
375,2016-03-23 07:08:50.360,2016-03-23 07:10:57.400
376,2016-03-23 13:59:12.200,2016-03-23 14:01:52.063
377,2016-03-23 20:00:16.077,2016-03-23 20:03:46.067
378,2016-03-23 20:03:56.260,2016-03-23 20:22:58.137
379,2016-03-23 20:28:53.157,2016-03-23 20:34:19.173
380,2016-03-23 21:07:17.257,2016-03-23 21:11:45.327
381,2016-03-24 00:31:18.837,2016-03-24 01:09:43.070
382,2016-03-24 02:21:53.137,2016-03-24 02:31:51.180
383,2016-03-24 02:31:58.400,2016-03-24 02:33:52.207
384,2016-03-24 02:37:52.333,2016-03-24 02:40:10.243
385,2016-03-24 08:38:55.377,2016-03-24 08:41:02.560
386,2016-03-24 13:41:09.910,2016-03-24 13:42:54.887
387,2016-03-30 06:41:04.057,2016-03-30 06:43:09.060
388,2016-03-30 10:28:10.323,2016-03-30 10:30:29.420
389,2016-03-30 11:39:49.083,2016-03-30 11:40:15.243
390,2016-03-30 12:01:42.980,2016-03-30 12:04:42.050
391,2016-03-30 12:58:32.883,2016-03-30 13:33:14.840
392,2016-03-30 17:39:26.530,2016-03-30 17:53:23.570
393,2016-03-30 17:53:23.570,2016-03-30 17:55:25.673
394,2016-03-31 00:16:20.590,2016-03-31 00:31:50.660
395,2016-03-31 06:06:38.557,2016-03-31 06:07:41.563
396,2016-03-31 06:22:44.400,2016-03-31 06:24:49.663
397,2016-03-31 13:34:11.863,2016-03-31 13:36:17.980
398,2016-03-31 18:58:22.733,2016-03-31 19:00:57.773
399,2016-03-31 19:01:07.690,2016-03-31 19:17:08.863
400,2016-03-31 19:17:57.877,2016-03-31 19:20:43.900
401,2016-04-01 00:24:42.670,2016-04-01 00:43:00.693
402,2016-04-01 12:08:13.260,2016-04-01 12:10:18.470
403,2016-04-01 17:20:31.203,2016-04-01 18:25:52.040
404,2016-04-01 18:28:55.997,2016-04-01 18:33:48.057
405,2016-04-01 21:04:57.087,2016-04-01 21:05:40.890
406,2016-04-02 00:14:26.460,2016-04-02 00:16:31.647
407,2016-04-02 11:26:33.150,2016-04-02 11:28:38.290
408,2016-04-03 08:57:08.657,2016-04-03 08:58:03.467
409,2016-04-03 20:54:31.240,2016-04-03 21:00:01.267
410,2016-04-03 21:11:09.203,2016-04-03 21:17:23.280
411,2016-04-03 21:19:12.177,2016-04-03 21:27:15.253
412,2016-04-03 21:29:13.130,2016-04-03 21:38:37.110
413,2016-04-04 02:38:39.093,2016-04-04 02:39:16.073
414,2016-04-04 03:22:49.363,2016-04-04 03:24:54.283
415,2016-04-04 06:59:04.070,2016-04-04 07:11:35.020
416,2016-04-04 09:29:56.463,2016-04-04 09:32:01.490
417,2016-04-04 22:52:16.287,2016-04-04 23:01:50.220
418,2016-04-04 23:01:53.850,2016-04-04 23:09:34.210
419,2016-04-05 05:13:53.037,2016-04-05 05:16:01.037
420,2016-04-05 07:29:03.223,2016-04-05 07:33:09.217
421,2016-04-05 08:07:50.313,2016-04-05 08:09:56.393
422,2016-04-05 13:26:22.410,2016-04-05 13:28:47.370
423,2016-04-05 13:42:34.430,2016-04-05 13:45:18.450
424,2016-04-05 20:18:01.533,2016-04-05 20:18:35.193
425,2016-04-06 05:11:20.507,2016-04-06 05:13:28.547
426,2016-04-06 06:05:43.380,2016-04-06 06:07:55.667
427,2016-04-06 06:39:36.293,2016-04-06 06:41:39.353
428,2016-04-06 06:41:59.297,2016-04-06 08:19:23.137
429,2016-04-06 08:21:01.150,2016-04-06 08:31:12.020
430,2016-04-06 08:42:31.927,2016-04-06 08:45:17.920
431,2016-04-06 09:06:04.000,2016-04-06 09:08:25.850
432,2016-04-06 09:09:06.847,2016-04-06 11:01:10.133
433,2016-04-07 13:39:40.773,2016-04-07 13:45:58.807
434,2016-04-07 13:46:10.817,2016-04-07 13:47:08.280
435,2016-04-07 14:02:36.857,2016-04-07 14:04:42.940
