ID,Uptime,Totaltime,Quantity,Start,End,Product,Type,After,Before
-553,0.0,2.0,2.0,2016-04-27 08:17:08.360000,2016-04-27 10:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-554,0.0,2.0,2.0,2016-04-27 10:17:08.360000,2016-04-27 12:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-555,0.0,2.0,2.0,2016-04-27 12:17:08.360000,2016-04-27 14:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-556,0.0,2.0,2.0,2016-04-27 14:17:08.360000,2016-04-27 16:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-557,0.0,2.0,2.0,2016-04-27 16:17:08.360000,2016-04-27 18:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-558,0.0,2.0,2.0,2016-04-27 18:17:08.360000,2016-04-27 20:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-559,0.0,2.0,2.0,2016-04-27 20:17:08.360000,2016-04-27 22:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-560,0.0,2.0,2.0,2016-04-27 22:17:08.360000,2016-04-28 00:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-561,0.0,2.0,2.0,2016-04-28 00:17:08.360000,2016-04-28 02:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-562,0.0,2.0,2.0,2016-04-28 02:17:08.360000,2016-04-28 04:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-563,0.0,2.0,2.0,2016-04-28 04:17:08.360000,2016-04-28 06:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-564,0.0,2.0,2.0,2016-04-28 06:17:08.360000,2016-04-28 08:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-565,0.0,2.0,2.0,2016-04-28 08:17:08.360000,2016-04-28 10:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-566,0.0,2.0,2.0,2016-04-28 10:17:08.360000,2016-04-28 12:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-567,0.0,2.0,2.0,2016-04-28 12:17:08.360000,2016-04-28 14:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-568,0.0,2.0,2.0,2016-04-28 14:17:08.360000,2016-04-28 16:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-569,0.0,2.0,2.0,2016-04-28 16:17:08.360000,2016-04-28 18:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-570,0.0,2.0,2.0,2016-04-28 18:17:08.360000,2016-04-28 20:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-571,0.0,2.0,2.0,2016-04-28 20:17:08.360000,2016-04-28 22:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-572,0.0,2.0,2.0,2016-04-28 22:17:08.360000,2016-04-29 00:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-573,0.0,2.0,2.0,2016-04-29 00:17:08.360000,2016-04-29 02:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-574,0.0,2.0,2.0,2016-04-29 02:17:08.360000,2016-04-29 04:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-575,0.0,2.0,2.0,2016-04-29 04:17:08.360000,2016-04-29 06:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-576,0.0,2.0,2.0,2016-04-29 06:17:08.360000,2016-04-29 08:17:08.360000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-577,0.0,1.993673055555555,1.993673055555555,2016-04-29 08:17:08.360000,2016-04-29 10:16:45.583000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
54752,0.37833333333333335,0.5708333333333333,1828.0,2016-04-29 10:16:45.583000,2016-04-29 10:51:00.347000,HELICES EXTRA SBS,HORENTJE,2016-04-20 10:51:00.347000,2016-05-07 10:51:00.347000
-578,0.0,1.8420341666666669,1.8420341666666669,2016-04-29 10:51:00.347000,2016-04-29 12:41:31.670000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
54751,5.397777777777778,5.9525,30000.0,2016-04-29 12:41:31.670000,2016-04-29 18:38:40.273000,"GESNEDEN MACARONI AS 0,9%",MACARONI,2016-04-21 18:38:40.273000,2016-05-09 18:38:40.273000
77346,5.828055555555555,6.124728611111111,28171.0,2016-04-29 18:38:40.273000,2016-04-30 00:46:09.253000,HELICES EXTRA SBS,HORENTJE,2016-04-23 00:46:09.253000,2016-05-08 00:46:09.253000
54821,4.921944444444445,5.466965833333334,30000.0,2016-04-30 00:46:09.253000,2016-04-30 06:14:10.157000,HORENTJE H/Z 10/90,HORENTJE,2016-04-20 06:14:10.157000,2016-05-10 06:14:10.157000
54827,5.610833333333333,5.6525,30000.0,2016-04-30 06:14:10.157000,2016-04-30 11:53:19.407000,KLEIN HORENTJE H/Z 10/90,HORENTJE,2016-04-20 11:53:19.407000,2016-05-07 11:53:19.407000
-581,0.0,1.9468333333333334,1.9468333333333334,2016-04-30 11:53:19.407000,2016-04-30 13:50:08.007000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
54840,19.856666666666666,20.08,75000.0,2016-04-30 13:50:08.007000,2016-05-01 09:54:56.560000,ZITTI LM 942/1311 1.1% AS/DS,ZITTI,2016-04-22 09:54:56.560000,2016-05-11 09:54:56.560000
-582,0.0,2.0,2.0,2016-05-01 09:54:56.560000,2016-05-01 11:54:56.560000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-583,0.0,2.0,2.0,2016-05-01 11:54:56.560000,2016-05-01 13:54:56.560000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-584,0.0,2.0,2.0,2016-05-01 13:54:56.560000,2016-05-01 15:54:56.560000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-585,0.0,2.0,2.0,2016-05-01 15:54:56.560000,2016-05-01 17:54:56.560000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-586,0.0,2.0,2.0,2016-05-01 17:54:56.560000,2016-05-01 19:54:56.560000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-587,0.0,2.0,2.0,2016-05-01 19:54:56.560000,2016-05-01 21:54:56.560000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-588,0.0,2.0,2.0,2016-05-01 21:54:56.560000,2016-05-01 23:54:56.560000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-589,0.0,1.664572222222224,1.664572222222224,2016-05-01 23:54:56.560000,2016-05-02 01:34:49.020000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
54869,5.5183333333333335,6.7130786111111105,30000.0,2016-05-02 01:34:49.020000,2016-05-02 08:17:36.140000,MACARONI KORT EXTRA,MACARONI,2016-04-23 08:17:36.140000,2016-05-12 08:17:36.140000
54868,8.251111111111111,8.464995555555555,45000.0,2016-05-02 08:17:36.140000,2016-05-02 16:45:30.607000,"MACARONI KORT AS 1,1% DURUM",MACARONI,2016-04-24 16:45:30.607000,2016-05-10 16:45:30.607000
54863,6.471666666666667,6.757777777777778,35000.0,2016-05-02 16:45:30.607000,2016-05-02 23:30:58.940000,KLEIN HORENTJE H/Z 10/90,HORENTJE,2016-04-24 23:30:58.940000,2016-05-09 23:30:58.940000
54866,7.102777777777778,7.643078611111111,30000.0,2016-05-02 23:30:58.940000,2016-05-03 07:09:33.360000,SPIRELLI VOLKOREN STANDAARD,SPIRELLI,2016-04-23 07:09:33.360000,2016-05-13 07:09:33.360000
54864,4.97,5.386408333333334,30000.0,2016-05-03 07:09:33.360000,2016-05-03 12:32:44.367000,HORENTJE H/Z 10/90,HORENTJE,2016-04-23 12:32:44.367000,2016-05-11 12:32:44.367000
54865,5.655555555555556,5.895497222222223,30000.0,2016-05-03 12:32:44.367000,2016-05-03 18:26:27.930000,PENNEN EXTRA SCHERPE HOEK,PENNE,2016-04-26 18:26:27.930000,2016-05-11 18:26:27.930000
54867,6.0375,6.223890555555556,35000.0,2016-05-03 18:26:27.930000,2016-05-04 00:39:53.713000,"KLEIN HORENTJE DURUM AS 1,1%",HORENTJE,2016-04-24 00:39:53.713000,2016-05-14 00:39:53.713000
54972,5.671666666666667,5.829722222222222,30000.0,2016-05-04 00:39:53.713000,2016-05-04 06:29:40.313000,PIPE RIGATE LARGE FIORINI,PENNE,2016-04-27 06:29:40.313000,2016-05-11 06:29:40.313000
-596,0.0,2.0,2.0,2016-05-04 06:29:40.313000,2016-05-04 08:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-597,0.0,2.0,2.0,2016-05-04 08:29:40.313000,2016-05-04 10:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-598,0.0,2.0,2.0,2016-05-04 10:29:40.313000,2016-05-04 12:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-599,0.0,2.0,2.0,2016-05-04 12:29:40.313000,2016-05-04 14:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-600,0.0,2.0,2.0,2016-05-04 14:29:40.313000,2016-05-04 16:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-601,0.0,2.0,2.0,2016-05-04 16:29:40.313000,2016-05-04 18:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-602,0.0,2.0,2.0,2016-05-04 18:29:40.313000,2016-05-04 20:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-603,0.0,2.0,2.0,2016-05-04 20:29:40.313000,2016-05-04 22:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-604,0.0,2.0,2.0,2016-05-04 22:29:40.313000,2016-05-05 00:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-605,0.0,2.0,2.0,2016-05-05 00:29:40.313000,2016-05-05 02:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-606,0.0,2.0,2.0,2016-05-05 02:29:40.313000,2016-05-05 04:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-607,0.0,2.0,2.0,2016-05-05 04:29:40.313000,2016-05-05 06:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-608,0.0,2.0,2.0,2016-05-05 06:29:40.313000,2016-05-05 08:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-609,0.0,2.0,2.0,2016-05-05 08:29:40.313000,2016-05-05 10:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-610,0.0,2.0,2.0,2016-05-05 10:29:40.313000,2016-05-05 12:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-611,0.0,2.0,2.0,2016-05-05 12:29:40.313000,2016-05-05 14:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-612,0.0,2.0,2.0,2016-05-05 14:29:40.313000,2016-05-05 16:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-613,0.0,2.0,2.0,2016-05-05 16:29:40.313000,2016-05-05 18:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-614,0.0,2.0,2.0,2016-05-05 18:29:40.313000,2016-05-05 20:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-615,0.0,2.0,2.0,2016-05-05 20:29:40.313000,2016-05-05 22:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-616,0.0,2.0,2.0,2016-05-05 22:29:40.313000,2016-05-06 00:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-617,0.0,2.0,2.0,2016-05-06 00:29:40.313000,2016-05-06 02:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-618,0.0,2.0,2.0,2016-05-06 02:29:40.313000,2016-05-06 04:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-619,0.0,2.0,2.0,2016-05-06 04:29:40.313000,2016-05-06 06:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-620,0.0,2.0,2.0,2016-05-06 06:29:40.313000,2016-05-06 08:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-621,0.0,2.0,2.0,2016-05-06 08:29:40.313000,2016-05-06 10:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-622,0.0,2.0,2.0,2016-05-06 10:29:40.313000,2016-05-06 12:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-623,0.0,2.0,2.0,2016-05-06 12:29:40.313000,2016-05-06 14:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-624,0.0,2.0,2.0,2016-05-06 14:29:40.313000,2016-05-06 16:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-625,0.0,2.0,2.0,2016-05-06 16:29:40.313000,2016-05-06 18:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-626,0.0,2.0,2.0,2016-05-06 18:29:40.313000,2016-05-06 20:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-627,0.0,2.0,2.0,2016-05-06 20:29:40.313000,2016-05-06 22:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-628,0.0,2.0,2.0,2016-05-06 22:29:40.313000,2016-05-07 00:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-629,0.0,2.0,2.0,2016-05-07 00:29:40.313000,2016-05-07 02:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-630,0.0,2.0,2.0,2016-05-07 02:29:40.313000,2016-05-07 04:29:40.313000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-631,0.0,2.0249511111111174,2.0,2016-05-07 04:29:40.313000,2016-05-07 06:31:10.137000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
55089,15.554166666666667,16.48980111111111,50000.0,2016-05-07 06:31:10.137000,2016-05-07 23:00:34.017000,ZITTI LM 942/1311 1.1% AS/DS,ZITTI,2016-04-28 23:00:34.017000,2016-05-16 23:00:34.017000
55090,11.078333333333333,11.406404722222222,35000.0,2016-05-07 23:00:34.017000,2016-05-08 10:24:57.300000,MAC.KORT L.M. 327/057,MACARONI,2016-04-28 10:24:57.300000,2016-05-18 10:24:57.300000
55095,8.654444444444444,8.705833333333333,30000.0,2016-05-08 10:24:57.300000,2016-05-08 19:07:18.967000,QUICK MACARONI KORT LM,MACARONI,2016-05-01 19:07:18.967000,2016-05-16 19:07:18.967000
-635,0.0,2.0,2.0,2016-05-08 19:07:18.967000,2016-05-08 21:07:18.967000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-636,0.0,2.0,2.0,2016-05-08 21:07:18.967000,2016-05-08 23:07:18.967000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-637,0.0,2.0,2.0,2016-05-08 23:07:18.967000,2016-05-09 01:07:18.967000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-638,0.0,2.0,2.0,2016-05-09 01:07:18.967000,2016-05-09 03:07:18.967000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-639,0.0,2.0,2.0,2016-05-09 03:07:18.967000,2016-05-09 05:07:18.967000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-640,0.0,1.5091183333333336,1.5091183333333336,2016-05-09 05:07:18.967000,2016-05-09 06:37:51.793000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
55106,11.370555555555555,11.79721027777778,70000.0,2016-05-09 06:37:51.793000,2016-05-09 18:25:41.890000,COURVO DURUM/ZACHTE 70/30,Other,2016-05-02 18:25:41.890000,2016-05-18 18:25:41.890000
53909,4.879166666666666,5.115612777777777,30000.0,2016-05-09 18:25:41.890000,2016-05-09 23:32:37.223000,HORENTJES KDO,HORENTJE,2016-04-29 23:32:37.223000,2016-05-16 23:32:37.223000
55116,5.805555555555555,6.228055555555556,35000.0,2016-05-09 23:32:37.223000,2016-05-10 05:46:18.120000,HORENTJES VOLKOREN STANDAARD,HORENTJE,2016-05-02 05:46:18.120000,2016-05-18 05:46:18.120000
-643,0.0,2.762956388888889,2.0,2016-05-10 05:46:18.120000,2016-05-10 08:32:04.763000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
55107,10.375277777777777,10.85192138888889,55000.0,2016-05-10 08:32:04.763000,2016-05-10 19:23:11.727000,"SPIRALEN DURUM AS 1,1%",SPIRELLI,2016-05-02 19:23:11.727000,2016-05-18 19:23:11.727000
55128,4.812777777777778,5.106076666666667,30000.0,2016-05-10 19:23:11.727000,2016-05-11 00:29:33.873000,HORENTJES H/Z 60/40,HORENTJE,2016-05-03 00:29:33.873000,2016-05-19 00:29:33.873000
55220,5.988611111111111,6.145,35000.0,2016-05-11 00:29:33.873000,2016-05-11 06:38:15.030000,MACARONI KORT PLATTE ZAK,MACARONI,2016-05-01 06:38:15.030000,2016-05-19 06:38:15.030000
-647,0.0,2.0,2.0,2016-05-11 06:38:15.030000,2016-05-11 08:38:15.030000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-648,0.0,2.0,2.0,2016-05-11 08:38:15.030000,2016-05-11 10:38:15.030000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-649,0.0,1.7163222222222227,1.7163222222222227,2016-05-11 10:38:15.030000,2016-05-11 12:21:13.790000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
55218,5.396388888888889,5.8488675,30000.0,2016-05-11 12:21:13.790000,2016-05-11 18:12:09.630000,"SPIRALEN DURUM AS 0,9%",SPIRELLI,2016-05-04 18:12:09.630000,2016-05-20 18:12:09.630000
55263,5.651388888888889,5.6866666666666665,30000.0,2016-05-11 18:12:09.630000,2016-05-11 23:53:21.570000,PENNE SCHERPE HOEK 40MM,PENNE,2016-05-03 23:53:21.570000,2016-05-18 23:53:21.570000
55273,6.208333333333333,7.154464722222222,35000.0,2016-05-11 23:53:21.570000,2016-05-12 07:02:37.580000,MACARONI KORT EXTRA,MACARONI,2016-05-05 07:02:37.580000,2016-05-21 07:02:37.580000
55272,6.032777777777778,6.143888888888889,35000.0,2016-05-12 07:02:37.580000,2016-05-12 13:11:15.643000,"GESNEDEN MACARONI AS 0,9%",MACARONI,2016-05-02 13:11:15.643000,2016-05-22 13:11:15.643000
-652,0.0,2.0,2.0,2016-05-12 13:11:15.643000,2016-05-12 15:11:15.643000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-653,0.0,2.456088055555556,2.0,2016-05-12 15:11:15.643000,2016-05-12 17:38:37.560000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
55219,5.700833333333334,5.738057222222222,30000.0,2016-05-12 17:38:37.560000,2016-05-12 23:22:54.123000,SPIRELLI VOLKOREN STANDAARD,SPIRELLI,2016-05-04 23:22:54.123000,2016-05-21 23:22:54.123000
55377,4.54,4.895555555555555,30000.0,2016-05-12 23:22:54.123000,2016-05-13 04:16:38.460000,HELICES EXTRA CESTINDUE,HORENTJE,2016-05-06 04:16:38.460000,2016-05-23 04:16:38.460000
-656,0.0,2.0,2.0,2016-05-13 04:16:38.460000,2016-05-13 06:16:38.460000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-657,0.0,2.0,2.0,2016-05-13 06:16:38.460000,2016-05-13 08:16:38.460000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-658,0.0,2.0,2.0,2016-05-13 08:16:38.460000,2016-05-13 10:16:38.460000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-659,0.0,2.0,2.0,2016-05-13 10:16:38.460000,2016-05-13 12:16:38.460000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-660,0.0,2.4425158333333337,2.0,2016-05-13 12:16:38.460000,2016-05-13 14:43:11.517000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
55350,5.783888888888889,5.863333333333333,30000.0,2016-05-13 14:43:11.517000,2016-05-13 20:34:59.423000,PENNE LARGE,PENNE,2016-05-04 20:34:59.423000,2016-05-21 20:34:59.423000
-662,0.0,2.6087158333333336,2.0,2016-05-13 20:34:59.423000,2016-05-13 23:11:30.800000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
54841,16.138055555555557,16.211388888888887,40000.0,2016-05-13 23:11:30.800000,2016-05-14 15:24:11.430000,BONETTI LM 897/384,Other,2016-05-07 15:24:11.430000,2016-05-23 15:24:11.430000
-664,0.0,1.4704352777777778,1.4704352777777778,2016-05-14 15:24:11.430000,2016-05-14 16:52:24.997000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
55329,9.988611111111112,10.159444444444444,40000.0,2016-05-14 16:52:24.997000,2016-05-15 03:01:58.993000,VERMICELLI LM H/Z 70/30,VERMICELLI,2016-05-08 03:01:58.993000,2016-05-25 03:01:58.993000
-665,0.0,2.0,2.0,2016-05-15 03:01:58.993000,2016-05-15 05:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-666,0.0,2.0,2.0,2016-05-15 05:01:58.993000,2016-05-15 07:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-667,0.0,2.0,2.0,2016-05-15 07:01:58.993000,2016-05-15 09:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-668,0.0,2.0,2.0,2016-05-15 09:01:58.993000,2016-05-15 11:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-669,0.0,2.0,2.0,2016-05-15 11:01:58.993000,2016-05-15 13:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-670,0.0,2.0,2.0,2016-05-15 13:01:58.993000,2016-05-15 15:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-671,0.0,2.0,2.0,2016-05-15 15:01:58.993000,2016-05-15 17:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-672,0.0,2.0,2.0,2016-05-15 17:01:58.993000,2016-05-15 19:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-673,0.0,2.0,2.0,2016-05-15 19:01:58.993000,2016-05-15 21:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-674,0.0,2.0,2.0,2016-05-15 21:01:58.993000,2016-05-15 23:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-675,0.0,2.0,2.0,2016-05-15 23:01:58.993000,2016-05-16 01:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-676,0.0,2.0,2.0,2016-05-16 01:01:58.993000,2016-05-16 03:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-677,0.0,2.0,2.0,2016-05-16 03:01:58.993000,2016-05-16 05:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-678,0.0,2.0,2.0,2016-05-16 05:01:58.993000,2016-05-16 07:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-679,0.0,2.0,2.0,2016-05-16 07:01:58.993000,2016-05-16 09:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-680,0.0,2.0,2.0,2016-05-16 09:01:58.993000,2016-05-16 11:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-681,0.0,2.0,2.0,2016-05-16 11:01:58.993000,2016-05-16 13:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-682,0.0,2.0,2.0,2016-05-16 13:01:58.993000,2016-05-16 15:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-683,0.0,2.0,2.0,2016-05-16 15:01:58.993000,2016-05-16 17:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-684,0.0,2.0,2.0,2016-05-16 17:01:58.993000,2016-05-16 19:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-685,0.0,2.0,2.0,2016-05-16 19:01:58.993000,2016-05-16 21:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-686,0.0,2.0,2.0,2016-05-16 21:01:58.993000,2016-05-16 23:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-687,0.0,2.0,2.0,2016-05-16 23:01:58.993000,2016-05-17 01:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-688,0.0,2.0,2.0,2016-05-17 01:01:58.993000,2016-05-17 03:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-689,0.0,2.0,2.0,2016-05-17 03:01:58.993000,2016-05-17 05:01:58.993000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
-690,0.0,1.231140000000006,1.231140000000006,2016-05-17 05:01:58.993000,2016-05-17 06:15:51.097000,NONE,NONE,1677-09-21 00:12:43.145225,2262-04-11 23:47:16.854775
54060,5.838333333333333,6.9564297222222224,30000.0,2016-05-17 06:15:51.097000,2016-05-17 13:13:14.960000,HELICES EXTRA CESTINDUE,HORENTJE,2016-05-09 13:13:14.960000,2016-05-25 13:13:14.960000
