-1215,2016-11-03 06:37:44.397000,2016-11-03 08:37:44.397000,2.0
-1175,2016-11-03 08:37:44.397000,2016-11-03 10:37:44.397000,2.0
77563,2016-11-03 10:37:44.397000,2016-11-04 00:53:52.994689,11.137704918032787
77562,2016-11-04 00:53:52.994689,2016-11-05 00:25:29.937773,18.36393442622951
77569,2016-11-05 00:25:29.937773,2016-11-05 00:25:29.937773,0.0
62421,2016-11-05 00:25:29.937773,2016-11-05 09:53:11.688228,7.385245901639344
63028,2016-11-05 09:53:11.688228,2016-11-06 02:45:20.001704,11.065573770491802
-1202,2016-11-06 02:45:20.001704,2016-11-06 04:45:20.001704,2.0
77577,2016-11-06 04:45:20.001704,2016-11-06 06:10:03.186462,0.9262295081967213
77581,2016-11-06 06:10:03.186462,2016-11-07 04:39:11.779129,14.75
77560,2016-11-07 04:39:11.779129,2016-11-07 07:38:38.022660,1.9617647058823529
-1241,2016-11-07 07:38:38.022660,2016-11-07 09:38:38.022660,2.0
-1207,2016-11-07 09:38:38.022660,2016-11-07 11:38:38.022660,2.0
-1228,2016-11-07 11:38:38.022660,2016-11-07 12:55:28.515660,1.2806925
62601,2016-11-07 12:55:28.515660,2016-11-07 13:03:20.846987,0.0860655737704918
-1204,2016-11-07 13:03:20.846987,2016-11-07 15:03:20.846987,2.0
77752,2016-11-07 15:03:20.846987,2016-11-08 01:21:49.683386,6.761764705882353
61959,2016-11-08 01:21:49.683386,2016-11-08 01:21:49.683386,0.0
77566,2016-11-08 01:21:49.683386,2016-11-08 07:24:46.195828,4.408823529411765
62938,2016-11-08 07:24:46.195828,2016-11-08 07:24:46.195828,0.0
62562,2016-11-08 07:24:46.195828,2016-11-08 13:02:08.966987,3.6885245901639343
-1194,2016-11-08 13:02:08.966987,2016-11-08 15:02:08.966987,2.0
77578,2016-11-08 15:02:08.966987,2016-11-09 01:34:32.916926,6.913934426229508
63229,2016-11-09 01:34:32.916926,2016-11-09 01:34:32.916926,0.0
77561,2016-11-09 01:34:32.916926,2016-11-09 19:43:51.508972,13.23235294117647
61768,2016-11-09 19:43:51.508972,2016-11-09 19:43:51.508972,0.0
-1199,2016-11-09 19:43:51.508972,2016-11-09 21:43:51.508972,2.0
-1220,2016-11-09 21:43:51.508972,2016-11-09 22:59:03.705972,1.2533880555555557
62147,2016-11-09 22:59:03.705972,2016-11-10 10:52:35.835503,8.66764705882353
-1265,2016-11-10 10:52:35.835503,2016-11-10 12:52:35.835503,2.0
-1240,2016-11-10 12:52:35.835503,2016-11-10 14:52:35.835503,2.0
-1176,2016-11-10 14:52:35.835503,2016-11-10 16:52:35.835503,2.0
-1197,2016-11-10 16:52:35.835503,2016-11-10 18:52:35.835503,2.0
-1282,2016-11-10 18:52:35.835503,2016-11-10 20:52:35.835503,2.0
77574,2016-11-10 20:52:35.835503,2016-11-11 00:39:14.279892,2.477832512315271
62423,2016-11-11 00:39:14.279892,2016-11-11 00:39:14.279892,0.0
-1254,2016-11-11 00:39:14.279892,2016-11-11 02:39:14.279892,2.0
62996,2016-11-11 02:39:14.279892,2016-11-11 05:48:15.595249,2.459016393442623
62994,2016-11-11 05:48:15.595249,2016-11-11 14:05:41.882735,5.438423645320197
77568,2016-11-11 14:05:41.882735,2016-11-11 15:41:09.246990,1.2418032786885247
-1277,2016-11-11 15:41:09.246990,2016-11-11 17:41:09.246990,2.0
77583,2016-11-11 17:41:09.246990,2016-11-11 18:50:08.827095,0.8975409836065574
62428,2016-11-11 18:50:08.827095,2016-11-12 00:05:11.019356,4.098360655737705
-1267,2016-11-12 00:05:11.019356,2016-11-12 02:05:11.019356,2.0
-1266,2016-11-12 02:05:11.019356,2016-11-12 04:05:11.019356,2.0
77571,2016-11-12 04:05:11.019356,2016-11-12 04:18:40.730202,0.14754098360655737
61868,2016-11-12 04:18:40.730202,2016-11-12 04:18:40.730202,0.0
62419,2016-11-12 04:18:40.730202,2016-11-12 23:12:48.622342,14.754098360655737
-1185,2016-11-12 23:12:48.622342,2016-11-13 01:12:48.622342,2.0
-1182,2016-11-13 01:12:48.622342,2016-11-13 03:12:48.622342,2.0
-1257,2016-11-13 03:12:48.622342,2016-11-13 04:57:05.092342,1.7379083333333334
-1213,2016-11-13 04:57:05.092342,2016-11-13 06:57:05.092342,2.0
-1208,2016-11-13 06:57:05.092342,2016-11-13 08:57:05.092342,2.0
-1183,2016-11-13 08:57:05.092342,2016-11-13 10:57:05.092342,2.0
-1188,2016-11-13 10:57:05.092342,2016-11-13 12:38:27.086342,1.6894427777777778
-1174,2016-11-13 12:38:27.086342,2016-11-13 14:38:27.086342,2.0
-1168,2016-11-13 14:38:27.086342,2016-11-13 15:47:24.009342,1.149145277777778
-1276,2016-11-13 15:47:24.009342,2016-11-13 17:33:31.643342,1.7687872222222223
-1259,2016-11-13 17:33:31.643342,2016-11-13 19:33:31.643342,2.0
62420,2016-11-13 19:33:31.643342,2016-11-13 19:33:51.886384,0.004098360655737705
-1246,2016-11-13 19:33:51.886384,2016-11-13 21:33:39.259384,1.9964925000000002
-1242,2016-11-13 21:33:39.259384,2016-11-13 23:33:39.259384,2.0
-1217,2016-11-13 23:33:39.259384,2016-11-14 00:50:59.452384,1.2889425000000039
77582,2016-11-14 00:50:59.452384,2016-11-14 10:25:52.172822,7.478688524590164
-1221,2016-11-14 10:25:52.172822,2016-11-14 12:25:52.172822,2.0
-1178,2016-11-14 12:25:52.172822,2016-11-14 14:25:52.172822,2.0
-1211,2016-11-14 14:25:52.172822,2016-11-14 16:25:52.172822,2.0
-1203,2016-11-14 16:25:52.172822,2016-11-14 18:25:52.172822,2.0
-1260,2016-11-14 18:25:52.172822,2016-11-14 20:25:52.172822,2.0
77572,2016-11-14 20:25:52.172822,2016-11-15 18:36:38.659060,14.549180327868852
62148,2016-11-15 18:36:38.659060,2016-11-15 18:36:38.659060,0.0
77565,2016-11-15 18:36:38.659060,2016-11-15 20:23:39.752122,1.3
-1227,2016-11-15 20:23:39.752122,2016-11-15 22:23:39.752122,2.0
63026,2016-11-15 22:23:39.752122,2016-11-15 22:23:39.752122,0.0
77564,2016-11-15 22:23:39.752122,2016-11-15 23:03:22.239140,0.4823529411764706
