0,21661045.6571131
1,21524353.497087695
2,21555431.818813723
3,21538874.91840783
4,21499054.172422245
5,21449309.045124874
6,21429499.065669876
7,21475887.394198462
8,21490480.28530287
9,21516360.711264417
10,21451854.415038712
11,21462721.925993465
12,21457700.559539855
13,21466259.751423154
14,21459165.473012373
15,21491618.382885795
16,21495081.882702194
17,21506295.094517604
18,21448101.929479085
19,21499500.446265746
20,21430297.310834687
21,21472396.964472733
22,21482108.851788748
23,21481059.137805324
24,21435713.45270764
25,21452814.214264013
26,21434380.286902517
27,21466828.951486386
28,21444338.44276867
29,21482713.279048733
30,21462390.328209072
31,21458528.824532103
32,21451930.714059826
33,21453590.25059812
34,21467193.514440093
35,21479999.65576448
36,21459695.82622589
37,21457408.08921548
38,21419024.84795328
39,21478537.554953307
40,21478013.703629665
41,21459642.27323193
42,21452929.83764698
43,21441114.8627283
44,21461980.55326766
45,21466812.487284563
46,21468872.196474943
47,21437697.485331614
48,21456464.909161583
49,21432459.401108142
50,21460271.401702
51,21465552.09764288
52,21427640.966724638
53,21440828.50458188
54,21457103.14487794
55,21405695.55688575
56,21451835.530755647
57,21444010.402343288
58,21458289.206245914
59,21424790.21738433
60,21449439.138814945
61,21435268.545498334
62,21464339.92197822
63,21449237.28736653
64,21434722.095668256
65,21463356.307915308
66,21437279.179262586
67,21433701.245977286
68,21450071.76647316
69,21411104.31950412
70,21474669.2229178
71,21405284.703168757
72,21424870.870510638
73,21414681.720667027
74,21440407.30602489
75,21478409.681584768
76,21433934.324919574
77,21425620.912748232
78,21410139.724150363
79,21461154.42721016
80,21413467.16214159
81,21451287.682912357
82,21416818.044874292
83,21443941.466311656
84,21457511.416655958
85,21428030.017317824
86,21426842.18492439
87,21422741.73488974
88,21443727.44828396
89,21422046.126734518
90,21445877.11259508
91,21445067.27150579
92,21442659.810344443
93,21375109.56275237
94,21456384.863599326
95,21450688.017396092
96,21418069.68797693
97,21432985.20780131
98,21435212.834576026
99,21407979.023924615
100,21467944.735032994
101,21443921.54210023
102,21452982.529868197
103,21452207.06865052
104,21435595.20008862
105,21409186.899808522
106,21440130.447927237
107,21406504.98906099
108,21437434.995350268
109,21419683.043759182
110,21422640.15600969
111,21453454.646184664
112,21401600.951655615
113,21450462.379322827
114,21459476.36197642
115,21432110.101726145
116,21418738.423839998
117,21427111.968514863
118,21461368.595906585
119,21445615.579160172
120,21437671.351358462
121,21434087.97910565
122,21444450.522399817
123,21453153.46750664
124,21443686.380149096
125,21427863.44382419
126,21424595.731477708
127,21422012.208280835
128,21435924.680285685
129,21405242.549862433
130,21446294.135552257
131,21420788.327690512
132,21418691.472812288
133,21442473.688764732
134,21450058.81655289
135,21405740.32667708
136,21418402.480723962
137,21443681.853494365
138,21438906.590550296
139,21435495.060033273
140,21427122.018940933
141,21447478.71465499
142,21432014.105846196
143,21462714.638398156
144,21456027.11358209
145,21425323.133207086
146,21429375.723956563
147,21430340.496331498
148,21404562.78413725
149,21404720.66894866
150,21450879.50161339
