0,3877166.6590748318
1,3716638.1920497534
2,3716638.1920497534
3,3716638.1920497534
4,3716638.1920497534
5,3716638.1920497534
6,3716638.1920497534
7,3716638.1920497534
8,3716638.1920497534
9,3716638.1920497534
10,3716638.1920497534
11,3716638.1920497534
12,3709094.1855733115
13,3709094.1855733115
14,3709094.1855733115
15,3709094.1855733115
16,3709094.1855733115
17,3709094.1855733115
18,3709094.1855733115
19,3709094.1855733115
20,3709094.1855733115
21,3709094.1855733115
22,3709094.1855733115
23,3709094.1855733115
24,3709094.1855733115
25,3709094.1855733115
26,3709094.1855733115
27,3709094.1855733115
28,3709094.1855733115
29,3709094.1855733115
30,3709094.1855733115
31,3709094.1855733115
32,3709094.1855733115
33,3709094.1855733115
34,3709094.1855733115
35,3709094.1855733115
36,3709094.1855733115
37,3585542.614814071
38,3585542.614814071
39,3585542.614814071
40,3585542.614814071
41,3585542.614814071
42,3585542.614814071
43,3585542.614814071
44,3585542.614814071
45,3585542.614814071
46,3585542.614814071
47,3585542.614814071
48,3585542.614814071
49,3585542.614814071
50,3585542.614814071
51,3585542.614814071
52,3585542.614814071
53,3585542.614814071
54,3585542.614814071
55,3585542.614814071
56,3585542.614814071
57,3585542.614814071
58,3585542.614814071
59,3585542.614814071
60,3585542.614814071
61,3585542.614814071
62,3585542.614814071
63,3585542.614814071
64,3585542.614814071
65,3585542.614814071
66,3585542.614814071
67,3585542.614814071
68,3585542.614814071
69,3585542.614814071
70,3585542.614814071
71,3585542.614814071
72,3585542.614814071
73,3585542.614814071
74,3585542.614814071
75,3585542.614814071
76,3585542.614814071
77,3585542.614814071
78,3585542.614814071
79,3585542.614814071
80,3585542.614814071
81,3585542.614814071
82,3585542.614814071
83,3585542.614814071
84,3585542.614814071
85,3585542.614814071
86,3585542.614814071
87,3585542.614814071
88,3585542.614814071
89,3585542.614814071
90,3585542.614814071
91,3585542.614814071
92,3585542.614814071
93,3585542.614814071
94,3585542.614814071
95,3585542.614814071
96,3585542.614814071
97,3585542.614814071
98,3585542.614814071
99,3585542.614814071
100,3585542.614814071
