ID,Duration,Start,End,Quantity,Product,Power
271,42.18,2016-09-16 20:25:31.143,2016-09-18 14:36:30.313,11300.0,044046EU,4.13
272,24.06,2016-09-18 14:39:15.433,2016-09-19 14:42:48.017,5000.0,044042EU,4.48
273,14.35,2016-09-19 14:42:54.677,2016-09-20 05:03:58.843,2700.0,037739CH,3.58
274,11.66,2016-09-20 05:04:12.873,2016-09-20 16:44:05.797,1800.0,042935EU,3.86
275,17.8,2016-09-20 16:44:11.733,2016-09-21 10:31:56.587,2700.0,028138EU,3.31
276,31.36,2016-09-21 13:31:22.820,2016-09-22 20:53:14.223,1400.0,044132EU,4.43
277,31.81,2016-09-21 20:33:44.717,2016-09-23 04:22:36.487,1800.0,042932EU,3.42
278,65.32,2016-09-22 21:29:44.430,2016-09-25 14:48:55.440,1400.0,043942EU,3.15
279,17.95,2016-09-23 04:23:33.027,2016-09-23 22:20:32.487,1300.0,042943EU,4.79
280,9.32,2016-09-23 23:21:37.283,2016-09-24 08:40:34.607,1200.0,042936EU,3.1
281,14.79,2016-09-24 08:40:38.510,2016-09-24 23:28:10.183,3000.0,042939EU,4.55
282,9.17,2016-09-24 23:44:17.537,2016-09-25 08:54:27.193,1500.0,043938EU,3.01
283,8.51,2016-09-25 14:56:16.243,2016-09-25 23:26:38.133,300.0,042747EU,4.48
284,10.29,2016-09-25 23:42:38.713,2016-09-26 10:00:18.800,800.0,043947EU,4.64
285,17.81,2016-09-26 10:00:24.577,2016-09-27 03:49:02.067,3500.0,044046EU,4.8
286,56.34,2016-09-27 03:49:14.913,2016-09-29 12:09:42.920,4100.0,044138EU,3.31
287,6.67,2016-09-29 12:10:03.297,2016-09-29 18:50:31.200,1400.0,042935EU,3.81
288,5.97,2016-09-29 20:10:23.867,2016-09-30 02:08:25.103,1100.0,037732CH,4.56
289,15.75,2016-09-30 02:48:41.837,2016-09-30 18:33:56.540,3000.0,023732CH,3.54
290,48.7,2016-09-30 22:45:58.253,2016-10-02 23:28:12.943,11300.0,044046EU,3.08
291,20.23,2016-10-02 23:40:55.903,2016-10-03 19:54:40.260,3000.0,042939EU,4.17
292,18.75,2016-10-03 19:54:45.273,2016-10-04 14:40:03.073,3600.0,042943EU,4.72
293,11.31,2016-10-04 14:40:08.543,2016-10-05 01:58:33.790,2700.0,036640EC,4.68
294,11.7,2016-10-05 01:58:40.047,2016-10-05 13:40:55.150,2300.0,043932EU,4.57
295,7.5,2016-10-05 13:41:01.950,2016-10-05 21:10:50.303,1800.0,042932EU,4.88
296,15.31,2016-10-05 21:10:54.757,2016-10-06 12:29:26.000,2300.0,042944EU,3.47
297,19.33,2016-10-06 12:29:33.930,2016-10-07 07:49:23.660,3400.0,037766EC,4.68
298,3.61,2016-10-07 08:11:08.560,2016-10-07 11:47:54.600,500.0,037732CH,3.09
299,11.28,2016-10-07 13:04:00.380,2016-10-08 00:20:43.913,2000.0,023732CH,4.49
300,17.2,2016-10-08 00:20:49.907,2016-10-08 17:32:51.457,3600.0,044138EU,3.23
301,23.47,2016-10-08 18:00:18.990,2016-10-09 17:28:26.170,2100.0,037739CH,4.73
302,6.13,2016-10-09 17:32:36.570,2016-10-09 23:40:31.057,1000.0,023738CH,3.31
303,49.87,2016-10-10 00:02:05.033,2016-10-12 01:54:23.500,1600.0,044046EU,4.44
304,29.12,2016-10-10 07:54:32.347,2016-10-11 13:01:31.863,2300.0,041646EU,4.17
305,231.66,2016-10-11 14:28:41.420,2016-10-21 06:08:33.637,1500.0,043949EU,4.81
306,24.93,2016-10-11 22:32:14.603,2016-10-12 23:28:17.560,3000.0,041663EU,3.75
307,25.26,2016-10-12 23:28:25.570,2016-10-14 00:43:55.230,2300.0,042567EU,3.31
308,17.1,2016-10-14 00:44:04.133,2016-10-14 17:50:19.970,2300.0,047868CH,3.74
309,95.73,2016-10-14 18:20:11.743,2016-10-18 18:04:08.990,11300.0,044046EU,4.8
310,37.11,2016-10-18 18:04:14.710,2016-10-20 07:10:42.963,5000.0,044042EU,3.96
311,42.97,2016-10-20 07:55:29.787,2016-10-22 02:53:38.830,3000.0,042939EU,4.24
312,15.79,2016-10-22 02:53:54.370,2016-10-22 18:41:28.567,2700.0,042943EU,3.67
313,12.57,2016-10-22 19:19:11.080,2016-10-23 07:53:23.627,1800.0,042932EU,4.91
314,16.07,2016-10-23 07:57:58.220,2016-10-24 00:02:24.347,3600.0,044138EU,3.77
315,19.73,2016-10-24 00:13:26.820,2016-10-24 19:57:31.397,2700.0,028138EU,3.74
316,12.03,2016-10-24 20:08:46.597,2016-10-25 08:10:38.223,1000.0,042738EU,4.04
317,7.83,2016-10-25 08:10:42.767,2016-10-25 16:00:48.233,1600.0,043938EU,4.06
318,7.41,2016-10-25 16:01:00.203,2016-10-25 23:25:22.087,1800.0,043942EU,4.72
319,7.6,2016-10-26 00:10:17.350,2016-10-26 07:46:00.980,1200.0,042936EU,3.75
320,26.44,2016-10-26 07:46:09.380,2016-10-27 10:12:34.647,3000.0,042939EU,3.77
321,38.0,2016-10-27 10:12:39.143,2016-10-29 00:12:29.507,4100.0,043932EU,4.65
322,10.14,2016-10-29 00:12:33.650,2016-10-29 10:20:40.527,1200.0,037732CH,4.9
323,13.47,2016-10-29 10:25:43.713,2016-10-29 23:54:06.877,2900.0,023732CH,3.55
324,11.21,2016-10-30 00:10:31.930,2016-10-30 11:23:14.650,2300.0,037766EC,3.23
325,7.49,2016-10-30 11:24:38.840,2016-10-30 18:54:12.643,3600.0,037739CH,3.7
326,32.8,2016-11-02 04:18:33.563,2016-11-03 13:06:22.687,3800.0,043847CH,4.41
327,30.38,2016-11-03 13:06:27.537,2016-11-04 19:29:17.397,4500.0,047868CH,4.14
328,49.31,2016-11-04 19:33:54.300,2016-11-06 20:52:15.633,9000.0,044046EU,3.49
329,13.01,2016-11-06 20:57:46.280,2016-11-07 09:58:05.383,2000.0,044042EU,3.76
330,46.85,2016-11-07 09:58:40.260,2016-11-09 08:49:47.563,3800.0,043639EU,4.99
331,22.46,2016-11-09 03:11:24.040,2016-11-10 01:39:09.927,2300.0,043852CH,3.82
332,24.36,2016-11-10 01:39:14.540,2016-11-11 02:01:00.610,1500.0,047868CH,3.91
333,41.48,2016-11-11 02:01:07.177,2016-11-12 19:29:56.617,2000.0,037739CH,4.26
334,1.91,2016-11-12 19:40:25.947,2016-11-12 21:34:54.777,500.0,023738CH,4.23
335,91.66,2016-11-12 21:47:35.337,2016-11-16 17:26:55.987,3600.0,044138EU,3.38
336,27.37,2016-11-13 15:49:22.717,2016-11-14 19:11:22.383,4500.0,044046EU,3.25
337,24.43,2016-11-14 19:11:32.580,2016-11-15 19:37:33.370,1.0,044132EU,3.39
338,28.91,2016-11-14 22:17:57.277,2016-11-16 03:12:25.937,3600.0,042943EU,4.23
339,5.56,2016-11-16 03:12:34.093,2016-11-16 08:45:53.380,900.0,043932EU,3.85
340,6.29,2016-11-16 17:27:04.040,2016-11-16 23:44:12.423,690.0,036647EC,4.05
341,33.21,2016-11-16 23:44:16.930,2016-11-18 08:56:54.287,2800.0,036647EC,3.18
342,12.67,2016-11-18 09:30:10.553,2016-11-18 22:10:28.910,250.0,036640EC,3.41
343,13.67,2016-11-18 22:10:34.313,2016-11-19 11:51:00.407,3400.0,036640EC,3.37
344,39.63,2016-11-19 11:55:16.073,2016-11-21 03:32:57.017,9000.0,044042EU,3.95
345,21.73,2016-11-21 03:48:08.867,2016-11-22 01:31:54.170,5700.0,044046EU,3.73
346,19.88,2016-11-22 01:31:58.060,2016-11-22 21:24:31.683,3500.0,023732CH,4.94
347,4.77,2016-11-22 21:24:35.560,2016-11-23 02:10:51.537,1000.0,037732CH,4.69
348,21.34,2016-11-23 02:11:00.460,2016-11-23 23:31:30.787,4400.0,044138EU,4.2
349,12.0,2016-11-23 23:31:35.530,2016-11-24 11:31:38.600,1800.0,028138EU,3.34
350,20.35,2016-11-24 11:31:43.933,2016-11-25 07:52:59.810,2700.0,043932EU,3.97
351,30.54,2016-11-25 08:36:43.473,2016-11-26 15:09:05.447,3600.0,042943EU,4.15
352,55.25,2016-11-26 15:09:10.377,2016-11-28 22:24:22.047,3000.0,042939EU,4.29
353,51.39,2016-11-27 19:39:57.290,2016-11-29 23:03:29.223,5700.0,044046EU,3.83
354,4.5,2016-11-29 23:03:32.480,2016-11-30 03:33:45.520,600.0,037732CH,4.33
355,14.45,2016-11-30 03:34:05.987,2016-11-30 18:00:59.437,2100.0,023732CH,4.05
356,15.07,2016-11-30 18:01:08.187,2016-12-01 09:05:09.843,3600.0,037737CN,4.34
357,12.34,2016-12-01 09:37:42.650,2016-12-01 21:57:55.220,1800.0,044132EU,4.61
358,18.0,2016-12-01 21:57:59.090,2016-12-02 15:58:01.880,2700.0,043932EU,4.49
359,11.46,2016-12-02 16:28:31.457,2016-12-03 03:55:51.147,1800.0,042932EU,4.88
360,9.74,2016-12-03 03:55:54.770,2016-12-03 13:40:26.610,1400.0,042944EU,4.78
361,28.76,2016-12-03 14:30:58.557,2016-12-04 19:16:22.167,3000.0,042939EU,4.42
362,15.73,2016-12-04 19:47:25.910,2016-12-05 11:31:06.603,2000.0,036647EC,4.89
363,6.45,2016-12-05 11:31:12.083,2016-12-05 17:58:26.437,1000.0,037737CN,4.79
364,8.99,2016-12-06 00:22:39.633,2016-12-06 09:22:11.163,2000.0,041648EU,3.62
365,12.66,2016-12-06 09:22:19.567,2016-12-06 22:01:38.720,1200.0,041648EU,4.98
366,19.84,2016-12-06 22:01:46.793,2016-12-07 17:52:22.627,2200.0,041649EU,4.79
367,24.61,2016-12-07 19:14:26.317,2016-12-08 19:51:04.590,2300.0,043852CH,3.59
368,14.77,2016-12-08 19:55:04.380,2016-12-09 10:41:12.107,3000.0,047868CH,4.61
369,3.43,2016-12-09 10:41:24.327,2016-12-09 14:07:01.867,600.0,041659EU,4.73
370,4.88,2016-12-09 14:07:18.453,2016-12-09 19:00:14.820,1000.0,043847CH,4.98
371,20.21,2016-12-09 19:25:05.540,2016-12-10 15:37:28.943,3600.0,037737CN,4.81
372,46.46,2016-12-10 21:36:48.533,2016-12-12 20:04:24.287,11300.0,044046EU,4.64
373,15.2,2016-12-12 20:04:31.010,2016-12-13 11:16:22.767,4000.0,037767CN,3.42
374,21.35,2016-12-13 11:38:11.233,2016-12-14 08:59:24.390,1800.0,044132EU,3.21
375,12.04,2016-12-14 09:16:53.637,2016-12-14 21:19:27.213,1800.0,042932EU,4.78
376,13.37,2016-12-14 21:19:31.850,2016-12-15 10:41:48.307,1800.0,042944EU,4.25
377,36.48,2016-12-15 11:03:45.553,2016-12-16 23:32:34.857,5700.0,042939EU,4.42
378,57.35,2016-12-16 23:32:39.200,2016-12-19 08:53:41.923,5900.0,044138EU,3.31
379,9.53,2016-12-18 10:13:05.783,2016-12-18 19:45:01.243,1800.0,028138EU,3.52
380,14.59,2016-12-19 08:53:45.253,2016-12-19 23:29:09.387,3200.0,037737CN,3.21
381,19.7,2016-12-19 23:45:33.690,2016-12-20 19:27:28.803,4500.0,044046EU,3.92
382,5.95,2016-12-21 05:03:29.160,2016-12-21 11:00:30.687,1000.0,037732CH,3.34
383,16.01,2016-12-21 11:00:34.507,2016-12-22 03:01:00.380,3500.0,023732CH,3.22
384,13.51,2016-12-22 03:19:09.203,2016-12-22 16:50:02.020,2000.0,043932EU,3.86
385,21.52,2016-12-22 16:50:12.440,2016-12-23 14:21:24.007,3600.0,042943EU,3.4
386,6.31,2016-12-23 14:21:34.687,2016-12-23 20:40:02.920,1400.0,043942EU,3.13
387,232.92,2016-12-23 20:59:23.250,2017-01-02 13:54:47.057,700.0,043947EU,3.23
388,45.89,2017-01-02 15:10:54.057,2017-01-04 13:04:26.123,5400.0,042943EU,4.61
389,10.66,2017-01-04 13:51:47.830,2017-01-05 00:31:09.260,1000.0,037732CH,3.84
390,20.22,2017-01-05 00:31:13.757,2017-01-05 20:44:27.653,3000.0,023732CH,3.51
391,30.65,2017-01-05 20:44:34.167,2017-01-07 03:23:49.667,4000.0,037767CN,3.82
392,52.51,2017-01-07 03:23:58.703,2017-01-09 07:54:34.107,11300.0,044046EU,3.64
393,37.79,2017-01-09 08:34:17.070,2017-01-10 22:21:34.410,5500.0,042939EU,4.09
394,40.32,2017-01-10 22:21:45.123,2017-01-12 14:40:59.490,3600.0,037737CN,4.47
395,20.91,2017-01-12 14:41:02.503,2017-01-13 11:35:30.220,4000.0,044138EU,4.93
396,7.6,2017-01-13 12:08:27.603,2017-01-13 19:44:14.293,2700.0,044132EU,3.78
397,0.03,2017-01-13 19:43:06.140,2017-01-13 19:44:51.330,2700.0,043932EU,4.62
398,41.83,2017-01-14 18:07:56.663,2017-01-16 11:57:27.367,9000.0,044046EU,4.73
399,7.53,2017-01-16 12:22:07.760,2017-01-16 19:53:44.273,1300.0,037732CH,4.45
400,13.76,2017-01-16 19:53:51.820,2017-01-17 09:39:13.353,3200.0,023732CH,4.21
401,9.06,2017-01-17 09:40:27.163,2017-01-17 18:44:16.197,2300.0,028138EU,4.5
402,16.07,2017-01-17 19:00:02.710,2017-01-18 11:04:29.230,1400.0,023738CH,4.7
403,19.54,2017-01-18 11:04:33.540,2017-01-19 06:36:59.163,4500.0,044138EU,3.71
404,23.93,2017-01-19 06:37:05.777,2017-01-20 06:32:40.887,2700.0,043932EU,3.11
405,43.56,2017-01-20 06:32:50.747,2017-01-22 02:06:18.400,6000.0,042938EU,3.93
406,8.39,2017-01-22 02:31:03.157,2017-01-22 10:54:22.950,1500.0,043938EU,3.19
407,6.4,2017-01-22 10:54:25.927,2017-01-22 17:18:21.007,1200.0,042738EU,3.92
408,7.95,2017-01-22 17:32:12.423,2017-01-23 01:29:17.297,2700.0,042943EU,3.81
409,7.24,2017-01-23 09:26:03.010,2017-01-23 16:40:28.860,1000.0,041635EU,4.53
410,20.29,2017-01-23 16:40:35.673,2017-01-24 12:57:49.287,3000.0,042539EU,4.17
411,26.53,2017-01-24 12:57:54.113,2017-01-25 15:29:31.877,5000.0,043847CH,3.32
412,31.46,2017-01-25 15:29:36.000,2017-01-26 22:57:20.433,6000.0,047868CH,4.65
413,21.0,2017-01-26 22:57:25.247,2017-01-27 19:57:27.963,3000.0,042548EU,3.67
414,18.88,2017-01-27 20:19:58.573,2017-01-28 15:13:00.970,3200.0,036640EC,3.27
415,7.23,2017-01-28 15:16:34.283,2017-01-28 22:30:18.250,1300.0,042742EU,3.63
416,6.05,2017-01-28 22:52:25.640,2017-01-29 04:55:36.980,1400.0,043942EU,3.2
417,4.89,2017-01-29 04:58:23.160,2017-01-29 09:51:36.150,500.0,043947EU,4.43
418,6.55,2017-01-29 09:53:53.827,2017-01-29 16:26:57.120,1000.0,042747EU,4.14
419,22.82,2017-01-29 20:28:46.970,2017-01-30 19:18:10.847,3800.0,036647EC,3.55
420,21.75,2017-01-30 20:00:17.647,2017-01-31 17:45:14.650,2800.0,043932EU,4.86
421,34.17,2017-01-31 17:50:15.510,2017-02-02 04:00:32.303,3800.0,044046EU,3.91
422,16.39,2017-02-02 04:02:48.840,2017-02-02 20:26:05.247,4000.0,037767CN,4.9
423,11.86,2017-02-02 20:36:36.520,2017-02-03 08:28:26.100,2000.0,041141EU,3.23
424,30.54,2017-02-03 08:28:29.570,2017-02-04 15:00:57.783,6800.0,044042EU,4.27
425,27.86,2017-02-04 15:23:03.017,2017-02-05 19:14:26.797,4500.0,042943EU,4.51
426,50.65,2017-02-05 19:58:57.860,2017-02-07 22:37:55.970,7500.0,042939EU,3.91
427,10.51,2017-02-08 02:40:59.337,2017-02-08 13:11:51.240,1900.0,036647EC,4.19
428,11.97,2017-02-08 13:11:53.947,2017-02-09 01:09:50.030,1800.0,042932EU,4.88
429,13.51,2017-02-09 01:53:36.903,2017-02-09 15:24:13.207,1800.0,044132EU,3.07
430,18.56,2017-02-09 15:24:17.400,2017-02-10 09:57:53.080,3600.0,043932EU,3.01
431,8.07,2017-02-10 10:08:47.957,2017-02-10 18:12:44.007,1000.0,037732CN,4.92
432,9.12,2017-02-10 18:12:47.350,2017-02-11 03:20:04.770,2600.0,023732CN,4.4
433,38.03,2017-02-11 03:51:08.090,2017-02-12 17:53:02.027,5000.0,044138EU,4.22
434,24.46,2017-02-12 18:15:25.543,2017-02-13 18:42:45.977,3600.0,037737CN,3.62
435,16.78,2017-02-13 18:52:32.910,2017-02-14 11:39:24.077,2300.0,043852CN,3.64
436,27.69,2017-02-14 11:39:27.333,2017-02-15 15:21:08.713,4500.0,043847CN,4.44
437,22.68,2017-02-15 15:28:08.753,2017-02-16 14:09:01.833,3600.0,041665EU,3.28
438,15.38,2017-02-16 14:16:27.010,2017-02-17 05:39:15.697,2300.0,043840CN,4.35
439,13.28,2017-02-17 05:39:18.920,2017-02-17 18:56:11.520,2000.0,047868CN,4.53
440,14.86,2017-02-17 18:56:54.590,2017-02-18 09:48:48.153,2300.0,028138EU,3.58
441,16.92,2017-02-18 09:57:51.453,2017-02-19 02:52:54.880,3200.0,036640EC,4.26
442,6.38,2017-02-19 03:17:03.210,2017-02-19 09:39:59.743,1400.0,043942EU,3.52
443,7.6,2017-02-19 09:47:43.130,2017-02-19 17:23:58.257,1500.0,043938EU,3.27
444,4.93,2017-02-19 17:30:21.220,2017-02-19 22:26:19.707,1200.0,042936EU,3.19
445,22.33,2017-02-19 22:41:04.850,2017-02-20 21:00:35.130,3700.0,042939EU,3.66
446,20.73,2017-02-20 21:00:39.397,2017-02-21 17:44:38.540,3200.0,043932EU,4.31
447,21.74,2017-02-21 17:44:44.283,2017-02-22 15:29:15.547,2300.0,042944EU,4.78
448,12.14,2017-02-22 15:29:20.890,2017-02-23 03:37:56.527,1300.0,037732CN,3.48
449,17.41,2017-02-23 03:38:00.057,2017-02-23 21:02:51.673,3700.0,023732CN,4.17
450,5.82,2017-02-23 21:06:09.593,2017-02-24 02:55:38.333,1000.0,041642EU,4.32
451,16.06,2017-02-24 03:03:58.603,2017-02-24 19:07:39.397,3500.0,043440CN,4.21
452,6.31,2017-02-24 19:07:44.957,2017-02-25 01:26:03.740,1700.0,043477CN,3.75
453,40.54,2017-02-25 01:34:12.487,2017-02-26 18:06:26.410,3600.0,037737CN,4.89
454,26.79,2017-02-25 19:51:18.690,2017-02-26 22:38:46.657,4500.0,044138EU,3.33
455,11.86,2017-02-27 09:40:51.393,2017-02-27 21:32:38.137,1700.0,041691EU,4.99
456,8.53,2017-02-27 21:43:39.440,2017-02-28 06:15:11.687,900.0,041661EU,3.89
457,5.35,2017-02-28 06:15:16.077,2017-02-28 11:36:16.233,800.0,043152EU,3.33
458,17.57,2017-02-28 11:36:25.740,2017-03-01 05:10:23.577,2300.0,041646EU,3.61
459,17.7,2017-03-01 05:10:29.363,2017-03-01 22:52:40.530,3000.0,047868CN,3.08
460,20.34,2017-03-01 23:10:24.930,2017-03-02 19:30:59.997,3800.0,043639EU,4.19
461,13.12,2017-03-02 19:31:09.707,2017-03-03 08:38:07.027,1200.0,041635EU,3.12
462,10.51,2017-03-03 08:38:13.080,2017-03-03 19:08:44.070,1600.0,042539EU,4.45
463,10.1,2017-03-03 20:01:34.647,2017-03-04 06:07:26.537,700.0,043947EU,4.4
464,3.99,2017-03-04 06:37:04.110,2017-03-04 10:36:31.450,400.0,042747EU,3.01
465,31.9,2017-03-04 12:28:18.690,2017-03-05 20:22:12.860,4200.0,036647EC,3.14
466,26.48,2017-03-05 20:54:07.663,2017-03-06 23:23:09.270,3800.0,042938EU,3.13
467,3.62,2017-03-06 23:27:53.800,2017-03-07 03:05:19.427,1000.0,042939EU,3.61
468,33.54,2017-03-07 05:22:54.140,2017-03-08 14:55:24.433,3600.0,043932EU,4.47
469,13.96,2017-03-08 14:55:29.583,2017-03-09 04:53:16.110,1800.0,042932EU,4.05
470,11.72,2017-03-09 04:53:22.253,2017-03-09 16:36:42.423,1300.0,037732CN,3.4
471,6.31,2017-03-09 16:36:46.380,2017-03-09 22:55:10.047,1400.0,023732CN,4.58
472,18.62,2017-03-10 02:14:07.090,2017-03-10 20:51:10.827,4000.0,037767CN,3.98
473,9.12,2017-03-10 20:52:53.820,2017-03-11 05:59:51.450,2000.0,041141EU,4.29
474,28.52,2017-03-11 06:04:26.820,2017-03-12 10:35:46.033,7000.0,043440CN,3.35
475,5.75,2017-03-12 10:49:19.720,2017-03-12 16:34:24.950,1700.0,041149EU,3.85
476,7.71,2017-03-12 16:49:51.810,2017-03-13 00:32:13.583,1000.0,042935EU,3.96
477,15.95,2017-03-13 00:46:10.167,2017-03-13 16:43:06.097,3500.0,028138EU,4.72
478,14.96,2017-03-13 16:43:10.117,2017-03-14 07:41:03.213,1800.0,042932EU,3.05
479,19.26,2017-03-14 08:20:38.263,2017-03-15 03:36:02.053,2300.0,042944EU,4.27
480,40.64,2017-03-15 03:36:05.493,2017-03-16 20:14:18.177,7700.0,042943EU,4.85
481,7.78,2017-03-16 20:14:22.207,2017-03-17 04:01:03.343,1400.0,043942EU,3.81
482,7.05,2017-03-17 04:30:53.290,2017-03-17 11:33:56.787,1400.0,042742EU,3.97
483,41.75,2017-03-17 11:34:03.763,2017-03-19 05:19:14.787,6300.0,044138EU,3.74
484,21.08,2017-03-19 05:37:40.440,2017-03-20 02:42:28.707,5100.0,043448CN,4.08
485,7.54,2017-03-20 02:54:43.403,2017-03-20 10:27:03.130,700.0,043947EU,4.34
486,8.13,2017-03-20 10:32:51.163,2017-03-20 18:40:41.477,400.0,042747EU,3.29
487,34.32,2017-03-20 18:40:52.287,2017-03-22 05:00:08.047,4800.0,042938EU,4.76
488,13.18,2017-03-22 05:00:16.957,2017-03-22 18:11:20.210,2700.0,042939EU,3.02
489,9.68,2017-03-22 18:11:29.313,2017-03-23 03:51:59.460,1800.0,036640EC,4.24
490,9.81,2017-03-23 04:01:56.530,2017-03-23 13:50:48.110,1800.0,043932EU,4.25
491,27.71,2017-03-23 13:50:53.260,2017-03-24 17:33:43.783,3600.0,023732CN,3.39
492,7.29,2017-03-25 00:30:46.147,2017-03-25 07:48:11.443,1400.0,023738CN,4.2
493,19.58,2017-03-25 07:53:07.690,2017-03-26 03:27:56.333,4500.0,037737CN,4.52
494,25.13,2017-03-26 03:39:45.273,2017-03-27 04:47:17.467,3200.0,042943EU,4.24
495,9.84,2017-03-27 04:47:23.133,2017-03-27 14:37:34.260,1500.0,043938EU,4.28
496,8.11,2017-03-27 14:45:17.600,2017-03-27 22:51:58.813,1800.0,043932EU,3.63
497,43.47,2017-03-27 22:54:16.903,2017-03-29 18:22:29.800,6000.0,044138EU,4.43
498,12.0,2017-03-29 21:18:50.520,2017-03-30 09:19:02.743,4500.0,043639EU,4.98
499,19.31,2017-04-27 13:47:01.057,2017-04-28 09:05:41.940,3600.0,037737CN,3.64
500,10.25,2017-04-28 14:33:56.477,2017-04-29 00:48:57.653,600.0,041635EU,4.36
501,18.08,2017-04-29 00:53:36.423,2017-04-29 18:58:20.167,2800.0,042539EU,3.57
502,58.51,2017-04-29 19:14:46.610,2017-05-02 05:45:29.437,5300.0,047868CN,4.67
503,27.01,2017-05-02 06:28:43.573,2017-05-03 09:29:33.953,3200.0,023732CN,4.03
504,20.96,2017-05-03 09:37:22.730,2017-05-04 06:35:04.503,1200.0,042938EU,3.79
505,23.48,2017-05-04 06:35:10.447,2017-05-05 06:03:59.020,4200.0,042939EU,4.1
506,14.43,2017-05-05 06:32:33.783,2017-05-05 20:58:24.417,2000.0,037732CN,3.53
507,31.48,2017-05-05 20:58:30.187,2017-05-07 04:27:15.540,4800.0,023732CN,4.5
508,47.37,2017-05-07 04:27:22.060,2017-05-09 03:49:21.240,6300.0,043932EU,3.92
509,50.01,2017-05-09 03:50:43.190,2017-05-11 05:51:21.090,9000.0,044138EU,3.26
510,16.33,2017-05-11 05:51:26.513,2017-05-11 22:11:10.897,2700.0,028138EU,3.61
511,20.53,2017-05-11 22:11:35.107,2017-05-12 18:43:16.727,3600.0,042943EU,4.34
512,12.18,2017-05-12 18:43:21.933,2017-05-13 06:53:56.930,1000.0,042936EU,4.25
513,225.06,2017-05-13 06:58:48.603,2017-05-22 16:02:24.387,4500.0,042938EU,4.33
514,40.9,2017-05-13 21:06:36.750,2017-05-15 14:00:41.777,3600.0,037737CN,3.93
515,37.32,2017-05-15 14:00:47.953,2017-05-17 03:19:53.033,3000.0,043840CN,3.55
516,9.8,2017-05-17 03:20:04.127,2017-05-17 13:07:48.517,800.0,041671EU,3.81
517,16.08,2017-05-17 13:07:54.380,2017-05-18 05:12:37.307,2700.0,041966EU,3.17
518,17.31,2017-05-18 05:13:01.953,2017-05-18 22:31:48.777,3000.0,043852CN,3.43
519,14.22,2017-05-19 12:20:27.360,2017-05-20 02:33:50.250,3000.0,043948EU,4.66
520,4.26,2017-05-20 07:38:41.797,2017-05-20 11:54:16.250,1000.0,041645EU,3.33
521,24.73,2017-05-20 12:08:50.447,2017-05-21 12:52:47.973,5000.0,042548EU,4.97
522,18.37,2017-05-21 12:59:45.247,2017-05-22 07:22:09.847,4000.0,047868CN,4.33
523,207.01,2017-05-22 16:22:29.587,2017-05-31 07:23:20.010,1.0,042938EU,4.45
524,10.42,2017-05-23 00:02:49.637,2017-05-23 10:27:52.303,2900.0,043932EU,3.27
525,15.97,2017-05-23 10:28:15.570,2017-05-24 02:26:33.877,2300.0,028138EU,3.77
526,322.44,2017-05-24 02:30:39.153,2017-06-06 12:57:18.323,3600.0,037737CN,4.19
527,15.66,2017-05-27 08:10:05.407,2017-05-27 23:49:46.133,2400.0,037732CN,4.11
528,17.22,2017-05-27 23:59:29.407,2017-05-28 17:12:49.403,3000.0,023732CN,3.05
529,77.3,2017-05-28 17:36:16.340,2017-05-31 22:54:26.517,7300.0,044138EU,4.78
530,66.47,2017-05-31 01:21:28.463,2017-06-02 19:49:26.680,3000.0,042938EU,3.4
531,15.69,2017-06-04 03:29:29.487,2017-06-04 19:10:54.143,1800.0,042932EU,3.79
532,41.3,2017-06-04 19:39:26.790,2017-06-06 12:57:25.140,3600.0,043932EU,3.12
533,924.23,2017-06-06 08:30:39.347,2017-07-14 20:44:23.280,2896.0,043639EU,4.16
534,20.69,2017-06-07 01:20:33.803,2017-06-07 22:01:51.750,2300.0,041633EU01,3.19
535,29.25,2017-06-07 22:01:58.080,2017-06-09 03:16:40.250,4500.0,041966EU,3.89
536,12.39,2017-06-09 03:53:30.130,2017-06-09 16:16:48.437,2300.0,042962EU,4.54
537,13.71,2017-06-09 16:17:06.127,2017-06-10 05:59:25.803,2300.0,041662EU,3.66
538,13.48,2017-06-10 08:03:52.397,2017-06-10 21:32:32.500,2700.0,042548EU,3.63
539,3.43,2017-06-10 21:55:34.047,2017-06-11 01:21:34.040,1200.0,041645EU,3.86
540,7.79,2017-06-11 01:52:46.677,2017-06-11 09:40:13.373,1500.0,041659EU,3.95
541,20.02,2017-06-11 09:49:57.963,2017-06-12 05:51:02.590,6000.0,043847CN,4.37
542,15.28,2017-06-12 05:51:11.127,2017-06-12 21:07:45.663,2300.0,041691EU,4.4
543,8.25,2017-06-13 06:21:00.663,2017-06-13 14:36:06.050,1700.0,041649EU,4.2
544,17.84,2017-06-13 14:36:16.497,2017-06-14 08:26:24.293,4000.0,043142EU,3.64
545,38.46,2017-06-14 08:26:30.103,2017-06-15 22:54:12.070,3800.0,041648EU,4.11
546,25.78,2017-06-15 23:26:10.897,2017-06-17 01:13:07.680,3700.0,043140EU,4.0
547,398.15,2017-06-17 04:29:54.340,2017-07-03 18:38:51.570,713.0,041675EU,3.49
548,25.99,2017-06-17 08:37:27.307,2017-06-18 10:36:59.643,4500.0,047868CN,3.11
549,10.64,2017-06-18 10:52:14.240,2017-06-18 21:30:31.263,3000.0,043948EU,3.61
