Influence
0.0
0.0
0.0
0.0
0.0
0.09
0.11
0.09
0.11
0.24
0.22
0.23
0.2
0.25
0.22
0.2
0.1
0.0
0.01
0.01
0.0
0.0
0.0
0.0
