ID,Duration,Start,End,Power,Factor
316,12.03,2016-10-24 20:08:46.597,2016-10-25 08:10:38.223,45.07,113.93
317,7.83,2016-10-25 08:10:42.767,2016-10-25 16:00:48.233,44.9,182.02
318,7.41,2016-10-25 16:01:00.203,2016-10-25 23:25:22.087,45.86,136.49
319,7.6,2016-10-26 00:10:17.350,2016-10-26 07:46:00.980,35.74,165.17
320,26.44,2016-10-26 07:46:09.380,2016-10-27 10:12:34.647,42.18,155.61
321,38.0,2016-10-27 10:12:39.143,2016-10-29 00:12:29.507,47.91,156.78
322,10.14,2016-10-29 00:12:33.650,2016-10-29 10:20:40.527,33.18,138.04
323,13.47,2016-10-29 10:25:43.713,2016-10-29 23:54:06.877,40.11,123.52
324,11.21,2016-10-30 00:10:31.930,2016-10-30 11:23:14.650,41.96,139.67
325,7.49,2016-10-30 11:24:38.840,2016-10-30 18:54:12.643,35.46,166.8
326,32.8,2016-11-02 04:18:33.563,2016-11-03 13:06:22.687,37.3,180.99
327,30.38,2016-11-03 13:06:27.537,2016-11-04 19:29:17.397,30.31,152.65
328,49.31,2016-11-04 19:33:54.300,2016-11-06 20:52:15.633,44.18,161.21
329,13.01,2016-11-06 20:57:46.280,2016-11-07 09:58:05.383,38.59,138.35
330,46.85,2016-11-07 09:58:40.260,2016-11-09 08:49:47.563,47.35,139.37
331,22.46,2016-11-09 03:11:24.040,2016-11-10 01:39:09.927,39.23,136.96
332,24.36,2016-11-10 01:39:14.540,2016-11-11 02:01:00.610,37.08,174.13
333,41.48,2016-11-11 02:01:07.177,2016-11-12 19:29:56.617,43.11,116.38
334,1.91,2016-11-12 19:40:25.947,2016-11-12 21:34:54.777,46.45,168.53
335,91.66,2016-11-12 21:47:35.337,2016-11-16 17:26:55.987,44.62,188.56
336,27.37,2016-11-13 15:49:22.717,2016-11-14 19:11:22.383,43.34,104.43
337,24.43,2016-11-14 19:11:32.580,2016-11-15 19:37:33.370,41.66,199.57
338,28.91,2016-11-14 22:17:57.277,2016-11-16 03:12:25.937,41.02,124.05
339,5.56,2016-11-16 03:12:34.093,2016-11-16 08:45:53.380,44.98,156.74
340,6.29,2016-11-16 17:27:04.040,2016-11-16 23:44:12.423,35.07,140.26
341,33.21,2016-11-16 23:44:16.930,2016-11-18 08:56:54.287,45.85,105.18
342,12.67,2016-11-18 09:30:10.553,2016-11-18 22:10:28.910,42.41,150.84
343,13.67,2016-11-18 22:10:34.313,2016-11-19 11:51:00.407,39.16,122.56
344,39.63,2016-11-19 11:55:16.073,2016-11-21 03:32:57.017,33.31,183.57
345,21.73,2016-11-21 03:48:08.867,2016-11-22 01:31:54.170,39.73,189.84
346,19.88,2016-11-22 01:31:58.060,2016-11-22 21:24:31.683,35.57,175.07
347,4.77,2016-11-22 21:24:35.560,2016-11-23 02:10:51.537,37.8,178.2
348,21.34,2016-11-23 02:11:00.460,2016-11-23 23:31:30.787,49.14,169.16
349,12.0,2016-11-23 23:31:35.530,2016-11-24 11:31:38.600,40.31,148.03
350,20.35,2016-11-24 11:31:43.933,2016-11-25 07:52:59.810,40.94,177.82
351,30.54,2016-11-25 08:36:43.473,2016-11-26 15:09:05.447,34.85,123.15
352,55.25,2016-11-26 15:09:10.377,2016-11-28 22:24:22.047,45.28,155.24
353,51.39,2016-11-27 19:39:57.290,2016-11-29 23:03:29.223,43.03,141.32
354,4.5,2016-11-29 23:03:32.480,2016-11-30 03:33:45.520,39.55,109.22
355,14.45,2016-11-30 03:34:05.987,2016-11-30 18:00:59.437,45.75,157.18
356,15.07,2016-11-30 18:01:08.187,2016-12-01 09:05:09.843,33.08,151.51
357,12.34,2016-12-01 09:37:42.650,2016-12-01 21:57:55.220,42.44,194.8
358,18.0,2016-12-01 21:57:59.090,2016-12-02 15:58:01.880,34.86,112.51
359,11.46,2016-12-02 16:28:31.457,2016-12-03 03:55:51.147,46.35,164.66
360,9.74,2016-12-03 03:55:54.770,2016-12-03 13:40:26.610,49.02,195.89
361,28.76,2016-12-03 14:30:58.557,2016-12-04 19:16:22.167,45.71,167.0
362,15.73,2016-12-04 19:47:25.910,2016-12-05 11:31:06.603,44.89,157.21
363,6.45,2016-12-05 11:31:12.083,2016-12-05 17:58:26.437,35.57,142.8
364,8.99,2016-12-06 00:22:39.633,2016-12-06 09:22:11.163,47.89,157.71
365,12.66,2016-12-06 09:22:19.567,2016-12-06 22:01:38.720,33.77,137.8
366,19.84,2016-12-06 22:01:46.793,2016-12-07 17:52:22.627,41.16,129.92
367,24.61,2016-12-07 19:14:26.317,2016-12-08 19:51:04.590,42.3,182.14
368,14.77,2016-12-08 19:55:04.380,2016-12-09 10:41:12.107,37.58,130.56
369,3.43,2016-12-09 10:41:24.327,2016-12-09 14:07:01.867,32.61,145.69
370,4.88,2016-12-09 14:07:18.453,2016-12-09 19:00:14.820,38.01,132.25
371,20.21,2016-12-09 19:25:05.540,2016-12-10 15:37:28.943,30.21,171.13
372,46.46,2016-12-10 21:36:48.533,2016-12-12 20:04:24.287,43.63,177.34
373,15.2,2016-12-12 20:04:31.010,2016-12-13 11:16:22.767,36.34,195.76
374,21.35,2016-12-13 11:38:11.233,2016-12-14 08:59:24.390,45.84,115.78
375,12.04,2016-12-14 09:16:53.637,2016-12-14 21:19:27.213,49.12,127.86
376,13.37,2016-12-14 21:19:31.850,2016-12-15 10:41:48.307,47.87,161.18
377,36.48,2016-12-15 11:03:45.553,2016-12-16 23:32:34.857,42.14,165.91
378,57.35,2016-12-16 23:32:39.200,2016-12-19 08:53:41.923,48.64,139.7
379,9.53,2016-12-18 10:13:05.783,2016-12-18 19:45:01.243,37.88,115.11
380,14.59,2016-12-19 08:53:45.253,2016-12-19 23:29:09.387,49.73,168.58
381,19.7,2016-12-19 23:45:33.690,2016-12-20 19:27:28.803,45.17,140.07
382,5.95,2016-12-21 05:03:29.160,2016-12-21 11:00:30.687,39.96,195.9
383,16.01,2016-12-21 11:00:34.507,2016-12-22 03:01:00.380,45.12,175.18
384,13.51,2016-12-22 03:19:09.203,2016-12-22 16:50:02.020,41.62,138.89
385,21.52,2016-12-22 16:50:12.440,2016-12-23 14:21:24.007,42.54,143.72
386,6.31,2016-12-23 14:21:34.687,2016-12-23 20:40:02.920,41.14,114.7
387,232.92,2016-12-23 20:59:23.250,2017-01-02 13:54:47.057,44.55,124.93
388,45.89,2017-01-02 15:10:54.057,2017-01-04 13:04:26.123,44.46,182.62
389,10.66,2017-01-04 13:51:47.830,2017-01-05 00:31:09.260,41.17,156.28
390,20.22,2017-01-05 00:31:13.757,2017-01-05 20:44:27.653,35.63,114.99
391,30.65,2017-01-05 20:44:34.167,2017-01-07 03:23:49.667,36.22,183.22
392,52.51,2017-01-07 03:23:58.703,2017-01-09 07:54:34.107,46.22,105.12
393,37.79,2017-01-09 08:34:17.070,2017-01-10 22:21:34.410,40.62,148.06
394,40.32,2017-01-10 22:21:45.123,2017-01-12 14:40:59.490,35.17,191.1
395,20.91,2017-01-12 14:41:02.503,2017-01-13 11:35:30.220,36.44,198.45
396,7.6,2017-01-13 12:08:27.603,2017-01-13 19:44:14.293,35.14,116.86
397,0.03,2017-01-13 19:43:06.140,2017-01-13 19:44:51.330,31.9,195.44
398,41.83,2017-01-14 18:07:56.663,2017-01-16 11:57:27.367,37.36,105.73
399,7.53,2017-01-16 12:22:07.760,2017-01-16 19:53:44.273,35.59,139.68
400,13.76,2017-01-16 19:53:51.820,2017-01-17 09:39:13.353,45.61,114.13
401,9.06,2017-01-17 09:40:27.163,2017-01-17 18:44:16.197,44.6,181.01
402,16.07,2017-01-17 19:00:02.710,2017-01-18 11:04:29.230,43.93,165.27
403,19.54,2017-01-18 11:04:33.540,2017-01-19 06:36:59.163,37.87,142.52
404,23.93,2017-01-19 06:37:05.777,2017-01-20 06:32:40.887,49.23,173.52
405,43.56,2017-01-20 06:32:50.747,2017-01-22 02:06:18.400,32.06,110.6
406,8.39,2017-01-22 02:31:03.157,2017-01-22 10:54:22.950,42.62,177.73
407,6.4,2017-01-22 10:54:25.927,2017-01-22 17:18:21.007,31.02,101.65
408,7.95,2017-01-22 17:32:12.423,2017-01-23 01:29:17.297,34.94,194.71
409,7.24,2017-01-23 09:26:03.010,2017-01-23 16:40:28.860,49.34,199.04
410,20.29,2017-01-23 16:40:35.673,2017-01-24 12:57:49.287,42.36,181.45
411,26.53,2017-01-24 12:57:54.113,2017-01-25 15:29:31.877,49.05,137.85
412,31.46,2017-01-25 15:29:36.000,2017-01-26 22:57:20.433,42.52,108.27
413,21.0,2017-01-26 22:57:25.247,2017-01-27 19:57:27.963,33.02,194.41
414,18.88,2017-01-27 20:19:58.573,2017-01-28 15:13:00.970,33.12,129.39
415,7.23,2017-01-28 15:16:34.283,2017-01-28 22:30:18.250,46.97,192.25
416,6.05,2017-01-28 22:52:25.640,2017-01-29 04:55:36.980,42.39,144.04
417,4.89,2017-01-29 04:58:23.160,2017-01-29 09:51:36.150,33.12,129.47
418,6.55,2017-01-29 09:53:53.827,2017-01-29 16:26:57.120,33.52,120.83
419,22.82,2017-01-29 20:28:46.970,2017-01-30 19:18:10.847,44.82,165.48
420,21.75,2017-01-30 20:00:17.647,2017-01-31 17:45:14.650,38.39,139.36
421,34.17,2017-01-31 17:50:15.510,2017-02-02 04:00:32.303,46.42,141.13
422,16.39,2017-02-02 04:02:48.840,2017-02-02 20:26:05.247,46.37,146.78
423,11.86,2017-02-02 20:36:36.520,2017-02-03 08:28:26.100,49.32,172.03
424,30.54,2017-02-03 08:28:29.570,2017-02-04 15:00:57.783,41.56,180.37
425,27.86,2017-02-04 15:23:03.017,2017-02-05 19:14:26.797,40.51,103.75
426,50.65,2017-02-05 19:58:57.860,2017-02-07 22:37:55.970,48.59,161.63
427,10.51,2017-02-08 02:40:59.337,2017-02-08 13:11:51.240,44.87,128.6
428,11.97,2017-02-08 13:11:53.947,2017-02-09 01:09:50.030,42.73,146.03
429,13.51,2017-02-09 01:53:36.903,2017-02-09 15:24:13.207,40.71,131.01
430,18.56,2017-02-09 15:24:17.400,2017-02-10 09:57:53.080,36.82,196.33
431,8.07,2017-02-10 10:08:47.957,2017-02-10 18:12:44.007,35.02,107.56
432,9.12,2017-02-10 18:12:47.350,2017-02-11 03:20:04.770,35.21,150.46
433,38.03,2017-02-11 03:51:08.090,2017-02-12 17:53:02.027,30.99,162.8
434,24.46,2017-02-12 18:15:25.543,2017-02-13 18:42:45.977,43.42,176.25
435,16.78,2017-02-13 18:52:32.910,2017-02-14 11:39:24.077,30.38,187.8
436,27.69,2017-02-14 11:39:27.333,2017-02-15 15:21:08.713,45.53,121.47
437,22.68,2017-02-15 15:28:08.753,2017-02-16 14:09:01.833,31.82,180.39
438,15.38,2017-02-16 14:16:27.010,2017-02-17 05:39:15.697,42.78,113.49
439,13.28,2017-02-17 05:39:18.920,2017-02-17 18:56:11.520,35.89,113.42
440,14.86,2017-02-17 18:56:54.590,2017-02-18 09:48:48.153,30.31,199.71
441,16.92,2017-02-18 09:57:51.453,2017-02-19 02:52:54.880,47.18,139.94
442,6.38,2017-02-19 03:17:03.210,2017-02-19 09:39:59.743,48.29,136.26
443,7.6,2017-02-19 09:47:43.130,2017-02-19 17:23:58.257,44.56,141.19
444,4.93,2017-02-19 17:30:21.220,2017-02-19 22:26:19.707,39.21,154.75
445,22.33,2017-02-19 22:41:04.850,2017-02-20 21:00:35.130,49.79,110.98
446,20.73,2017-02-20 21:00:39.397,2017-02-21 17:44:38.540,37.1,115.3
447,21.74,2017-02-21 17:44:44.283,2017-02-22 15:29:15.547,47.88,113.82
448,12.14,2017-02-22 15:29:20.890,2017-02-23 03:37:56.527,48.64,135.47
449,17.41,2017-02-23 03:38:00.057,2017-02-23 21:02:51.673,44.13,176.38
450,5.82,2017-02-23 21:06:09.593,2017-02-24 02:55:38.333,35.35,188.66
451,16.06,2017-02-24 03:03:58.603,2017-02-24 19:07:39.397,41.06,166.18
452,6.31,2017-02-24 19:07:44.957,2017-02-25 01:26:03.740,32.93,142.13
453,40.54,2017-02-25 01:34:12.487,2017-02-26 18:06:26.410,41.74,124.19
454,26.79,2017-02-25 19:51:18.690,2017-02-26 22:38:46.657,49.42,137.96
455,11.86,2017-02-27 09:40:51.393,2017-02-27 21:32:38.137,35.46,181.7
456,8.53,2017-02-27 21:43:39.440,2017-02-28 06:15:11.687,46.83,124.41
457,5.35,2017-02-28 06:15:16.077,2017-02-28 11:36:16.233,35.83,173.02
458,17.57,2017-02-28 11:36:25.740,2017-03-01 05:10:23.577,33.73,149.48
459,17.7,2017-03-01 05:10:29.363,2017-03-01 22:52:40.530,37.64,140.07
460,20.34,2017-03-01 23:10:24.930,2017-03-02 19:30:59.997,44.62,175.21
461,13.12,2017-03-02 19:31:09.707,2017-03-03 08:38:07.027,40.66,100.66
462,10.51,2017-03-03 08:38:13.080,2017-03-03 19:08:44.070,47.78,190.47
463,10.1,2017-03-03 20:01:34.647,2017-03-04 06:07:26.537,30.68,152.56
464,3.99,2017-03-04 06:37:04.110,2017-03-04 10:36:31.450,36.79,109.11
465,31.9,2017-03-04 12:28:18.690,2017-03-05 20:22:12.860,33.72,132.73
466,26.48,2017-03-05 20:54:07.663,2017-03-06 23:23:09.270,39.29,101.11
467,3.62,2017-03-06 23:27:53.800,2017-03-07 03:05:19.427,46.55,122.36
468,33.54,2017-03-07 05:22:54.140,2017-03-08 14:55:24.433,43.14,108.93
469,13.96,2017-03-08 14:55:29.583,2017-03-09 04:53:16.110,31.44,186.22
470,11.72,2017-03-09 04:53:22.253,2017-03-09 16:36:42.423,46.11,137.31
471,6.31,2017-03-09 16:36:46.380,2017-03-09 22:55:10.047,36.93,163.7
472,18.62,2017-03-10 02:14:07.090,2017-03-10 20:51:10.827,36.12,144.3
473,9.12,2017-03-10 20:52:53.820,2017-03-11 05:59:51.450,48.24,108.03
474,28.52,2017-03-11 06:04:26.820,2017-03-12 10:35:46.033,41.43,166.64
475,5.75,2017-03-12 10:49:19.720,2017-03-12 16:34:24.950,49.35,192.14
476,7.71,2017-03-12 16:49:51.810,2017-03-13 00:32:13.583,48.96,101.6
477,15.95,2017-03-13 00:46:10.167,2017-03-13 16:43:06.097,33.75,198.85
478,14.96,2017-03-13 16:43:10.117,2017-03-14 07:41:03.213,45.53,192.5
479,19.26,2017-03-14 08:20:38.263,2017-03-15 03:36:02.053,41.44,103.22
480,40.64,2017-03-15 03:36:05.493,2017-03-16 20:14:18.177,42.14,171.02
481,7.78,2017-03-16 20:14:22.207,2017-03-17 04:01:03.343,48.24,111.51
482,7.05,2017-03-17 04:30:53.290,2017-03-17 11:33:56.787,31.08,194.97
483,41.75,2017-03-17 11:34:03.763,2017-03-19 05:19:14.787,37.94,100.53
484,21.08,2017-03-19 05:37:40.440,2017-03-20 02:42:28.707,34.96,180.89
485,7.54,2017-03-20 02:54:43.403,2017-03-20 10:27:03.130,33.47,107.09
486,8.13,2017-03-20 10:32:51.163,2017-03-20 18:40:41.477,39.08,114.45
487,34.32,2017-03-20 18:40:52.287,2017-03-22 05:00:08.047,34.47,178.93
488,13.18,2017-03-22 05:00:16.957,2017-03-22 18:11:20.210,47.3,169.31
489,9.68,2017-03-22 18:11:29.313,2017-03-23 03:51:59.460,39.39,193.31
490,9.81,2017-03-23 04:01:56.530,2017-03-23 13:50:48.110,42.09,113.38
491,27.71,2017-03-23 13:50:53.260,2017-03-24 17:33:43.783,38.54,152.76
492,7.29,2017-03-25 00:30:46.147,2017-03-25 07:48:11.443,35.35,133.17
493,19.58,2017-03-25 07:53:07.690,2017-03-26 03:27:56.333,42.03,119.5
494,25.13,2017-03-26 03:39:45.273,2017-03-27 04:47:17.467,44.91,175.35
495,9.84,2017-03-27 04:47:23.133,2017-03-27 14:37:34.260,42.48,178.57
496,8.11,2017-03-27 14:45:17.600,2017-03-27 22:51:58.813,44.77,167.86
497,43.47,2017-03-27 22:54:16.903,2017-03-29 18:22:29.800,41.19,161.23
498,12.0,2017-03-29 21:18:50.520,2017-03-30 09:19:02.743,31.32,189.9
499,19.31,2017-04-27 13:47:01.057,2017-04-28 09:05:41.940,37.47,143.14
500,10.25,2017-04-28 14:33:56.477,2017-04-29 00:48:57.653,42.69,185.84
501,18.08,2017-04-29 00:53:36.423,2017-04-29 18:58:20.167,47.68,106.67
502,58.51,2017-04-29 19:14:46.610,2017-05-02 05:45:29.437,37.77,154.05
503,27.01,2017-05-02 06:28:43.573,2017-05-03 09:29:33.953,30.38,167.0
504,20.96,2017-05-03 09:37:22.730,2017-05-04 06:35:04.503,34.34,199.34
505,23.48,2017-05-04 06:35:10.447,2017-05-05 06:03:59.020,46.16,158.72
506,14.43,2017-05-05 06:32:33.783,2017-05-05 20:58:24.417,42.64,114.21
507,31.48,2017-05-05 20:58:30.187,2017-05-07 04:27:15.540,47.95,110.15
508,47.37,2017-05-07 04:27:22.060,2017-05-09 03:49:21.240,41.1,152.37
509,50.01,2017-05-09 03:50:43.190,2017-05-11 05:51:21.090,39.66,109.67
510,16.33,2017-05-11 05:51:26.513,2017-05-11 22:11:10.897,35.91,140.02
511,20.53,2017-05-11 22:11:35.107,2017-05-12 18:43:16.727,33.16,140.99
512,12.18,2017-05-12 18:43:21.933,2017-05-13 06:53:56.930,32.99,148.05
513,225.06,2017-05-13 06:58:48.603,2017-05-22 16:02:24.387,39.07,113.33
514,40.9,2017-05-13 21:06:36.750,2017-05-15 14:00:41.777,42.25,122.67
515,37.32,2017-05-15 14:00:47.953,2017-05-17 03:19:53.033,31.89,186.28
516,9.8,2017-05-17 03:20:04.127,2017-05-17 13:07:48.517,30.25,162.1
517,16.08,2017-05-17 13:07:54.380,2017-05-18 05:12:37.307,33.22,100.37
518,17.31,2017-05-18 05:13:01.953,2017-05-18 22:31:48.777,49.26,179.81
519,14.22,2017-05-19 12:20:27.360,2017-05-20 02:33:50.250,30.13,149.73
520,4.26,2017-05-20 07:38:41.797,2017-05-20 11:54:16.250,39.79,193.77
521,24.73,2017-05-20 12:08:50.447,2017-05-21 12:52:47.973,44.98,164.77
522,18.37,2017-05-21 12:59:45.247,2017-05-22 07:22:09.847,30.88,114.13
523,207.01,2017-05-22 16:22:29.587,2017-05-31 07:23:20.010,35.83,187.55
524,10.42,2017-05-23 00:02:49.637,2017-05-23 10:27:52.303,37.81,160.75
525,15.97,2017-05-23 10:28:15.570,2017-05-24 02:26:33.877,47.8,110.55
526,322.44,2017-05-24 02:30:39.153,2017-06-06 12:57:18.323,34.89,184.46
527,15.66,2017-05-27 08:10:05.407,2017-05-27 23:49:46.133,44.57,177.14
528,17.22,2017-05-27 23:59:29.407,2017-05-28 17:12:49.403,36.0,137.14
529,77.3,2017-05-28 17:36:16.340,2017-05-31 22:54:26.517,46.59,157.36
530,66.47,2017-05-31 01:21:28.463,2017-06-02 19:49:26.680,42.19,140.23
531,15.69,2017-06-04 03:29:29.487,2017-06-04 19:10:54.143,46.99,144.37
532,41.3,2017-06-04 19:39:26.790,2017-06-06 12:57:25.140,42.33,155.11
533,924.23,2017-06-06 08:30:39.347,2017-07-14 20:44:23.280,42.39,109.14
534,20.69,2017-06-07 01:20:33.803,2017-06-07 22:01:51.750,36.06,132.91
535,29.25,2017-06-07 22:01:58.080,2017-06-09 03:16:40.250,49.24,176.07
536,12.39,2017-06-09 03:53:30.130,2017-06-09 16:16:48.437,42.34,192.47
537,13.71,2017-06-09 16:17:06.127,2017-06-10 05:59:25.803,43.55,175.71
538,13.48,2017-06-10 08:03:52.397,2017-06-10 21:32:32.500,40.33,191.05
539,3.43,2017-06-10 21:55:34.047,2017-06-11 01:21:34.040,37.39,126.51
540,7.79,2017-06-11 01:52:46.677,2017-06-11 09:40:13.373,41.49,182.76
541,20.02,2017-06-11 09:49:57.963,2017-06-12 05:51:02.590,49.66,146.88
542,15.28,2017-06-12 05:51:11.127,2017-06-12 21:07:45.663,47.19,163.87
543,8.25,2017-06-13 06:21:00.663,2017-06-13 14:36:06.050,46.14,130.0
544,17.84,2017-06-13 14:36:16.497,2017-06-14 08:26:24.293,46.53,172.87
545,38.46,2017-06-14 08:26:30.103,2017-06-15 22:54:12.070,35.1,199.13
546,25.78,2017-06-15 23:26:10.897,2017-06-17 01:13:07.680,39.75,199.15
547,398.15,2017-06-17 04:29:54.340,2017-07-03 18:38:51.570,40.98,130.37
548,25.99,2017-06-17 08:37:27.307,2017-06-18 10:36:59.643,39.91,183.11
549,10.64,2017-06-18 10:52:14.240,2017-06-18 21:30:31.263,45.98,108.29
550,5.06,2017-06-18 21:30:41.200,2017-06-19 02:34:32.510,38.38,161.79
551,6.91,2017-06-19 02:59:42.930,2017-06-19 09:54:03.570,43.04,102.94
552,20.17,2017-06-19 09:54:08.450,2017-06-20 06:04:17.603,38.29,101.49
553,12.06,2017-06-20 06:04:23.670,2017-06-20 18:08:15.013,31.79,185.79
554,21.69,2017-06-20 18:16:00.360,2017-06-21 15:57:06.373,41.79,123.19
555,13.64,2017-06-21 15:57:18.570,2017-06-22 05:35:29.290,45.93,132.22
556,30.45,2017-06-22 05:35:35.047,2017-06-23 12:02:24.920,46.08,123.97
557,4.92,2017-06-23 12:09:34.193,2017-06-23 17:04:58.353,40.89,125.63
558,23.22,2017-06-23 17:13:05.540,2017-06-24 16:26:24.397,45.21,198.93
559,16.75,2017-06-24 16:26:31.807,2017-06-25 09:11:21.620,37.35,105.94
560,7.63,2017-06-25 09:11:27.210,2017-06-25 16:49:08.083,41.29,161.93
561,19.69,2017-06-25 16:49:16.500,2017-06-26 12:30:29.217,33.56,187.51
562,35.45,2017-06-26 12:37:15.533,2017-06-28 00:04:16.050,32.52,168.01
563,38.41,2017-06-28 00:04:22.097,2017-06-29 14:29:06.037,33.55,158.57
564,7.06,2017-06-29 14:29:20.100,2017-06-29 21:32:40.660,34.29,113.83
565,39.66,2017-06-29 21:55:55.737,2017-07-01 13:35:49.400,43.03,194.28
566,11.61,2017-07-01 13:43:30.233,2017-07-02 01:20:02.360,49.0,166.28
567,18.27,2017-07-02 01:23:11.240,2017-07-02 19:39:40.287,38.32,113.81
568,14.23,2017-07-03 04:24:17.773,2017-07-03 18:38:06.473,41.05,140.42
569,17.42,2017-07-03 18:45:37.497,2017-07-04 12:10:53.673,47.06,102.85
570,16.6,2017-07-04 12:10:57.587,2017-07-05 04:47:15.060,31.95,125.11
571,6.02,2017-07-05 04:47:19.240,2017-07-05 10:48:43.847,44.34,111.91
572,32.02,2017-07-05 10:48:48.710,2017-07-06 18:50:02.367,36.64,127.22
573,24.2,2017-07-06 18:50:15.997,2017-07-07 19:02:26.183,39.69,169.64
574,5.41,2017-07-07 19:35:14.090,2017-07-08 01:00:03.567,48.84,173.24
575,19.17,2017-07-08 01:04:51.060,2017-07-08 20:15:03.590,40.12,114.05
576,29.04,2017-07-08 20:16:09.487,2017-07-10 01:18:23.910,47.05,104.98
577,14.28,2017-07-10 01:18:39.037,2017-07-10 15:35:44.347,33.98,157.58
578,19.25,2017-07-10 18:40:24.527,2017-07-11 13:55:37.980,35.1,175.73
579,78.81,2017-07-11 13:55:40.973,2017-07-14 20:44:27.507,32.55,161.54
580,47.23,2017-07-11 19:18:49.140,2017-07-13 18:32:40.097,32.5,170.15
581,15.99,2017-07-13 18:32:45.567,2017-07-14 10:32:01.980,37.05,195.49
582,7.88,2017-07-14 10:38:42.033,2017-07-14 18:31:41.923,45.13,196.87
583,9.97,2017-07-24 09:37:04.150,2017-07-24 19:35:19.557,45.13,198.28
584,7.62,2017-07-24 20:07:45.157,2017-07-25 03:45:11.557,48.73,104.94
585,30.47,2017-07-25 03:45:15.430,2017-07-26 10:13:21.790,43.3,166.31
586,18.67,2017-07-26 10:13:33.770,2017-07-27 04:53:29.757,42.12,187.81
587,12.93,2017-07-27 04:53:34.433,2017-07-27 17:49:39.990,38.41,154.73
588,14.33,2017-07-27 17:49:44.083,2017-07-28 08:09:27.177,31.45,188.3
589,26.75,2017-07-28 08:09:32.057,2017-07-29 10:54:23.117,47.55,168.91
590,19.43,2017-07-29 10:55:13.680,2017-07-30 06:21:04.247,38.97,122.94
591,30.68,2017-07-30 06:35:52.820,2017-07-31 13:16:41.053,32.76,189.19
592,21.51,2017-07-31 13:16:46.580,2017-08-01 10:47:05.177,34.15,171.13
593,50.81,2017-08-01 10:47:08.170,2017-08-03 13:35:56.110,35.48,104.64
594,7.67,2017-08-03 13:42:27.477,2017-08-03 21:22:35.610,36.45,193.29
595,14.13,2017-08-04 00:54:46.813,2017-08-04 15:02:36.053,43.43,182.33
596,12.13,2017-08-04 15:23:08.417,2017-08-05 03:30:48.863,46.85,100.78
597,31.61,2017-08-05 03:39:34.480,2017-08-06 11:16:26.707,43.81,123.71
598,24.84,2017-08-06 11:16:31.047,2017-08-07 12:06:51.750,47.05,167.83
599,25.17,2017-08-07 12:06:57.857,2017-08-08 13:17:08.250,42.58,142.71
600,21.22,2017-08-08 13:36:05.340,2017-08-09 10:49:14.853,47.58,198.4
601,33.93,2017-08-09 10:49:19.663,2017-08-10 20:45:01.313,42.82,192.55
602,28.62,2017-08-10 20:45:08.910,2017-08-12 01:22:10.980,30.67,116.13
603,40.11,2017-08-12 01:22:17.507,2017-08-13 17:28:38.487,49.52,153.02
604,70.54,2017-08-13 17:29:19.260,2017-08-16 16:01:26.100,42.12,108.61
605,15.83,2017-08-16 16:08:40.493,2017-08-17 07:58:43.853,39.77,105.21
606,28.4,2017-08-17 07:59:08.880,2017-08-18 12:22:51.423,34.98,147.96
607,8.56,2017-08-18 12:22:59.773,2017-08-18 20:56:20.857,31.96,118.23
608,7.81,2017-08-18 21:51:34.287,2017-08-19 05:40:24.540,33.96,169.51
609,14.3,2017-08-19 05:40:32.767,2017-08-19 19:58:44.557,31.63,163.75
610,17.28,2017-08-19 20:15:55.493,2017-08-20 13:32:59.797,49.55,138.71
611,28.81,2017-08-20 13:48:04.900,2017-08-21 18:36:23.213,36.92,115.7
612,52.97,2017-08-21 18:36:28.060,2017-08-23 23:34:29.103,38.09,191.41
613,12.12,2017-08-24 01:47:26.107,2017-08-24 13:54:31.633,48.72,114.36
614,18.47,2017-08-24 13:54:37.110,2017-08-25 08:22:42.040,42.27,183.75
615,14.61,2017-08-25 08:22:46.900,2017-08-25 22:59:14.763,41.08,186.43
616,16.94,2017-08-25 23:43:16.933,2017-08-26 16:39:39.000,49.16,105.6
617,6.9,2017-08-26 16:56:19.370,2017-08-26 23:50:37.343,30.15,119.52
618,15.47,2017-08-27 01:10:29.690,2017-08-27 16:38:33.610,46.38,188.88
619,46.14,2017-08-27 16:47:55.430,2017-08-29 14:56:15.377,37.29,107.42
620,25.34,2017-08-29 14:56:20.250,2017-08-30 16:17:01.133,37.48,115.67
621,15.53,2017-08-30 16:17:04.480,2017-08-31 07:49:01.760,39.99,199.83
622,13.93,2017-08-31 07:49:06.570,2017-08-31 21:45:09.800,42.65,123.56
623,20.84,2017-08-31 22:00:57.390,2017-09-01 18:51:09.960,47.16,146.22
624,15.36,2017-09-01 18:51:15.310,2017-09-02 10:13:06.477,30.58,172.96
625,13.81,2017-09-02 10:19:15.390,2017-09-03 00:07:59.860,43.92,164.71
626,20.05,2017-09-03 01:08:45.057,2017-09-03 21:11:59.427,42.92,145.54
627,32.19,2017-09-03 21:14:23.640,2017-09-05 05:25:36.917,48.56,162.79
628,9.42,2017-09-05 05:35:23.757,2017-09-05 15:00:30.857,30.53,128.77
629,17.23,2017-09-05 15:19:59.697,2017-09-06 08:33:57.573,32.6,121.68
630,33.22,2017-09-06 08:34:02.650,2017-09-07 17:47:26.433,41.79,130.64
631,37.18,2017-09-07 17:47:30.213,2017-09-09 06:58:22.407,35.58,102.54
632,39.58,2017-09-09 07:26:14.490,2017-09-10 23:00:50.110,31.81,156.62
