index,StartDateUTC,EndDateUTC
1658,2016-06-13 17:43:41.690,2016-06-13 17:57:20.387
1659,2016-06-13 17:57:20.387,2016-06-13 18:12:01.333
1660,2016-06-13 18:12:01.333,2016-06-13 18:26:52.293
1661,2016-06-13 18:26:52.293,2016-06-13 19:37:09.093
1662,2016-06-13 19:37:09.093,2016-06-13 19:45:58.067
1663,2016-06-13 19:45:58.067,2016-06-13 19:46:49.110
1664,2016-06-13 19:46:49.110,2016-06-13 19:59:20.180
1665,2016-06-13 19:59:20.180,2016-06-13 19:59:23.003
1666,2016-06-13 19:59:23.003,2016-06-13 19:59:42.060
1667,2016-06-13 19:59:42.060,2016-06-14 06:00:53.160
1668,2016-06-14 06:00:53.160,2016-06-14 06:44:30.027
1669,2016-06-14 06:44:30.027,2016-06-14 06:46:35.620
1670,2016-06-14 06:46:35.620,2016-06-14 07:18:14.733
1671,2016-06-14 07:18:14.733,2016-06-14 07:37:11.780
1672,2016-06-14 07:37:11.780,2016-06-14 07:54:32.840
1673,2016-06-14 07:54:32.840,2016-06-14 07:57:47.987
1674,2016-06-14 07:57:47.987,2016-06-14 10:14:21.317
1675,2016-06-14 10:14:21.317,2016-06-14 10:26:39.307
1676,2016-06-14 10:26:39.307,2016-06-14 10:33:14.310
1677,2016-06-14 10:33:14.310,2016-06-14 10:37:22.450
1678,2016-06-14 10:37:22.450,2016-06-14 14:00:58.003
1679,2016-06-14 14:00:58.003,2016-06-14 14:47:12.310
1680,2016-06-14 14:47:12.310,2016-06-14 14:49:17.223
1681,2016-06-14 14:49:17.223,2016-06-14 14:51:41.153
1682,2016-06-14 14:51:41.153,2016-06-14 14:57:14.367
1683,2016-06-14 14:57:14.367,2016-06-14 16:06:51.207
1684,2016-06-14 16:06:51.207,2016-06-14 16:18:00.160
1685,2016-06-14 16:18:00.160,2016-06-15 00:41:30.050
1686,2016-06-15 00:41:30.050,2016-06-15 00:56:54.073
1687,2016-06-15 00:56:54.073,2016-06-15 01:01:55.187
1688,2016-06-15 01:01:55.187,2016-06-15 06:44:21.167
1689,2016-06-15 06:44:21.167,2016-06-15 07:33:11.303
1690,2016-06-15 07:33:11.303,2016-06-15 07:35:18.330
1691,2016-06-15 07:35:18.330,2016-06-15 08:20:18.467
1692,2016-06-15 08:20:18.467,2016-06-15 08:29:48.540
1693,2016-06-15 08:29:48.540,2016-06-15 08:30:20.500
1694,2016-06-15 08:30:20.500,2016-06-15 08:37:02.503
1695,2016-06-15 08:37:02.503,2016-06-15 09:54:01.687
1696,2016-06-15 09:54:01.687,2016-06-15 09:56:10.773
1697,2016-06-15 09:56:10.773,2016-06-15 10:07:02.773
1698,2016-06-15 10:07:02.773,2016-06-15 10:14:58.820
1699,2016-06-15 10:14:58.820,2016-06-15 10:15:22.780
1700,2016-06-15 10:15:22.780,2016-06-15 10:30:07.580
1701,2016-06-15 10:30:07.580,2016-06-15 12:11:39.220
1702,2016-06-15 12:11:39.220,2016-06-15 12:24:36.197
1703,2016-06-15 12:24:36.197,2016-06-15 15:56:31.850
1704,2016-06-15 15:56:31.850,2016-06-15 16:09:19.033
1705,2016-06-15 16:09:19.033,2016-06-15 16:52:34.013
1706,2016-06-15 16:52:34.013,2016-06-15 16:57:48.030
1707,2016-06-15 16:57:48.030,2016-06-15 17:39:50.350
1708,2016-06-15 17:39:50.350,2016-06-15 17:41:57.253
1709,2016-06-15 17:41:57.253,2016-06-16 00:04:02.437
1710,2016-06-16 00:04:02.437,2016-06-16 00:13:38.390
1711,2016-06-16 00:13:38.390,2016-06-16 00:25:08.387
1712,2016-06-16 00:25:08.387,2016-06-16 06:03:37.413
1713,2016-06-16 06:03:37.413,2016-06-16 06:40:49.647
1714,2016-06-16 06:40:49.647,2016-06-16 06:42:55.560
1715,2016-06-16 06:42:55.560,2016-06-16 08:30:14.913
1716,2016-06-16 08:30:14.913,2016-06-16 08:32:53.017
1717,2016-06-16 08:32:53.017,2016-06-16 08:35:18.867
1718,2016-06-16 08:35:18.867,2016-06-16 08:58:17.187
1719,2016-06-16 08:58:17.187,2016-06-16 08:58:21.973
1720,2016-06-16 08:58:21.973,2016-06-16 09:01:24.050
1721,2016-06-16 09:01:24.050,2016-06-16 09:01:31.990
1722,2016-06-16 09:01:31.990,2016-06-16 09:11:36.003
1723,2016-06-16 09:11:36.003,2016-06-16 13:19:53.677
1724,2016-06-16 13:19:53.677,2016-06-16 13:23:29.740
1725,2016-06-16 13:23:29.740,2016-06-16 13:25:01.890
1726,2016-06-16 13:25:01.890,2016-06-16 13:34:50.703
1727,2016-06-16 13:34:50.703,2016-06-16 13:37:30.737
1728,2016-06-16 13:37:30.737,2016-06-17 00:41:15.830
1729,2016-06-17 00:41:15.830,2016-06-17 01:02:58.770
1730,2016-06-17 01:02:58.770,2016-06-17 01:05:04.963
1731,2016-06-17 01:05:04.963,2016-06-17 07:28:48.993
1732,2016-06-17 07:28:48.993,2016-06-17 07:33:23.100
1733,2016-06-17 07:33:23.100,2016-06-17 08:13:23.100
1734,2016-06-17 08:13:23.100,2016-06-17 08:15:35.120
1735,2016-06-17 08:15:35.120,2016-06-17 14:36:42.387
1736,2016-06-17 14:36:42.387,2016-06-17 14:38:48.393
1737,2016-06-17 14:38:48.393,2016-06-17 17:03:25.773
1738,2016-06-17 17:03:25.773,2016-06-17 17:08:24.750
1739,2016-06-17 17:08:24.750,2016-06-17 20:12:43.273
1740,2016-06-17 20:12:43.273,2016-06-17 21:38:27.580
1741,2016-06-17 21:38:27.580,2016-06-17 21:51:24.550
1742,2016-06-17 21:51:24.550,2016-06-17 21:55:38.590
1743,2016-06-17 21:55:38.590,2016-06-17 22:09:20.603
1744,2016-06-17 22:09:20.603,2016-06-17 22:13:33.677
1745,2016-06-17 22:13:33.677,2016-06-17 22:19:15.713
1746,2016-06-17 22:19:15.713,2016-06-17 22:23:15.787
1747,2016-06-17 22:23:15.787,2016-06-18 17:48:29.780
1748,2016-06-18 17:48:29.780,2016-06-18 18:04:46.650
1749,2016-06-18 18:04:46.650,2016-06-18 18:06:51.763
1750,2016-06-18 18:06:51.763,2016-06-19 14:02:46.623
1751,2016-06-19 14:02:46.623,2016-06-19 14:04:23.470
1752,2016-06-19 14:04:23.470,2016-06-20 00:00:59.113
1753,2016-06-20 00:00:59.113,2016-06-20 00:03:06.243
1754,2016-06-20 00:03:06.243,2016-06-20 00:11:23.183
1755,2016-06-20 00:11:23.183,2016-06-20 00:23:11.197
1756,2016-06-20 00:23:11.197,2016-06-20 06:27:45.257
1757,2016-06-20 06:27:45.257,2016-06-20 06:49:47.457
1758,2016-06-20 06:49:47.457,2016-06-20 06:51:52.723
1759,2016-06-20 06:51:52.723,2016-06-20 12:58:56.957
1760,2016-06-20 12:58:56.957,2016-06-20 13:01:16.917
1761,2016-06-20 13:01:16.917,2016-06-20 13:03:14.860
1762,2016-06-20 13:03:14.860,2016-06-20 13:03:46.050
1763,2016-06-20 13:03:46.050,2016-06-20 13:11:20.807
1764,2016-06-20 13:11:20.807,2016-06-20 13:14:01.813
1765,2016-06-20 13:14:01.813,2016-06-20 19:39:14.017
1766,2016-06-20 19:39:14.017,2016-06-20 19:53:09.893
1767,2016-06-20 19:53:09.893,2016-06-20 19:53:16.923
1768,2016-06-20 19:53:16.923,2016-06-20 19:57:29.940
1769,2016-06-20 19:57:29.940,2016-06-21 01:45:07.963
1770,2016-06-21 01:45:07.963,2016-06-21 01:45:37.517
1771,2016-06-21 01:45:37.517,2016-06-21 01:45:46.943
1772,2016-06-21 01:45:46.943,2016-06-21 02:01:11.183
1773,2016-06-21 02:01:11.183,2016-06-21 07:28:12.060
1774,2016-06-21 07:28:12.060,2016-06-21 07:33:37.183
1775,2016-06-21 07:33:37.183,2016-06-21 07:40:01.393
1776,2016-06-21 07:40:01.393,2016-06-21 08:00:29.150
1777,2016-06-21 08:00:29.150,2016-06-21 08:03:02.180
1778,2016-06-21 08:03:02.180,2016-06-21 08:06:12.220
1779,2016-06-21 08:06:12.220,2016-06-21 08:12:21.233
1780,2016-06-21 08:12:21.233,2016-06-21 10:47:22.890
1781,2016-06-21 10:47:22.890,2016-06-21 11:10:37.897
1782,2016-06-21 11:10:37.897,2016-06-21 11:12:41.113
1783,2016-06-21 11:12:41.113,2016-06-21 11:29:05.927
1784,2016-06-21 11:29:05.927,2016-06-21 15:29:11.270
1785,2016-06-21 15:29:11.270,2016-06-21 15:30:00.190
1786,2016-06-21 15:30:00.190,2016-06-21 17:47:53.770
1787,2016-06-21 17:47:53.770,2016-06-21 17:50:51.840
1788,2016-06-21 17:50:51.840,2016-06-21 17:51:27.787
1789,2016-06-21 17:51:27.787,2016-06-21 18:04:43.833
1790,2016-06-21 18:04:43.833,2016-06-21 23:49:18.057
1791,2016-06-21 23:49:18.057,2016-06-22 00:01:12.047
1792,2016-06-22 00:01:12.047,2016-06-22 00:01:16.157
1793,2016-06-22 00:01:16.157,2016-06-22 00:03:13.120
1794,2016-06-22 00:03:13.120,2016-06-22 06:55:39.373
1795,2016-06-22 06:55:39.373,2016-06-22 07:18:47.447
1796,2016-06-22 07:18:47.447,2016-06-22 07:21:21.687
1797,2016-06-22 07:21:21.687,2016-06-22 10:50:56.480
1798,2016-06-22 10:50:56.480,2016-06-22 10:52:56.203
1799,2016-06-22 10:52:56.203,2016-06-22 14:05:43.710
1800,2016-06-22 14:05:43.710,2016-06-22 14:14:59.537
1801,2016-06-22 14:14:59.537,2016-06-22 14:16:22.343
1802,2016-06-22 14:16:22.343,2016-06-22 14:24:18.927
1803,2016-06-22 14:24:18.927,2016-06-22 14:26:24.917
1804,2016-06-22 14:26:24.917,2016-06-22 18:48:41.110
1805,2016-06-22 18:48:41.110,2016-06-22 18:58:53.203
1806,2016-06-22 18:58:53.203,2016-06-22 19:05:05.240
1807,2016-06-22 19:05:05.240,2016-06-22 19:13:34.167
1808,2016-06-22 19:13:34.167,2016-06-22 21:05:12.820
1809,2016-06-22 21:05:12.820,2016-06-22 21:21:12.653
1810,2016-06-22 21:21:12.653,2016-06-23 15:14:32.157
1811,2016-06-23 15:14:32.157,2016-06-23 15:16:36.443
1812,2016-06-23 15:16:36.443,2016-06-23 15:47:36.330
1813,2016-06-23 15:47:36.330,2016-06-23 15:56:04.403
1814,2016-06-23 15:56:04.403,2016-06-23 22:06:56.943
1815,2016-06-23 22:06:56.943,2016-06-23 22:11:15.830
1816,2016-06-23 22:11:15.830,2016-06-23 22:11:18.277
1817,2016-06-23 22:11:18.277,2016-06-23 22:25:21.937
1818,2016-06-23 22:25:21.937,2016-06-24 04:52:18.700
1819,2016-06-24 04:52:18.700,2016-06-24 05:09:19.603
1820,2016-06-24 05:09:19.603,2016-06-24 05:12:05.637
1821,2016-06-24 05:12:05.637,2016-06-24 08:31:36.270
1822,2016-06-24 08:31:36.270,2016-06-24 08:33:39.287
1823,2016-06-24 08:33:39.287,2016-06-24 11:29:51.910
1824,2016-06-24 11:29:51.910,2016-06-24 11:36:51.860
1825,2016-06-24 11:36:51.860,2016-06-24 11:47:43.463
1826,2016-06-24 11:47:43.463,2016-06-24 11:49:48.407
1827,2016-06-24 11:49:48.407,2016-06-24 18:11:14.980
1828,2016-06-24 18:11:14.980,2016-06-24 18:12:48.970
1829,2016-06-24 18:12:48.970,2016-06-24 20:57:57.847
1830,2016-06-24 20:57:57.847,2016-06-24 21:00:51.800
1831,2016-06-24 21:00:51.800,2016-06-25 14:47:07.657
1832,2016-06-25 14:47:07.657,2016-06-25 14:47:38.557
1833,2016-06-25 14:47:38.557,2016-06-25 15:16:30.660
1834,2016-06-25 15:16:30.660,2016-06-25 15:24:06.630
1835,2016-06-25 15:24:06.630,2016-06-25 15:35:14.813
1836,2016-06-25 15:35:14.813,2016-06-25 15:44:16.613
1837,2016-06-25 15:44:16.613,2016-06-26 09:42:34.623
1838,2016-06-26 09:42:34.623,2016-06-26 10:30:31.523
1839,2016-06-26 10:30:31.523,2016-06-26 12:17:03.800
1840,2016-06-26 12:17:03.800,2016-06-26 12:17:19.107
1841,2016-06-26 12:17:19.107,2016-06-27 06:07:01.853
1842,2016-06-27 06:07:01.853,2016-06-27 06:09:54.030
1843,2016-06-27 06:09:54.030,2016-06-27 07:42:10.647
1844,2016-06-27 07:42:10.647,2016-06-27 07:44:30.740
1845,2016-06-27 07:44:30.740,2016-06-27 12:55:59.940
1846,2016-06-27 12:55:59.940,2016-06-27 13:01:21.937
1847,2016-06-27 13:01:21.937,2016-06-27 13:10:06.967
1848,2016-06-27 13:10:06.967,2016-06-27 13:13:10.000
1849,2016-06-27 13:13:10.000,2016-06-27 14:26:10.213
1850,2016-06-27 14:26:10.213,2016-06-27 14:47:57.317
1851,2016-06-27 14:47:57.317,2016-06-27 14:52:37.290
1852,2016-06-27 14:52:37.290,2016-06-27 15:09:46.337
1853,2016-06-27 15:09:46.337,2016-06-27 15:45:03.440
1854,2016-06-27 15:45:03.440,2016-06-27 16:46:50.670
1855,2016-06-27 16:46:50.670,2016-06-27 19:48:07.177
1856,2016-06-27 19:48:07.177,2016-06-27 19:53:25.210
1857,2016-06-27 19:53:25.210,2016-06-27 21:30:27.470
1858,2016-06-27 21:30:27.470,2016-06-27 21:30:34.653
1859,2016-06-27 21:30:34.653,2016-06-27 21:32:28.523
1860,2016-06-27 21:32:28.523,2016-06-27 21:51:26.717
1861,2016-06-27 21:51:26.717,2016-06-28 03:25:47.553
1862,2016-06-28 03:25:47.553,2016-06-28 04:14:38.737
1863,2016-06-28 04:14:38.737,2016-06-28 04:16:44.770
1864,2016-06-28 04:16:44.770,2016-06-28 10:44:25.663
1865,2016-06-28 10:44:25.663,2016-06-28 10:44:34.733
1866,2016-06-28 10:44:34.733,2016-06-28 18:17:36.373
1867,2016-06-28 18:17:36.373,2016-06-28 18:36:19.427
1868,2016-06-28 18:36:19.427,2016-06-28 18:38:25.467
1869,2016-06-28 18:38:25.467,2016-06-29 00:40:25.560
1870,2016-06-29 00:40:25.560,2016-06-29 00:48:34.513
1871,2016-06-29 00:48:34.513,2016-06-29 00:48:39.537
1872,2016-06-29 00:48:39.537,2016-06-29 01:04:29.900
1873,2016-06-29 01:04:29.900,2016-06-29 06:57:34.663
1874,2016-06-29 06:57:34.663,2016-06-29 07:39:43.773
1875,2016-06-29 07:39:43.773,2016-06-29 07:41:49.810
1876,2016-06-29 07:41:49.810,2016-06-29 13:33:42.007
1877,2016-06-29 13:33:42.007,2016-06-29 13:51:11.797
1878,2016-06-29 13:51:11.797,2016-06-29 13:53:44.903
1879,2016-06-29 13:53:44.903,2016-06-29 20:25:19.390
1880,2016-06-29 20:25:19.390,2016-06-29 20:29:09.160
1881,2016-06-29 20:29:09.160,2016-06-29 20:29:12.207
1882,2016-06-29 20:29:12.207,2016-06-29 20:30:58.183
1883,2016-06-29 20:30:58.183,2016-06-29 20:31:47.190
1884,2016-06-29 20:31:47.190,2016-06-29 20:45:34.380
1885,2016-06-29 20:45:34.380,2016-06-30 02:55:40.407
1886,2016-06-30 02:55:40.407,2016-06-30 03:01:16.427
1887,2016-06-30 03:01:16.427,2016-06-30 03:20:01.477
1888,2016-06-30 03:20:01.477,2016-06-30 03:22:07.507
1889,2016-06-30 03:22:07.507,2016-06-30 03:26:15.723
1890,2016-06-30 03:26:15.723,2016-06-30 03:36:56.550
1891,2016-06-30 03:36:56.550,2016-06-30 06:52:27.113
1892,2016-06-30 06:52:27.113,2016-06-30 06:55:16.263
1893,2016-06-30 06:55:16.263,2016-06-30 09:26:47.527
1894,2016-06-30 09:26:47.527,2016-06-30 09:53:40.613
1895,2016-06-30 09:53:40.613,2016-06-30 09:55:46.650
1896,2016-06-30 09:55:46.650,2016-06-30 15:38:36.130
1897,2016-06-30 15:38:36.130,2016-06-30 16:05:21.190
1898,2016-06-30 16:05:21.190,2016-06-30 16:07:26.247
1899,2016-06-30 16:07:26.247,2016-06-30 21:41:00.013
1900,2016-06-30 21:41:00.013,2016-06-30 21:45:08.050
1901,2016-06-30 21:45:08.050,2016-06-30 21:45:12.960
1902,2016-06-30 21:45:12.960,2016-06-30 21:45:18.983
1903,2016-06-30 21:45:18.983,2016-06-30 21:47:14.083
1904,2016-06-30 21:47:14.083,2016-06-30 21:54:25.983
1905,2016-06-30 21:54:25.983,2016-06-30 21:58:50.963
1906,2016-06-30 21:58:50.963,2016-06-30 22:10:56.927
1907,2016-06-30 22:10:56.927,2016-07-01 07:15:51.433
1908,2016-07-01 07:15:51.433,2016-07-01 07:26:20.447
1909,2016-07-01 07:26:20.447,2016-07-01 12:56:00.367
1910,2016-07-01 12:56:00.367,2016-07-01 12:58:40.520
1911,2016-07-01 12:58:40.520,2016-07-01 20:14:31.647
1912,2016-07-01 20:14:31.647,2016-07-01 20:17:31.640
1913,2016-07-01 20:17:31.640,2016-07-01 22:07:59.270
1914,2016-07-01 22:07:59.270,2016-07-01 22:10:50.243
1915,2016-07-01 22:10:50.243,2016-07-01 23:48:08.913
1916,2016-07-01 23:48:08.913,2016-07-02 00:04:55.840
1917,2016-07-02 00:04:55.840,2016-07-02 00:24:44.033
1918,2016-07-02 00:24:44.033,2016-07-02 00:26:53.837
1919,2016-07-02 00:26:53.837,2016-07-02 01:56:08.293
1920,2016-07-02 01:56:08.293,2016-07-02 01:59:20.480
1921,2016-07-02 01:59:20.480,2016-07-03 01:30:30.440
1922,2016-07-03 01:30:30.440,2016-07-03 01:35:43.607
1923,2016-07-03 01:35:43.607,2016-07-03 01:35:50.363
1924,2016-07-03 01:35:50.363,2016-07-03 01:48:27.340
1925,2016-07-03 01:48:27.340,2016-07-03 22:08:41.360
1926,2016-07-03 22:08:41.360,2016-07-03 22:29:25.387
1927,2016-07-03 22:29:25.387,2016-07-04 08:03:52.093
1928,2016-07-04 08:03:52.093,2016-07-04 08:05:57.180
1929,2016-07-04 08:05:57.180,2016-07-04 08:20:23.097
1930,2016-07-04 08:20:23.097,2016-07-04 08:25:29.510
1931,2016-07-04 08:25:29.510,2016-07-04 08:43:59.320
1932,2016-07-04 08:43:59.320,2016-07-04 08:48:32.347
1933,2016-07-04 08:48:32.347,2016-07-04 10:26:09.710
1934,2016-07-04 10:26:09.710,2016-07-04 10:30:22.750
1935,2016-07-04 10:30:22.750,2016-07-04 14:57:02.490
1936,2016-07-04 14:57:02.490,2016-07-04 14:57:56.667
1937,2016-07-04 14:57:56.667,2016-07-04 15:29:20.580
1938,2016-07-04 15:29:20.580,2016-07-04 15:31:58.607
1939,2016-07-04 15:31:58.607,2016-07-04 21:51:54.683
1940,2016-07-04 21:51:54.683,2016-07-04 21:52:34.673
1941,2016-07-04 21:52:34.673,2016-07-04 22:09:54.743
1942,2016-07-04 22:09:54.743,2016-07-04 22:13:46.797
1943,2016-07-04 22:13:46.797,2016-07-04 22:22:08.800
1944,2016-07-04 22:22:08.800,2016-07-04 22:28:46.840
1945,2016-07-04 22:28:46.840,2016-07-04 22:29:15.827
1946,2016-07-04 22:29:15.827,2016-07-04 22:33:43.013
1947,2016-07-04 22:33:43.013,2016-07-05 03:31:52.527
1948,2016-07-05 03:31:52.527,2016-07-05 03:43:29.500
1949,2016-07-05 03:43:29.500,2016-07-05 03:45:36.500
1950,2016-07-05 03:45:36.500,2016-07-05 03:54:52.443
1951,2016-07-05 03:54:52.443,2016-07-05 15:16:09.847
1952,2016-07-05 15:16:09.847,2016-07-05 15:18:15.883
1953,2016-07-05 15:18:15.883,2016-07-05 16:05:28.000
1954,2016-07-05 16:05:28.000,2016-07-05 16:30:42.140
1955,2016-07-05 16:30:42.140,2016-07-05 22:43:51.117
1956,2016-07-05 22:43:51.117,2016-07-05 22:48:03.110
1957,2016-07-05 22:48:03.110,2016-07-05 23:10:26.177
1958,2016-07-05 23:10:26.177,2016-07-05 23:12:32.357
1959,2016-07-05 23:12:32.357,2016-07-06 05:11:19.340
1960,2016-07-06 05:11:19.340,2016-07-06 05:11:45.327
1961,2016-07-06 05:11:45.327,2016-07-06 05:21:28.423
1962,2016-07-06 05:21:28.423,2016-07-06 05:24:52.450
1963,2016-07-06 05:24:52.450,2016-07-06 11:45:29.300
1964,2016-07-06 11:45:29.300,2016-07-06 12:04:47.633
1965,2016-07-06 12:04:47.633,2016-07-06 12:07:28.857
1966,2016-07-06 12:07:28.857,2016-07-06 17:15:37.843
1967,2016-07-06 17:15:37.843,2016-07-06 17:39:35.813
1968,2016-07-06 17:39:35.813,2016-07-06 18:35:05.933
1969,2016-07-06 18:35:05.933,2016-07-06 18:46:29.227
1970,2016-07-06 18:46:29.227,2016-07-06 19:08:35.030
1971,2016-07-06 19:08:35.030,2016-07-06 19:10:40.043
1972,2016-07-06 19:10:40.043,2016-07-07 01:47:14.093
1973,2016-07-07 01:47:14.093,2016-07-07 02:08:26.320
1974,2016-07-07 02:08:26.320,2016-07-07 02:10:16.190
1975,2016-07-07 02:10:16.190,2016-07-07 05:12:06.727
1976,2016-07-07 05:12:06.727,2016-07-07 05:19:15.733
1977,2016-07-07 05:19:15.733,2016-07-07 05:58:24.883
1978,2016-07-07 05:58:24.883,2016-07-07 06:02:52.900
1979,2016-07-07 06:02:52.900,2016-07-07 07:08:07.020
1980,2016-07-07 07:08:07.020,2016-07-07 07:10:27.877
1981,2016-07-07 07:10:27.877,2016-07-07 07:59:10.420
1982,2016-07-07 07:59:10.420,2016-07-07 08:05:32.270
1983,2016-07-07 08:05:32.270,2016-07-07 08:14:21.240
1984,2016-07-07 08:14:21.240,2016-07-07 08:17:05.363
1985,2016-07-07 08:17:05.363,2016-07-07 13:58:43.427
1986,2016-07-07 13:58:43.427,2016-07-07 14:00:58.390
1987,2016-07-07 14:00:58.390,2016-07-08 13:39:40.710
1988,2016-07-08 13:39:40.710,2016-07-08 13:42:18.050
1989,2016-07-08 13:42:18.050,2016-07-08 15:42:40.717
1990,2016-07-08 15:42:40.717,2016-07-08 15:52:56.617
1991,2016-07-08 15:52:56.617,2016-07-10 13:16:25.707
1992,2016-07-10 13:16:25.707,2016-07-10 13:16:42.880
1993,2016-07-10 13:16:42.880,2016-07-11 13:59:42.160
1994,2016-07-11 13:59:42.160,2016-07-11 14:01:47.173
1995,2016-07-11 14:01:47.173,2016-07-11 14:05:25.193
1996,2016-07-11 14:05:25.193,2016-07-11 14:07:57.367
1997,2016-07-11 14:07:57.367,2016-07-11 18:00:45.977
1998,2016-07-11 18:00:45.977,2016-07-11 18:06:05.980
1999,2016-07-11 18:06:05.980,2016-07-11 20:06:29.493
2000,2016-07-11 20:06:29.493,2016-07-11 20:06:48.350
2001,2016-07-11 20:06:48.350,2016-07-11 20:25:08.097
2002,2016-07-11 20:25:08.097,2016-07-11 20:27:25.990
2003,2016-07-11 20:27:25.990,2016-07-11 20:51:21.840
2004,2016-07-11 20:51:21.840,2016-07-11 20:58:09.833
2005,2016-07-11 20:58:09.833,2016-07-11 20:59:53.843
2006,2016-07-11 20:59:53.843,2016-07-11 21:05:11.850
2007,2016-07-11 21:05:11.850,2016-07-11 21:19:49.927
2008,2016-07-11 21:19:49.927,2016-07-11 21:26:40.080
2009,2016-07-11 21:26:40.080,2016-07-11 22:20:11.200
2010,2016-07-11 22:20:11.200,2016-07-11 22:27:09.247
2011,2016-07-11 22:27:09.247,2016-07-12 00:44:45.533
2012,2016-07-12 00:44:45.533,2016-07-12 00:51:33.570
2013,2016-07-12 00:51:33.570,2016-07-12 04:42:26.350
2014,2016-07-12 04:42:26.350,2016-07-12 05:03:24.430
2015,2016-07-12 05:03:24.430,2016-07-12 05:06:08.693
2016,2016-07-12 05:06:08.693,2016-07-12 09:46:00.600
2017,2016-07-12 09:46:00.600,2016-07-13 06:26:13.277
2018,2016-07-13 06:26:13.277,2016-07-13 06:28:18.227
2019,2016-07-13 06:28:18.227,2016-07-13 10:11:25.227
2020,2016-07-13 10:11:25.227,2016-07-13 10:17:34.250
2021,2016-07-13 10:17:34.250,2016-07-13 10:19:08.243
2022,2016-07-13 10:19:08.243,2016-07-13 10:38:55.353
2023,2016-07-13 10:38:55.353,2016-07-13 12:15:19.617
2024,2016-07-13 12:15:19.617,2016-07-13 12:15:40.613
2025,2016-07-13 12:15:40.613,2016-07-14 01:47:02.357
2026,2016-07-14 01:47:02.357,2016-07-14 01:49:09.387
2027,2016-07-14 01:49:09.387,2016-07-14 05:19:52.693
2028,2016-07-14 05:19:52.693,2016-07-14 05:28:54.840
2029,2016-07-14 05:28:54.840,2016-07-14 07:27:49.240
2030,2016-07-14 07:27:49.240,2016-07-14 07:32:39.253
2031,2016-07-14 07:32:39.253,2016-07-14 07:40:57.280
2032,2016-07-14 07:40:57.280,2016-07-14 07:51:19.300
2033,2016-07-14 07:51:19.300,2016-07-14 08:00:52.333
2034,2016-07-14 08:00:52.333,2016-07-14 08:03:35.360
2035,2016-07-14 08:03:35.360,2016-07-14 15:03:29.973
2036,2016-07-14 15:03:29.973,2016-07-14 15:10:58.013
2037,2016-07-14 15:10:58.013,2016-07-14 15:16:26.040
2038,2016-07-14 15:16:26.040,2016-07-14 15:18:41.077
2039,2016-07-14 15:18:41.077,2016-07-14 21:45:59.540
2040,2016-07-14 21:45:59.540,2016-07-14 21:46:42.633
2041,2016-07-14 21:46:42.633,2016-07-25 10:49:24.303
2042,2016-07-25 10:49:24.303,2016-07-25 10:51:30.410
2043,2016-07-25 10:51:30.410,2016-07-25 14:20:23.307
2044,2016-07-25 14:20:23.307,2016-07-25 14:33:34.187
2045,2016-07-25 14:33:34.187,2016-07-25 16:33:02.467
2046,2016-07-25 16:33:02.467,2016-07-25 16:35:55.483
2047,2016-07-25 16:35:55.483,2016-07-25 16:43:58.503
2048,2016-07-25 16:43:58.503,2016-07-25 17:17:24.640
2049,2016-07-25 17:17:24.640,2016-07-25 17:19:29.830
2050,2016-07-25 17:19:29.830,2016-07-25 23:43:58.913
2051,2016-07-25 23:43:58.913,2016-07-25 23:46:12.930
2052,2016-07-25 23:46:12.930,2016-07-25 23:53:27.103
2053,2016-07-25 23:53:27.103,2016-07-26 00:10:54.977
2054,2016-07-26 00:10:54.977,2016-07-26 00:14:12.100
2055,2016-07-26 00:14:12.100,2016-07-26 06:21:24.793
2056,2016-07-26 06:21:24.793,2016-07-26 06:39:41.450
2057,2016-07-26 06:39:41.450,2016-07-26 06:41:48.477
2058,2016-07-26 06:41:48.477,2016-07-26 12:22:15.500
2059,2016-07-26 12:22:15.500,2016-07-26 12:39:03.543
2060,2016-07-26 12:39:03.543,2016-07-26 12:43:31.620
2061,2016-07-26 12:43:31.620,2016-07-26 12:45:20.627
2062,2016-07-26 12:45:20.627,2016-07-26 12:47:55.620
2063,2016-07-26 12:47:55.620,2016-07-26 18:50:10.907
2064,2016-07-26 18:50:10.907,2016-07-26 18:50:31.890
2065,2016-07-26 18:50:31.890,2016-07-26 19:05:45.960
2066,2016-07-26 19:05:45.960,2016-07-26 19:09:40.997
2067,2016-07-26 19:09:40.997,2016-07-27 00:43:15.247
2068,2016-07-27 00:43:15.247,2016-07-27 00:50:27.213
2069,2016-07-27 00:50:27.213,2016-07-27 00:51:22.207
2070,2016-07-27 00:51:22.207,2016-07-27 00:59:54.280
2071,2016-07-27 00:59:54.280,2016-07-27 01:02:15.307
2072,2016-07-27 01:02:15.307,2016-07-27 07:01:02.717
2073,2016-07-27 07:01:02.717,2016-07-27 07:25:08.490
2074,2016-07-27 07:25:08.490,2016-07-27 07:27:15.523
2075,2016-07-27 07:27:15.523,2016-07-27 13:48:08.117
2076,2016-07-27 13:48:08.117,2016-07-27 14:03:32.157
2077,2016-07-27 14:03:32.157,2016-07-27 14:10:47.183
2078,2016-07-27 14:10:47.183,2016-07-27 14:12:52.200
2079,2016-07-27 14:12:52.200,2016-07-27 19:47:47.330
2080,2016-07-27 19:47:47.330,2016-07-27 20:06:40.390
